"customer_id","orders_used_in_calc","avg_days_between_orders_fractional"
"17290",7,103.28
"13835",6,103.38
"15793",7,103.41
"15907",2,103.49
"12758",6,103.64
"16329",3,103.68
"17033",3,103.69
"14699",3,103.71
"17864",4,103.74
"12981",1,103.91
"13585",2,103.95
"14199",3,104.02
"17020",1,104.03
"12449",4,104.04
"18018",3,104.09
"15424",2,104.41
"17282",4,104.52
"14962",3,104.59
"12926",3,104.69
"13581",1,104.92
"16860",2,104.92
"17916",1,104.93
"16402",1,104.95
"13344",2,104.99
"16462",2,105.03
"13038",2,105.06
"12456",2,105.11
"16551",6,105.12
"17950",6,105.32
"15901",5,105.40
"13614",5,105.41
"13797",2,105.46
"16792",4,105.51
"14880",2,105.53
"16702",3,105.63
"12905",1,105.83
"15879",3,105.95
"15045",1,105.99
"12669",1,105.99
"13837",1,106.00
"13304",3,106.03
"16138",2,106.05
"12962",1,106.10
"14236",4,106.20
"13531",5,106.21
"13921",3,106.39
"12808",4,106.50
"12725",2,106.54
"14695",2,106.57
"13452",2,106.59
"17545",5,106.83
"12829",2,106.92
"15650",1,106.95
"13243",4,107.00
"17292",1,107.10
"14220",3,107.33
"12863",5,107.40
"14327",5,107.40
"16330",6,107.50
"13131",6,107.52
"13512",3,107.62
"15675",3,107.66
"17640",5,108.00
"16727",3,108.04
"18155",2,108.06
"14353",2,108.07
"14517",1,108.11
"17883",6,108.15
"18016",6,108.15
"17843",1,108.19
"12854",6,108.33
"18247",2,108.37
"17709",4,108.47
"14656",4,108.52
"14256",4,108.53
"13825",1,108.86
"18277",4,109.05
"17854",5,109.24
"14942",3,109.34
"12670",6,109.37
"13686",2,109.40
"14624",5,109.43
"12866",2,109.55
"12695",6,109.67
"13892",5,109.81
"14768",1,109.98
"16023",2,110.06
"13591",6,110.14
"14947",5,110.44
"13955",2,110.49
"14551",6,110.51
"13979",6,110.52
"13389",2,110.54
"16253",6,110.78
"12701",5,110.78
"12533",1,110.96
"17505",4,110.96
"15436",2,110.98
"15180",2,110.99
"12677",1,111.02
"16321",6,111.03
"13466",4,111.03
"14037",5,111.22
"17350",6,111.33
"14644",6,111.45
"17926",4,111.51
"18079",4,111.53
"17886",5,111.59
"13461",5,111.74
"13024",1,111.80
"18252",6,111.81
"17496",3,111.93
"13684",3,111.94
"12413",3,111.94
"12527",4,111.96
"13821",5,111.97
"12849",5,112.00
"14658",1,112.00
"13464",5,112.00
"14396",6,112.01
"16861",4,112.22
"13049",3,112.33
"14475",3,112.35
"13330",5,112.42
"17728",4,112.44
"12372",2,112.49
"15542",2,112.53
"15191",2,112.56
"13382",4,112.75
"16993",1,112.93
"12582",3,112.98
"12897",3,113.00
"17349",4,113.00
"14909",2,113.02
"16557",1,113.03
"16660",6,113.03
"14708",4,113.23
"14700",4,113.27
"16183",3,113.34
"16529",3,113.39
"13965",2,113.40
"16934",5,113.40
"18263",2,113.44
"12908",4,113.50
"15050",4,113.79
"17321",5,113.81
"14826",1,113.83
"15840",1,113.89
"16050",2,113.91
"17679",6,113.93
"17031",5,113.96
"14759",2,114.02
"14922",1,114.06
"12369",2,114.11
"14477",6,114.14
"15799",3,114.31
"13764",5,114.39
"13515",5,114.40
"16308",6,114.47
"15314",2,114.48
"13238",5,114.60
"15057",4,114.75
"17041",5,114.77
"14818",5,114.79
"17540",5,115.02
"15806",2,115.11
"14771",1,115.13
"13863",3,115.29
"17623",6,115.48
"14061",2,115.49
"16053",5,115.60
"16623",3,115.61
"12539",6,115.67
"13677",1,115.75
"17046",4,115.76
"13064",5,115.82
"16357",3,115.96
"17026",2,115.98
"15894",1,115.99
"15401",1,116.12
"16317",4,116.28
"17483",3,116.34
"15101",5,116.36
"15414",2,116.42
"14075",4,116.45
"14681",5,116.46
"16521",2,116.50
"13476",4,116.52
"16245",2,116.52
"18017",3,116.68
"17212",2,116.72
"18280",1,116.75
"15665",4,116.75
"13663",4,116.81
"16624",1,116.93
"17095",6,117.00
"12585",1,117.03
"15462",3,117.04
"13055",3,117.09
"12942",2,117.11
"15814",5,117.35
"17320",5,117.38
"13936",2,117.38
"13573",5,117.39
"15774",5,117.59
"15449",2,117.59
"13823",6,117.64
"15620",3,117.68
"13425",4,117.78
"14958",5,117.79
"17734",5,117.79
"17731",5,117.82
"18259",6,117.86
"14662",6,117.97
"15485",6,117.98
"17005",1,118.00
"14990",1,118.02
"13395",2,118.04
"17672",5,118.21
"13192",5,118.25
"13462",4,118.27
"12977",3,118.34
"13453",2,118.42
"18002",3,118.66
"14286",6,118.68
"14478",3,118.70
"13889",5,118.76
"14610",1,118.79
"18268",5,118.87
"18282",1,118.92
"14599",1,118.95
"14162",1,118.96
"14605",3,119.00
"14068",3,119.08
"13221",1,119.15
"17311",5,119.21
"14577",6,119.34
"18194",5,119.58
"17155",6,119.84
"17860",3,119.94
"13762",4,119.97
"13226",1,120.03
"17801",2,120.06
"12825",1,120.15
"15363",1,120.16
"13285",5,120.19
"14320",4,120.23
"12917",5,120.42
"13957",2,120.49
"14105",4,120.51
"12360",5,120.65
"14053",3,120.71
"16292",4,120.74
"13679",2,120.90
"13544",5,121.00
"17115",6,121.02
"17326",1,121.06
"15272",5,121.19
"14166",1,121.19
"13761",5,121.22
"13736",6,121.36
"17631",6,121.47
"17768",6,121.51
"17951",3,121.63
"18188",5,121.64
"14202",2,121.64
"12454",3,121.66
"16892",6,121.66
"18154",4,121.83
"18271",1,121.92
"13292",4,121.95
"17978",3,122.01
"14690",3,122.05
"17871",4,122.22
"12635",3,122.34
"13696",2,122.41
"15917",4,122.46
"16300",2,122.53
"15786",4,122.54
"15488",4,122.72
"15276",3,122.73
"16469",4,122.74
"15530",4,122.76
"13616",1,122.92
"16089",1,122.92
"14862",1,122.95
"16080",3,122.95
"16927",2,122.98
"17571",4,123.03
"13029",4,123.20
"17827",5,123.22
"17256",4,123.25
"16885",3,123.34
"17746",3,123.36
"17237",3,123.38
"16012",4,123.52
"16804",2,123.52
"15092",2,123.53
"13333",2,123.58
"12468",4,123.77
"13787",5,123.82
"16825",4,123.99
"14323",1,124.00
"13740",4,124.23
"17034",4,124.27
"13220",4,124.28
"15945",3,124.33
"16833",5,124.39
"15055",2,124.40
"13729",2,124.41
"13989",4,124.47
"12870",2,124.48
"16430",5,124.82
"16647",3,124.94
"13948",3,124.97
"13846",3,125.03
"14306",5,125.20
"16882",2,125.35
"16511",5,125.39
"12541",2,125.52
"17760",5,125.59
"16364",1,125.87
"13529",1,125.89
"16639",3,125.93
"17354",3,125.96
"17004",3,125.98
"14729",2,125.98
"16471",3,125.99
"12438",1,126.00
"16445",3,126.00
"17081",5,126.00
"13500",3,126.03
"14398",1,126.08
"16589",3,126.33
"16690",3,126.33
"13168",4,126.48
"12389",2,126.53
"17222",5,126.59
"16848",3,126.63
"15525",3,126.70
"17122",3,126.74
"13626",1,126.75
"14421",5,126.82
"16254",2,126.95
"15146",1,126.96
"16096",3,126.97
"16121",4,127.02
"14011",1,127.08
"13371",1,127.09
"12631",5,127.19
"15223",4,127.25
"15389",4,127.29
"17703",3,127.66
"18022",4,127.74
"18127",3,128.00
"15711",1,128.00
"12391",5,128.22
"14481",4,128.23
"14013",4,128.30
"12625",3,128.31
"14431",3,128.33
"12424",3,128.62
"14754",5,129.21
"17047",5,129.24
"13282",3,129.35
"15584",5,129.39
"13474",2,129.48
"14508",4,129.57
"14712",3,129.64
"16134",4,129.75
"12716",1,129.81
"17847",1,129.88
"13619",1,129.89
"15969",4,129.98
"14253",1,129.99
"16287",4,129.99
"13405",4,130.02
"13299",2,130.03
"16374",4,130.52
"16619",3,130.61
"16916",3,130.66
"16552",1,130.89
"14355",2,130.94
"15257",1,130.95
"17440",3,130.96
"17666",4,130.97
"13972",1,131.01
"13166",1,131.03
"17923",2,131.03
"13820",2,131.03
"13946",5,131.22
"14389",4,131.25
"18190",4,131.28
"18173",4,131.51
"12435",5,131.56
"14000",4,131.57
"15563",5,131.61
"12361",3,131.66
"13444",1,131.94
"18074",1,131.97
"17763",3,132.00
"16354",4,132.01
"17643",1,132.06
"13516",3,132.06
"14009",2,132.08
"12994",2,132.15
"12589",5,132.18
"15067",4,132.22
"14737",3,132.32
"15676",2,132.55
"14555",5,132.84
"12363",1,132.87
"16749",1,132.96
"15831",2,132.97
"13417",5,132.97
"13502",4,133.00
"15014",1,133.02
"13675",1,133.03
"16730",2,133.50
"18215",4,133.53
"14463",3,133.72
"17446",1,133.83
"16309",1,134.16
"15842",1,134.21
"17064",2,134.38
"14024",2,134.51
"12787",3,134.58
"13373",5,134.59
"16147",4,134.72
"13760",4,134.78
"17492",2,135.04
"14489",3,135.07
"17298",4,135.08
"15212",1,135.13
"17584",5,135.27
"17255",3,135.28
"13439",2,135.49
"14859",4,135.51
"14984",5,135.61
"15714",4,135.99
"14727",2,136.03
"14501",1,136.05
"16411",3,136.31
"14130",3,136.33
"16495",2,136.43
"14953",3,136.70
"16788",4,136.77
"16563",5,136.94
"16947",3,136.98
"18078",3,136.98
"13569",3,137.00
"12798",3,137.05
"18276",5,137.15
"17695",4,137.26
"14967",5,137.37
"16898",4,137.54
"17816",5,137.57
"12560",1,137.92
"15870",3,137.92
"17876",2,137.96
"16777",4,138.01
"17082",5,138.23
"15695",3,138.30
"16124",3,138.39
"15053",2,138.50
"18193",2,138.51
"12875",4,138.53
"17414",5,138.56
"12458",3,138.73
"17018",5,138.81
"13171",2,138.92
"12956",3,139.29
"14643",4,139.53
"17076",5,139.85
"15651",4,139.95
"13465",1,139.99
"16441",4,140.00
"17023",2,140.01
"15192",4,140.02
"15781",2,140.12
"16148",1,140.16
"15782",3,140.27
"13427",5,140.59
"15406",3,140.67
"12578",3,140.70
"15111",4,140.79
"15384",3,140.98
"14566",3,141.01
"14707",1,141.02
"13501",2,141.12
"13606",2,141.13
"17601",1,141.15
"14471",1,141.20
"13455",5,141.22
"15850",5,141.41
"17759",4,141.55
"13895",5,141.63
"14904",3,141.67
"17555",4,141.71
"13917",1,141.88
"14966",5,141.99
"14549",3,142.00
"15797",4,142.04
"12810",1,142.04
"16616",1,142.12
"16382",1,142.15
"16567",1,142.18
"12592",3,142.35
"13334",4,142.53
"16385",4,142.75
"17371",5,142.81
"13754",2,142.92
"14839",2,142.93
"16691",1,143.01
"14869",5,143.01
"13541",1,143.02
"13849",4,143.24
"13080",3,143.36
"13894",2,143.43
"16372",4,143.48
"14912",4,143.50
"17830",2,143.55
"15197",5,143.58
"13656",3,143.63
"15577",4,143.76
"15252",4,143.78
"13589",5,143.81
"14168",1,143.93
"14173",5,143.99
"17242",4,144.05
"15734",3,144.28
"17051",3,144.66
"13276",4,144.74
"18001",5,145.00
"14998",3,145.02
"18048",2,145.04
"14326",2,145.06
"17025",4,145.20
"16584",4,145.28
"13434",4,145.30
"13361",1,145.30
"14853",4,145.33
"14379",3,145.35
"13156",2,145.49
"14126",3,145.62
"17472",3,145.69
"13402",3,145.73
"13311",1,145.94
"15822",5,146.00
"16392",2,146.02
"13122",1,146.07
"16286",1,146.20
"12616",2,146.58
"15484",5,146.60
"12915",3,146.89
"16620",5,146.98
"16693",4,146.98
"17105",1,147.05
"17310",1,147.18
"13503",4,147.50
"14628",4,148.00
"15289",4,148.02
"17984",4,148.29
"17142",3,148.37
"12434",2,148.48
"18057",2,148.59
"14672",3,148.65
"14038",4,148.80
"17430",3,148.97
"13101",3,148.98
"13980",4,148.99
"16772",2,149.05
"16021",1,149.15
"15198",4,149.30
"15791",4,149.51
"18218",3,149.63
"13753",3,149.70
"17534",4,149.71
"13566",4,149.75
"15944",3,149.97
"17221",4,149.98
"12865",3,150.03
"12507",3,150.11
"16895",4,150.26
"16888",2,150.49
"16784",4,150.49
"17376",3,150.69
"16532",4,150.76
"15847",4,150.81
"15126",1,150.81
"12379",3,150.96
"13598",4,151.03
"12547",2,151.47
"14425",2,151.48
"13652",4,151.66
"16159",3,151.68
"12733",3,151.71
"14181",1,151.83
"12886",1,151.95
"12465",1,152.12
"17158",4,152.49
"17327",1,152.94
"18275",1,152.97
"14296",1,152.99
"18049",1,153.04
"13175",1,153.04
"16780",2,153.43
"14302",2,153.50
"17642",4,153.68
"12394",1,153.75
"12987",4,153.77
"17489",1,153.89
"13976",3,153.95
"13545",1,153.98
"15807",4,153.99
"17741",1,153.99
"13778",3,154.03
"12904",1,154.05
"17807",2,154.55
"14538",4,154.70
"16952",4,154.74
"14026",1,154.85
"16031",1,154.95
"14611",1,154.96
"16412",4,154.99
"16227",2,155.00
"16769",3,155.03
"16838",3,155.30
"17159",4,155.96
"15921",3,156.00
"14372",1,156.01
"12542",1,156.12
"18060",1,156.34
"15123",4,156.54
"14157",4,156.69
"17361",4,156.76
"14775",2,156.98
"15008",1,157.08
"16054",3,157.26
"16595",4,157.51
"14550",3,157.67
"17189",4,157.83
"17917",2,158.53
"15246",2,158.57
"15958",3,158.70
"15364",1,158.84
"15071",3,158.99
"16110",3,159.02
"16795",2,159.02
"17266",4,159.54
"15137",1,159.75
"14985",1,159.78
"14479",3,159.93
"16014",4,159.99
"15636",3,160.00
"15741",1,160.18
"15691",3,160.32
"17553",3,160.34
"13919",3,160.40
"17898",3,160.63
"14279",1,160.67
"12346",2,160.94
"16244",1,160.94
"17184",1,161.00
"15418",1,161.09
"13579",4,161.20
"14960",1,162.97
"16472",1,163.09
"14413",2,163.48
"16101",3,163.63
"17035",3,163.68
"16017",4,164.01
"16485",4,164.04
"14097",1,164.15
"16864",1,164.18
"14193",2,164.44
"18160",2,164.49
"17853",2,164.51
"15018",2,164.54
"15451",1,164.98
"16518",3,165.02
"14115",1,165.04
"17166",1,165.06
"17413",1,165.06
"17353",3,165.06
"13602",3,165.33
"14139",3,165.39
"14122",2,165.52
"16256",2,165.54
"18217",3,165.63
"15865",4,165.74
"18101",4,165.75
"16852",1,165.90
"13151",2,166.04
"15181",4,166.20
"15022",4,166.46
"16384",3,166.96
"15441",2,167.02
"13601",3,167.03
"14885",2,167.04
"14875",2,167.04
"17649",2,167.06
"14265",3,167.65
"17134",2,167.82
"15637",4,167.90
"13154",2,168.15
"16414",4,168.24
"13262",2,168.56
"13666",4,168.80
"12406",4,168.81
"12874",1,169.11
"13487",4,169.27
"14722",2,169.53
"14272",3,169.61
"17194",1,169.95
"12492",2,170.01
"14725",3,170.02
"15852",2,170.02
"17244",4,170.04
"16344",3,170.05
"18066",2,170.08
"14452",3,170.32
"15186",4,170.55
"17999",2,170.56
"15468",2,170.59
"15826",3,170.65
"14020",3,170.92
"15461",1,170.99
"18043",2,171.00
"14921",1,171.02
"15543",1,171.17
"17764",4,171.46
"15878",1,171.99
"15149",3,172.00
"12665",2,172.36
"17418",2,172.49
"12418",3,172.62
"16367",2,173.00
"17594",3,173.11
"15626",2,173.35
"13034",2,173.44
"17423",2,173.52
"15512",3,173.62
"17556",1,173.74
"17198",2,173.91
"15163",1,173.91
"12516",3,173.93
"14304",2,174.02
"16193",1,174.06
"15863",4,174.28
"15573",4,174.47
"15869",2,174.51
"17421",2,174.53
"15076",2,174.88
"14679",2,174.89
"16211",2,174.93
"15446",2,174.96
"12427",2,174.96
"16808",1,175.02
"15210",2,175.03
"15956",1,175.08
"12694",2,175.36
"17408",2,175.48
"15070",2,175.95
"17878",2,175.95
"17773",1,175.98
"16006",1,176.05
"14080",4,176.21
"14920",2,176.40
"16714",2,176.55
"16643",1,176.94
"15494",4,176.94
"15393",4,176.99
"18034",2,177.00
"14981",1,177.11
"17934",2,177.48
"12871",2,177.59
"17771",3,177.64
"12876",3,177.65
"16884",3,177.66
"16036",3,177.67
"13217",3,177.70
"18181",4,177.75
"14375",2,177.98
"13792",2,178.07
"16836",3,178.29
"13669",2,178.38
"17226",2,178.44
"15872",3,178.63
"15287",4,178.78
"13035",2,178.86
"18196",3,179.02
"17998",2,179.05
"15886",3,179.32
"16139",4,179.45
"16386",2,179.52
"15900",3,179.68
"18112",3,179.70
"13070",3,179.99
"16569",4,180.00
"17852",4,180.00
"17329",4,180.48
"17084",2,180.51
"16913",2,180.52
"17325",2,180.53
"14148",1,180.91
"17251",2,181.01
"12373",2,181.02
"17411",4,181.02
"17804",2,181.03
"16284",2,181.06
"15074",2,181.06
"14778",1,181.15
"15094",1,181.17
"16442",4,181.26
"15157",4,181.47
"13803",2,181.56
"14784",2,181.58
"13338",3,181.95
"16716",2,181.98
"13067",2,182.00
"12604",1,182.08
"12648",3,182.24
"13253",3,182.30
"16108",3,182.30
"17468",2,182.46
"12358",4,182.53
"17436",4,182.75
"17880",2,182.88
"12958",1,183.00
"14301",3,183.03
"12991",2,183.04
"17991",2,183.07
"13878",3,183.31
"15269",2,183.43
"13165",2,183.46
"12785",2,183.50
"14271",1,183.82
"16805",3,183.95
"17749",2,184.02
"13365",1,184.03
"13807",2,184.06
"13605",1,184.06
"12545",1,184.07
"17962",3,184.32
"13584",2,184.59
"16399",2,185.02
"17658",1,185.86
"13763",2,185.95
"17542",2,185.99
"14339",1,186.09
"18084",2,186.12
"15951",2,186.30
"13161",1,187.05
"15562",2,187.39
"13548",2,187.52
"14338",2,187.58
"18141",1,187.84
"16140",2,188.00
"12844",3,188.02
"12644",3,188.30
"16824",2,189.01
"12653",2,189.02
"16863",2,189.11
"17286",2,189.48
"16282",2,189.50
"13278",3,190.00
"17941",3,190.57
"14412",2,190.96
"17772",2,190.99
"12596",1,190.99
"13657",1,191.00
"16424",1,191.09
"17579",3,191.31
"18203",3,191.33
"17608",3,191.33
"13308",3,191.34
"17495",2,191.51
"15068",3,191.69
"17246",1,191.79
"12504",3,192.74
"12880",1,192.95
"14761",2,192.95
"16903",2,193.02
"15713",3,193.39
"16586",2,193.46
"13045",2,193.54
"13283",3,193.60
"14427",3,193.73
"15469",2,194.13
"18011",1,194.17
"15957",2,194.50
"12639",2,194.58
"15504",3,194.68
"12371",3,195.23
"16343",2,195.57
"15265",3,195.63
"12898",1,195.81
"17518",1,195.96
"13565",2,195.97
"18273",3,196.01
"13363",2,196.03
"14240",2,196.52
"15303",2,196.59
"14924",2,196.93
"17397",2,197.02
"13744",1,197.05
"18270",2,197.07
"14491",1,197.13
"14420",3,197.41
"16614",2,197.92
"12673",2,198.07
"17254",2,198.47
"13207",3,198.98
"13484",2,199.10
"16278",2,199.53
"16024",2,199.54
"15280",2,199.56
"12873",2,199.61
"15664",3,199.64
"13780",2,199.87
"16778",1,199.94
"13008",2,199.96
"13587",3,199.99
"17664",3,200.59
"14716",2,200.61
"14569",3,200.71
"16117",2,201.00
"16136",3,201.28
"14133",3,201.33
"15154",2,201.47
"13300",2,202.44
"13514",3,202.92
"14997",3,203.02
"13859",1,203.03
"14890",2,203.06
"15645",2,203.48
"16468",2,203.52
"17513",2,203.53
"16071",3,203.62
"13918",1,203.76
"16990",1,203.87
"14238",2,204.08
"12353",1,204.21
"13406",1,204.30
"12703",3,204.41
"15748",2,204.42
"14756",2,204.63
"17201",3,204.66
"16039",1,204.81
"15784",1,204.83
"16642",2,205.44
"17123",2,205.48
"16573",1,205.75
"16315",1,205.92
"12800",1,206.13
"13000",3,206.25
"13233",3,206.66
"15143",1,206.92
"13962",2,206.96
"15677",2,207.07
"15247",2,207.47
"17339",2,207.51
"16519",3,207.69
"14847",2,207.97
"16961",2,207.98
"14473",1,208.05
"15948",2,208.07
"15803",3,208.31
"17330",3,208.33
"14470",2,209.46
"15599",2,209.53
"15124",3,209.66
"16246",1,209.98
"16608",1,209.99
"13083",2,210.53
"17694",2,210.57
"16545",1,211.00
"13404",1,211.15
"16149",2,212.41
"13046",2,212.91
"15564",1,213.00
"13800",2,213.55
"16568",1,213.84
"16856",2,213.91
"17531",2,214.13
"13672",2,214.55
"16723",3,214.66
"16276",2,215.45
"18191",1,215.77
"16667",1,216.10
"13992",2,216.46
"16368",2,216.54
"15254",2,216.60
"14926",1,216.88
"16212",3,216.97
"15466",3,217.02
"17603",3,217.06
"14237",1,217.14
"13814",2,217.49
"14819",3,217.97
"17163",3,217.98
"12790",1,218.05
"15792",1,218.94
"12717",2,219.50
"17783",2,220.07
"17497",1,220.26
"14552",2,220.48
"15918",2,220.50
"14714",3,221.02
"12781",1,221.08
"16340",2,222.03
"12842",3,222.43
"16275",2,222.46
"17110",2,222.49
"14687",2,222.53
"17733",1,222.93
"14544",2,222.98
"15888",2,223.01
"16854",1,223.08
"13635",3,223.68
"17462",1,223.87
"18080",1,223.91
"17384",2,224.00
"14877",1,224.03
"14484",3,224.04
"15992",2,224.98
"17478",1,225.03
"14670",2,226.00
"18040",1,226.25
"16310",1,227.96
"16810",1,228.00
"13582",1,228.00
"13294",2,228.42
"18053",2,228.43
"16830",3,229.33
"14295",3,230.04
"17464",2,230.50
"12763",1,230.93
"16018",3,231.00
"18262",2,231.15
"13252",1,231.23
"15184",3,231.36
"16829",1,231.69
"17786",1,231.93
"13023",2,232.14
"14636",1,232.26
"18006",3,233.06
"13937",1,233.17
"16732",3,233.29
"13525",1,233.85
"16461",2,234.46
"12809",2,234.93
"15678",2,234.93
"16366",3,234.97
"17624",3,234.98
"17960",2,235.04
"12586",3,235.38
"13781",2,235.42
"15639",2,235.53
"15428",3,235.65
"14480",3,235.67
"15077",1,235.75
"14108",3,235.90
"12920",3,235.99
"13388",2,236.05
"13307",2,236.08
"17176",2,237.93
"16596",3,237.96
"17561",3,237.99
"14423",2,238.07
"15121",1,238.09
"14043",1,238.10
"14645",2,238.95
"15403",1,238.98
"17557",3,239.37
"16109",2,239.97
"16677",1,240.95
"14400",2,241.08
"18108",2,241.52
"14995",1,241.93
"18063",1,242.90
"14023",1,242.92
"14865",3,243.67
"17680",2,243.93
"18123",2,244.53
"14219",2,244.54
"15109",2,244.95
"13833",1,244.97
"14204",3,245.00
"16524",1,245.01
"14128",2,245.46
"16680",2,245.67
"12770",1,245.91
"13109",2,245.94
"17901",2,246.14
"18286",1,247.05
"13275",1,248.92
"15689",2,248.99
"13377",1,249.09
"13169",2,249.42
"14014",2,249.59
"13967",1,250.94
"13255",2,251.50
"13428",2,252.02
"17536",2,252.53
"14972",1,252.94
"16450",2,253.42
"12440",1,255.05
"17205",2,255.44
"12923",2,255.53
"17785",2,256.01
"15454",1,256.05
"13398",1,256.15
"13904",1,257.10
"17250",1,257.81
"13899",1,258.17
"16932",2,259.00
"14807",1,259.05
"15670",1,259.80
"17169",2,260.45
"14022",1,261.21
"15012",2,261.51
"16447",2,262.47
"17270",1,262.87
"17928",2,262.97
"13480",1,262.97
"16178",1,263.05
"13773",1,263.06
"16166",1,263.06
"14902",2,263.96
"13513",2,264.40
"12672",1,265.97
"15084",1,266.05
"18227",1,266.82
"15478",2,267.41
"17258",1,268.87
"13103",2,268.89
"17181",2,269.07
"16921",2,269.52
"14840",1,271.85
"17499",1,271.97
"16448",1,272.98
"14142",1,273.06
"16648",2,273.88
"17537",1,273.89
"16185",2,273.97
"15471",2,274.04
"18189",2,274.06
"15041",1,274.13
"13010",1,274.15
"12792",1,278.03
"17711",1,279.01
"12588",2,279.06
"15480",2,279.99
"13106",1,280.08
"12374",2,281.53
"12497",2,281.56
"15978",2,283.51
"14324",1,283.93
"12462",1,284.77
"12349",2,285.43
"13194",1,285.88
"14365",1,287.01
"17309",2,288.99
"14520",1,289.02
"15097",2,289.49
"17547",1,289.80
"15362",1,290.06
"13396",1,290.14
"13710",2,290.40
"15994",2,290.51
"17866",2,291.40
"16601",2,291.45
"15423",2,291.51
"18246",2,293.03
"16574",2,293.54
"15196",1,293.98
"12925",2,294.01
"17674",1,294.14
"16978",2,294.42
"14788",2,294.48
"16846",2,294.54
"13135",1,294.73
"15970",1,295.03
"12739",1,295.14
"14619",1,295.71
"17182",1,295.78
"17070",1,296.04
"16781",1,297.02
"17433",1,297.03
"15630",2,299.52
"17187",1,299.92
"16583",1,299.99
"15244",2,300.47
"17335",1,300.96
"14564",1,300.98
"13877",2,301.60
"17647",2,302.02
"15091",2,303.52
"14851",2,303.55
"15884",1,303.90
"14893",2,304.07
"14495",2,304.58
"15211",1,304.89
"15659",2,304.91
"16281",2,305.03
"15709",1,305.67
"14986",1,307.98
"14055",2,308.50
"15766",2,309.02
"13068",1,309.28
"17011",2,310.58
"14284",2,311.42
"14838",1,313.25
"13897",2,313.51
"12789",2,314.03
"14940",1,315.79
"16415",2,316.02
"15545",1,316.83
"15135",1,317.24
"16406",2,317.50
"15385",2,318.54
"15988",2,318.54
"16413",1,318.97
"12944",1,319.02
"16135",1,321.12
"13600",1,321.92
"14647",1,322.01
"14935",1,322.12
"13817",1,322.25
"16451",2,323.88
"17172",2,323.95
"17278",1,323.97
"14150",1,324.00
"13706",1,324.00
"14314",1,324.11
"13733",1,324.87
"14311",1,324.99
"15445",1,326.00
"14894",2,326.07
"16141",1,328.96
"18058",2,328.98
"12580",1,329.94
"18056",1,330.08
"18278",1,330.99
"15566",1,331.89
"17776",1,336.89
"16773",2,337.99
"13359",1,339.77
"17678",1,339.92
"13441",1,339.96
"17964",1,340.88
"17476",1,341.93
"13651",1,342.10
"14119",1,342.82
"16527",1,343.12
"15169",1,344.08
"17233",2,344.54
"13416",2,346.41
"13551",1,346.99
"16542",1,347.84
"16720",2,347.97
"15919",1,349.00
"13496",1,349.03
"12538",1,349.18
"17919",1,350.13
"16377",1,350.21
"18212",1,351.06
"15986",1,351.22
"16887",2,351.51
"16602",1,352.28
"13403",2,352.90
"14494",2,352.92
"12355",1,353.08
"16204",2,353.92
"14448",1,354.85
"16776",1,355.04
"12357",1,355.25
"16917",1,355.85
"15158",1,356.00
"15683",1,356.04
"14212",1,356.04
"12475",1,356.06
"13375",1,356.09
"13030",1,357.00
"18156",1,357.00
"13721",1,358.84
"16936",1,359.97
"16739",1,359.99
"17274",1,360.05
"15243",1,360.86
"17248",1,361.07
"15989",1,361.84
"15448",1,361.88
"16198",1,362.04
"13639",1,362.15
"13607",1,362.19
"14762",1,362.70
"13927",1,362.83
"12890",1,363.14
"15503",1,363.97
"14806",1,363.99
"14382",1,363.99
"14975",1,364.00
"13712",1,364.05
"15540",1,364.11
"13519",1,364.28
"14497",1,364.29
"12847",1,365.02
"13177",1,365.97
"14594",1,365.98
"15634",1,366.04
"17458",1,366.05
"14087",2,366.44
"16491",1,366.78
"18255",1,366.86
"17480",1,366.96
"12974",1,367.91
"12945",1,367.96
"15341",1,368.71
"12864",1,369.82
"12425",1,370.14
"17977",1,370.96
"14052",1,371.04
"13302",1,371.23
"14675",1,372.03
"17171",1,372.19
"15368",1,372.95
"14753",1,373.16
"12514",1,374.18
"16988",1,374.28
"15598",1,374.28
"15458",1,376.72
"17111",1,378.03
"15437",1,378.10
"15277",1,378.75
"17789",1,380.00
"16433",1,380.07
"16535",1,380.10
"12851",1,380.89
"13689",1,381.12
"16323",1,381.21
"13245",1,381.90
"13745",1,383.98
"17038",1,384.91
"17219",1,385.00
"17217",1,385.16
"16078",1,385.85
"15775",1,386.23
"15405",1,386.95
"14908",1,388.85
"14929",1,389.21
"15322",1,390.85
"14957",1,391.30
"18110",1,391.93
"17715",1,392.01
"17767",1,394.93
"13699",1,395.16
"13482",1,395.27
"17510",1,395.99
"12837",1,396.04
"15042",1,396.10
"18281",1,397.00
"12821",1,397.03
"12445",1,398.26
"13508",1,399.00
"14381",1,399.04
"17022",1,401.28
"15006",1,402.09
"16222",1,402.96
"13832",1,403.04
"15773",1,403.89
"15552",1,405.94
"15857",1,411.82
"17718",1,412.23
"17040",1,412.80
"16526",1,412.81
"15256",1,413.00
"12519",1,413.05
"17403",1,414.12
"15837",1,420.95
"14873",1,423.13
"14968",1,428.02
"12378",1,432.85
"13594",1,433.00
"16345",1,438.95
"16834",1,446.80
"17383",1,449.11
"15127",1,454.02
"14436",1,454.95
"14483",1,455.01
"14208",1,456.98
"15264",1,466.01
"12426",1,468.16
"15396",1,471.08
