"stock_code","avg_interval_whole_day","avg_interval_fractional_day"
"23168",0.3,0.63
"23169",0.3,0.67
"23170",0.2,0.48
"23171",0.3,0.56
"23172",0.4,0.70
"23173",0.2,0.51
"23174",0.3,0.66
"23175",0.3,0.65
"23176",0.8,1.25
"23177",0.7,1.06
"23178",3.8,4.19
"23179",4.9,5.39
"23180",5.4,5.82
"23181",2.9,3.41
"23182",0.3,0.65
"23183",2.9,3.38
"23184",0.7,1.06
"23185",9.0,9.55
"23186",3.4,3.97
"23187",2.8,3.29
"23188",0.2,0.54
"23189",0.5,0.91
"23190",0.7,1.06
"23191",0.4,0.76
"23192",0.3,0.62
"23193",1.2,1.62
"23194",0.9,1.32
"23196",0.3,0.57
"23197",0.4,0.68
"23198",0.1,0.36
"23199",0.1,0.25
"23200",0.1,0.36
"23201",0.1,0.27
"23202",0.1,0.25
"23203",0.0,0.18
"23204",0.1,0.42
"23205",0.2,0.52
"23206",0.0,0.23
"23207",0.1,0.33
"23208",0.1,0.36
"23209",0.0,0.20
"23210",0.7,1.00
"23211",0.8,1.19
"23212",0.7,1.03
"23213",0.9,1.26
"23214",1.5,1.86
"23215",0.6,0.91
"23216",3.9,4.40
"23217",1.5,1.95
"23218",3.3,3.66
"23219",2.7,3.15
"23220",1.4,1.79
"23221",1.0,1.33
"23222",1.8,2.27
"23223",1.6,1.93
"23224",2.3,2.71
"23225",1.7,2.18
"23226",1.5,1.94
"23227",1.2,1.69
"23228",1.2,1.58
"23229",0.4,0.70
"23230",1.0,1.41
"23231",0.8,1.27
"23232",0.9,1.37
"23233",1.6,2.08
"23234",0.3,0.64
"23235",1.3,1.77
"23236",0.3,0.56
"23237",0.7,1.05
"23238",0.3,0.68
"23239",0.7,1.04
"23240",0.1,0.35
"23241",0.2,0.51
"23242",0.5,0.86
"23243",0.1,0.39
"23244",1.2,1.65
"23245",0.0,0.21
"23247",0.3,0.60
"23249",1.8,2.20
"23250",1.2,1.63
"23251",1.1,1.50
"23252",0.9,1.31
"23253",2.9,3.39
"23254",0.5,0.83
"23255",1.1,1.55
"23256",0.3,0.67
"23263",0.2,0.43
"23264",0.3,0.61
"23265",0.3,0.63
"23266",0.3,0.57
"23267",1.1,1.57
"23268",1.4,1.77
"23269",1.4,1.91
"23270",1.1,1.50
"23271",1.3,1.73
"23272",3.5,3.95
"23273",1.3,1.68
"23274",1.2,1.58
"23275",0.3,0.59
"23280",1.0,1.37
"23281",1.7,2.12
"23282",1.1,1.57
"23283",0.6,0.97
"23284",0.1,0.31
"23285",0.6,0.95
"23286",0.4,0.81
"23287",0.5,0.91
"23288",0.6,0.97
"23289",0.5,0.94
"23290",0.5,0.84
"23291",0.5,0.92
"23292",0.5,0.81
"23293",0.0,0.27
"23294",0.1,0.42
"23295",0.1,0.34
"23296",0.1,0.40
"23297",0.5,0.83
"23298",0.0,0.19
"23299",1.1,1.51
"23300",0.1,0.27
"23301",0.1,0.23
"23302",0.6,0.91
"23303",7.4,7.97
"23304",4.3,4.63
"23305",5.0,5.48
"23306",0.3,0.66
"23307",0.1,0.30
"23308",0.2,0.49
"23309",0.2,0.47
"23310",0.4,0.75
"23311",0.2,0.43
"23312",0.3,0.68
"23313",0.2,0.37
"23314",0.9,1.27
"23315",1.5,1.98
"23316",1.1,1.54
"23317",1.6,2.05
"23318",0.2,0.42
"23319",0.2,0.39
"23320",0.2,0.47
"23321",0.1,0.29
"23322",0.1,0.32
"23323",0.3,0.58
"23324",2.3,2.84
"23325",2.6,3.18
"23326",1.2,1.60
"23327",2.5,2.93
"23328",0.1,0.30
"23329",0.2,0.53
"23330",0.2,0.57
"23331",0.7,1.11
"23332",0.2,0.43
"23333",0.2,0.52
"23334",0.5,0.95
"23335",1.4,1.87
"23336",1.7,2.13
"23337",2.2,2.62
"23338",1.2,1.67
"23339",1.9,2.37
"23340",0.5,0.87
"23341",1.0,1.39
"23342",0.6,1.03
"23343",0.2,0.37
"23344",0.1,0.25
"23345",0.4,0.80
"23346",0.4,0.75
"23347",1.0,1.43
"23348",1.0,1.30
"23349",0.2,0.38
"23350",0.2,0.42
"23351",0.1,0.36
"23352",0.3,0.60
"23353",0.1,0.40
"23354",0.1,0.40
"23355",0.0,0.14
"23356",0.0,0.23
"23357",0.7,1.09
"23358",0.8,1.25
"23359",1.2,1.64
"23360",0.7,1.13
"23365",0.2,0.46
"23366",0.1,0.40
"23367",0.1,0.28
"23368",0.1,0.34
"23369",0.2,0.62
"23370",0.2,0.52
"23371",0.1,0.42
"23372",0.2,0.53
"23373",0.9,1.27
"23374",0.6,0.98
"23375",0.6,1.07
"23376",0.3,0.64
"23377",0.4,0.73
"23378",0.3,0.57
"23379",0.8,1.27
"23380",0.4,0.79
"23381",0.8,1.20
"23382",0.1,0.26
"23388",0.2,0.58
"23389",0.1,0.38
"23390",0.2,0.55
"23391",0.7,1.03
"23392",0.5,0.84
"23393",0.1,0.42
"23394",0.3,0.64
"23395",0.2,0.46
"23396",0.2,0.49
"23397",0.1,0.44
"23398",1.0,1.40
"23399",0.1,0.43
"23400",0.5,0.88
"23401",0.7,1.12
"23402",1.0,1.40
"23403",0.3,0.71
"23404",0.2,0.57
"23405",1.0,1.38
"23406",0.5,0.84
"23407",0.4,0.72
"23408",1.1,1.57
"23409",1.7,2.12
"23410",4.1,4.59
"23411",1.2,1.62
"23412",0.2,0.46
"23413",1.2,1.61
"23414",1.0,1.38
"23415",1.6,2.00
"23416",3.3,3.63
"23417",3.1,3.54
"23418",0.7,1.14
"23419",0.6,1.03
"23420",2.1,2.58
"23421",2.2,2.72
"23422",1.5,1.99
"23423",1.0,1.40
"23424",0.4,0.71
"23425",1.4,1.74
"23426",0.2,0.46
"23427",0.5,0.83
"23428",0.3,0.69
"23429",0.3,0.81
"23430",0.6,1.10
"23431",1.0,1.37
"23432",1.0,1.33
"23433",0.7,1.14
"23434",0.2,0.45
"23435",0.5,0.93
"23436",0.7,1.13
"23437",0.5,0.84
"23438",0.8,1.18
"23439",0.1,0.27
"23440",2.8,3.25
"23441",6.5,7.05
"23442",3.0,3.64
"23444",2.1,2.51
"23445",0.6,1.07
"23446",29.0,29.03
"23447",19.0,19.35
"23448",25.0,25.41
"23451",0.7,1.09
"23452",0.3,0.64
"23453",0.8,1.20
"23454",0.5,0.94
"23455",1.1,1.55
"23456",1.0,1.40
"23457",1.3,1.76
"23458",1.4,1.79
"23459",2.4,2.94
"23460",0.7,1.10
"23461",0.3,0.74
"23462",0.7,1.07
"23463",7.1,7.69
"23464",7.1,7.69
"23465",3.7,4.31
"23466",2.2,2.67
"23467",4.8,5.30
"23468",4.4,4.79
"23469",0.6,0.99
"23470",0.4,0.77
"23471",1.9,2.43
"23472",1.6,2.06
"23473",0.5,0.96
"23474",0.8,1.25
"23475",1.0,1.37
"23476",1.6,1.96
"23477",2.9,3.43
"23478",2.9,3.51
"23479",0.9,1.21
"23480",0.0,0.24
"23481",1.4,1.78
"23482",1.0,1.40
"23483",0.6,0.92
"23484",1.6,2.04
"23485",0.3,0.60
"23486",0.3,0.67
"23487",0.9,1.28
"23489",0.1,0.32
"23490",0.2,0.55
"23491",0.3,0.62
"23492",1.3,1.70
"23493",0.0,0.19
"23494",0.1,0.37
"23495",0.6,1.00
"23496",0.9,1.30
"23497",0.0,0.22
"23498",0.0,0.14
"23499",0.2,0.45
"23500",0.3,0.67
"23501",0.2,0.59
"23502",0.5,0.82
"23503",0.0,0.23
"23504",0.1,0.37
"23505",0.3,0.68
"23506",0.2,0.54
"23507",0.3,0.65
"23508",0.3,0.65
"23509",0.7,1.20
"23510",0.3,0.65
"23511",0.4,0.79
"23512",1.0,1.37
"23513",0.7,1.07
"23514",0.6,1.00
"23515",0.7,1.11
"23516",1.3,1.74
"23517",0.7,1.21
"23518",1.2,1.65
"23519",2.2,2.60
"23520",2.0,2.39
"23521",1.2,1.56
"23522",1.7,2.14
"23523",1.2,1.66
"23524",0.7,1.10
"23525",0.8,1.30
"23526",0.2,0.47
"23527",0.9,1.42
"23528",1.0,1.35
"23529",1.4,1.83
"23530",0.4,0.78
"23531",0.3,0.60
"23532",1.8,2.23
"23533",1.4,1.91
"23534",0.1,0.26
"23535",0.1,0.32
"23536",0.4,0.80
"23537",1.6,2.03
"23538",1.7,2.16
"23539",1.1,1.60
"23540",4.4,4.92
"23541",0.2,0.43
"23542",0.4,0.75
"23543",0.3,0.65
"23544",2.8,3.36
"23545",1.3,1.70
"23546",0.8,1.19
"23547",1.8,2.28
"23548",2.9,3.35
"23549",2.2,2.65
"23550",1.9,2.29
"23551",0.3,0.73
"23552",0.0,0.12
"23553",0.4,0.74
"23554",0.6,0.89
"23555",0.6,1.04
"23556",0.6,0.96
"23557",1.2,1.61
"23558",0.6,0.98
"23559",0.3,0.75
"23560",0.2,0.44
"23561",0.4,0.80
"23562",0.0,0.29
"23564",0.4,0.76
"23565",0.5,0.87
"23566",0.3,0.64
"23567",1.1,1.56
"23568",0.7,1.13
"23569",0.0,0.26
"23570",0.0,0.18
"23571",0.0,0.19
"23574",11.4,11.84
"23575",0.1,0.38
"23576",0.1,0.31
"23578",0.5,0.85
"23579",1.1,1.48
"23580",0.1,0.42
"23581",0.0,0.13
"23582",0.0,0.17
"23583",0.0,0.14
"23595",0.0,0.00
"23597",0.5,0.94
"23598",0.2,0.62
"23601",21.3,21.98
"23603",3.8,4.21
"23604",13.0,13.97
"23607",11.3,11.95
"23608",17.0,17.51
"23610",23.5,24.33
"23611",5.5,5.85
"23612",41.0,41.96
"23613",16.0,16.39
"23614",8.8,9.19
"23615",12.7,13.32
"23616",4.7,4.96
"23619",34.0,34.11
"23620",12.5,12.83
"23621",9.0,9.35
"23623",17.2,17.60
"23624",16.0,16.56
"23625",25.3,26.00
"23626",3.9,4.38
"23627",14.0,14.22
"23629",6.7,7.22
"23630",69.0,69.23
"23632",7.1,7.55
"23633",10.5,10.51
"23634",23.3,23.75
"23635",31.5,32.38
"23636",7.0,7.50
"23637",11.0,11.49
"23638",57.0,57.61
"23639",20.3,20.98
"23640",12.6,13.10
"23644",16.8,17.42
"23645",13.3,13.89
"23646",17.3,17.73
"23649",9.0,9.89
"23650",23.3,23.87
"23654",13.3,13.99
"23660",1.0,1.39
"23661",1.3,1.78
"23681",0.0,0.25
"23691",0.6,0.95
"23692",20.0,20.98
"23694",0.3,0.60
"23695",0.2,0.52
"23697",0.4,0.86
"23702",13.5,14.01
"35001B",17.2,17.78
"35001G",6.7,7.15
"35001P",3.0,3.02
"35001W",1.6,1.99
"35004B",2.2,2.69
"35004C",0.8,1.22
"35004G",9.3,9.81
"35004P",8.3,8.70
"35004S",0.5,0.91
"35015",8.3,8.72
"35051B",5.0,5.95
"35071",0.7,1.32
"35085E",27.5,28.11
"35095A",4.0,4.47
"35095B",3.7,4.19
"35096A",1.5,1.90
"35096B",3.3,3.87
"35160",5.3,5.73
"35233",22.7,23.01
"35240",4.2,4.68
"35241",3.5,3.98
"35265",32.5,33.00
"35271S",18.5,19.05
"35400",1.5,1.72
"35443",79.3,79.79
"35471A",3.8,4.24
"35471D",1.7,2.13
"35537",81.5,82.00
"35591T",54.6,55.12
"35594",8.2,8.74
"35596",2.7,3.32
"35597A",30.0,30.34
"35597B",59.0,59.64
"35597D",105.5,106.02
"35598A",356.5,356.55
"35598B",12.6,13.02
"35598C",352.0,352.91
"35598D",6.7,7.18
"35599B",14.2,14.64
"35599D",6.8,7.19
"35600D",22.6,23.15
"35603B",0.0,0.81
"35603C",13.8,14.24
"35607A",13.0,13.44
"35607B",35.3,35.79
"35609A",15.8,16.22
"35610A",37.5,38.07
"35610B",35.2,35.54
"35610C",56.4,56.78
"35611B",114.8,115.25
"35633B",32.2,32.63
"35637A",13.3,13.73
"35637C",37.4,37.90
"35638A",132.4,132.80
"35638B",70.7,71.12
"35644",48.0,48.49
"35645",20.1,20.60
"35646",6.7,7.16
"35647",5.9,6.27
"35648",4.7,5.19
"35649",13.7,14.15
"35650",211.0,211.99
"35651",10.9,11.42
"35652",82.0,82.05
"35653",5.0,5.51
"35654",52.5,52.78
"35751C",1.0,1.20
"35793",1.1,1.50
"35809A",2.6,2.97
"35809B",15.1,15.47
"35810A",3.6,4.09
"35810B",10.4,10.87
"35811A",3.3,3.72
"35815B",3.5,3.99
"35815P",56.5,57.13
"35816B",49.3,49.67
"35816P",67.5,68.00
"35817B",80.5,80.97
"35817P",44.1,44.56
"35818B",52.5,52.91
"35818P",23.3,23.75
"35819B",22.6,23.09
"35819P",9.2,9.69
"35821B",39.3,40.04
"35821P",12.0,12.98
"35823P",144.0,144.01
"35824B",30.6,31.03
"35824C",15.3,15.86
"35824P",11.0,11.60
"35832",1.5,1.81
"35833G",10.2,10.74
"35833P",10.9,11.40
"35838A",15.2,15.58
"35838B",12.9,13.31
"35840",1.7,1.91
"35909A",106.3,106.75
"35909B",110.4,110.99
"35910A",38.7,39.17
"35910B",94.9,95.43
"35911A",6.9,7.39
"35911B",19.8,20.25
"35912B",22.3,22.79
"35913B",32.9,33.40
"35914",12.1,12.47
"35915B",9.4,9.76
"35915C",5.7,6.11
"35916A",15.4,15.81
"35916B",14.8,15.25
"35916C",16.3,16.74
"35918B",20.3,20.76
"35920",19.0,19.43
"35921",8.9,9.42
"35922",13.0,13.49
"35923",6.0,6.51
"35924",3.5,3.94
"35931",24.2,24.72
"35932",37.8,38.10
"35933",25.6,26.11
"35936",38.3,38.73
"35937",18.7,19.19
"35951",7.6,7.98
"35953",4.4,4.78
"35954",6.0,6.38
"35955",54.3,54.78
"35957",2.3,2.77
"35958",4.2,4.58
"35961",0.8,1.16
"35962",3.2,3.55
"35963",25.0,25.47
"35964",5.2,5.61
"35965",3.6,4.08
"35966",24.7,25.19
"35967",6.2,6.63
"35968",9.0,9.45
"35969",4.2,4.68
"35970",0.7,0.91
"35971",2.9,3.40
"35972",7.7,8.17
"35973",8.0,8.51
"35978",142.0,142.03
"35979",4.6,4.96
"35980B",149.0,149.10
"35980C",9.9,10.44
"35981C",4.4,4.84
"35991",6.1,6.62
"35995",4.8,5.50
"37112",14.8,15.01
"37326",76.0,76.97
"37327",7.4,7.84
"37330",15.6,16.12
"37333",8.1,8.60
"37340",3.2,3.61
"37342",4.4,4.88
"37343",5.9,6.35
"37345",4.0,4.38
"37348",19.3,19.84
"37351",44.9,45.29
"37352",45.3,45.59
"37370",1.1,1.46
"37379A",27.1,27.54
"37379B",9.5,9.59
"37399",1.2,1.77
"37409",43.0,43.51
"37410",3.4,3.85
"37413",3.3,3.77
"37422",2.1,2.44
"37423",6.4,6.82
"37424",2.9,3.32
"37441",4.1,4.56
"37444A",13.5,14.02
"37444B",17.3,17.85
"37444C",8.6,9.09
"37446",1.4,1.80
"37447",1.6,2.03
"37448",1.0,1.40
"37449",1.1,1.55
"37450",1.5,1.89
"37461",3.5,3.93
"37462B",9.7,10.16
"37462E",25.2,25.71
"37464",4.2,4.70
"37467",10.2,10.75
"37468",51.0,51.54
"37471",65.4,65.92
"37474",8.0,8.59
"37475",9.7,10.11
"37476",8.6,9.04
"37477B",50.3,50.68
"37479B",15.3,15.76
"37479P",13.8,14.30
"37481",103.0,103.02
"37482B",26.1,26.54
"37482P",5.4,5.86
"37483",2.1,2.56
"37485",5.5,5.95
"37487B",0.5,1.02
"37488A",82.4,82.81
"37489A",31.6,32.18
"37489B",39.9,40.44
"37489C",58.7,59.28
"37489D",35.8,36.32
"37491A",56.6,57.07
"37491B",78.7,79.02
"37491C",64.6,64.88
"37491D",44.3,44.73
"37492A",1.6,2.18
"37492B",6.7,7.14
"37492C",6.8,7.31
"37492D",6.2,6.71
"37494A",1.9,2.27
"37495",1.8,2.23
"37500",2.4,2.82
"37501",3.0,3.50
"37502",1.0,1.42
"37503",0.2,0.47
"37506",10.1,10.61
"37508",5.4,5.91
"37509",19.2,19.91
"40001",5.4,5.89
"40003",8.6,9.07
"40005B",50.1,50.58
"40016",2.3,2.70
"40018E",2.5,2.95
"40018F",1.9,2.40
"40046A",10.7,11.21
"40046C",4.5,5.08
"44089A",54.6,55.09
"44089C",34.5,35.06
"44091A",95.6,96.18
"44091C",13.9,14.37
"44092B",82.6,82.82
"44092C",74.1,74.56
"44217M",0.0,0.00
"44228",138.0,138.89
"44230",5.6,6.02
"44234",12.7,13.18
"44235",32.4,33.00
"44236",51.8,52.20
"44241C",26.9,27.27
"44242A",472.0,472.09
"44242B",81.8,82.40
"44265",142.3,143.05
"45008C",6.4,6.79
"45013",75.0,75.59
"45016",10.2,10.75
"46000M",1.6,2.01
"46000P",12.7,13.10
"46000R",10.3,10.79
"46000S",1.4,1.88
"46000U",13.6,14.06
"46037A",78.0,78.82
"46115B",13.6,14.14
"46118",9.9,10.36
"46126A",10.8,11.29
"46137D",16.0,16.32
"46138B",29.0,29.41
"46307",6.4,6.87
"46775A",2.4,2.71
"46775B",2.0,2.63
"46775D",7.3,7.68
"46775E",5.2,5.50
"46776A",5.6,6.07
"46776B",4.4,4.81
"46776C",7.2,7.67
"46776D",9.4,9.80
"46776E",8.7,9.14
"46776F",4.2,4.69
"47013A",19.2,19.64
"47013C",21.1,21.66
"47016",173.3,173.52
"47021G",7.8,8.24
"47310M",3.8,4.27
"47341A",44.0,44.65
"47341B",54.9,55.47
"47343A",26.8,27.18
"47344B",58.6,59.08
"47347B",8.4,9.11
"47348A",33.4,33.89
"47351B",53.5,53.85
"47367B",6.8,7.24
"47369A",26.0,26.39
"47369B",25.2,25.65
"47420",23.9,24.40
"47421",8.6,9.16
"47422",9.7,10.19
"47469",24.1,24.57
"47471",11.4,11.88
"47480",4.4,4.91
"47481",16.4,16.89
"47502",3.1,3.57
"47503A",3.3,3.74
"47503E",11.8,12.25
"47503F",9.3,9.71
"47503G",2.5,2.94
"47503H",11.9,12.36
"47503J",4.6,5.08
"47503K",4.4,4.93
"47504E",6.2,6.70
"47504F",5.5,5.85
"47504G",2.5,2.87
"47504H",4.8,5.29
"47504J",4.0,4.38
"47504K",1.8,2.28
"47505",0.7,1.06
"47518F",16.9,17.33
"47552A",18.4,18.89
"47556B",0.7,1.11
"47559B",0.6,0.98
"47562",2.4,2.90
"47563A",4.4,4.91
"47563B",57.0,57.41
"47566",0.1,0.28
"47566B",0.5,0.83
"47567B",1.6,2.07
"47568",0.3,0.65
"47570",1.4,1.88
"47570B",1.6,2.09
"47574A",4.8,5.21
"47574B",18.6,19.11
"47578A",10.4,10.82
"47579",6.4,6.81
"47580",1.7,2.15
"47581B",4.3,4.80
"47583A",6.8,7.42
"47583B",12.4,12.65
"47585A",4.5,4.92
"47586A",24.9,25.31
"47587A",5.9,6.30
"47589",6.5,7.00
"47590A",0.7,1.07
"47590B",0.5,0.83
"47591A",3.4,3.86
"47591B",2.1,2.59
"47591C",1.2,1.60
"47591D",0.3,0.61
"47592A",2.4,2.85
"47592B",7.7,8.21
"47593A",4.5,4.92
"47593B",1.6,2.07
"47594A",6.3,6.76
"47594B",5.4,5.83
"47597",1.7,2.15
"47598",6.1,6.65
"47599A",1.6,1.98
"47599B",2.0,2.42
"48103",22.8,23.32
"48111",0.7,1.02
"48116",1.1,1.49
"48129",0.9,1.36
"48138",0.2,0.43
"48173C",1.0,1.37
"48175",1.0,1.08
"48179",1.0,1.52
"48184",0.5,0.86
"48185",0.4,0.75
"48187",0.3,0.58
"48188",0.7,1.05
"48189",1.4,1.84
"48194",0.2,0.55
"48195",2.2,2.71
"48197",0.7,1.06
"51008",8.6,9.06
"51012C",2.9,3.35
"51012L",1.2,1.58
"51014A",1.5,1.96
"51014C",2.3,2.77
"51014L",2.8,3.27
"51020A",9.4,9.94
"51020B",8.0,8.48
"62018",5.4,5.83
"62043B",42.2,42.64
"62074B",51.8,52.38
"62086A",20.3,20.83
"62094B",5.3,5.77
"62095B",14.5,15.01
"62096A",4.2,4.69
"62096B",5.1,5.62
"62097A",118.0,118.85
"62097B",113.0,113.64
"70006",2.2,2.55
"70007",3.2,3.61
"71028B",3.4,3.91
"71038",4.6,5.08
"71050",77.0,77.42
"71053",0.6,1.02
"71101E",14.9,15.39
"71143",5.6,6.01
"71215",48.0,48.48
"71270",8.5,9.01
"71279",8.6,9.14
"71403",9.9,10.47
"71406C",20.9,21.36
"71434B",43.0,43.12
"71459",0.4,0.72
"71477",0.6,0.91
"71495A",33.8,34.36
"71495B",38.7,39.12
"71496A",37.8,38.20
"71496B",111.4,112.20
"71510",43.6,44.20
"72008",1.2,1.63
"72023F",4.8,5.21
"72024U",56.8,57.20
"72038P",44.3,44.87
"72045D",17.8,17.99
"72051S",8.9,9.40
"72083A",5.5,5.84
"72122",5.7,6.17
"72127",10.6,11.11
"72128",7.9,8.40
"72129",16.3,16.76
"72130",12.3,12.81
"72131",12.6,13.00
"72132",25.7,26.15
"72133",23.7,24.16
"72134",25.5,25.89
"72140E",23.7,24.20
"72140F",32.6,33.08
"72225C",18.8,19.23
"72225D",14.0,14.66
"72232",5.8,6.21
"72267",2.3,2.66
"72349B",1.5,1.85
"72351A",1.3,1.73
"72351B",1.1,1.47
"72369A",55.3,55.78
"72484",1.1,1.46
"72487",0.7,1.02
"72529W",6.0,6.45
"72586",3.6,3.97
"72598",4.2,4.70
"72606A",15.2,15.71
"72708",63.3,63.98
"72709",47.4,47.76
"72715",15.3,15.91
"72724",0.6,1.03
"72728",4.0,4.47
"72739B",1.6,2.00
"72739C",2.0,2.43
"72740A",2.6,3.08
"72741",0.5,0.80
"72750A",8.4,9.05
"72750B",8.2,8.74
"72750C",7.9,8.50
"72750D",4.8,5.19
"72752B",6.0,6.95
"72753A",3.9,4.38
"72753B",8.0,8.61
"72753C",8.4,8.97
"72753D",4.6,5.23
"72754A",16.0,16.36
"72754B",5.0,5.44
"72755C",6.8,7.24
"72755D",8.8,9.35
"72756",1.4,1.53
"72760B",1.1,1.50
"72771B",0.6,0.77
"72771C",0.8,1.18
"72772",4.0,4.37
"72779",10.5,11.00
"72780",16.6,17.02
"72781",20.9,21.27
"72783",91.6,92.13
"72785A",23.0,23.38
"72785B",24.5,24.56
"72789",6.3,6.91
"72793",34.8,35.20
"72796A",36.8,37.06
"72796B",19.0,19.45
"72798C",30.2,30.64
"72799A",13.8,14.35
"72799B",1.9,2.34
"72799C",15.2,15.66
"72799D",17.2,17.76
"72799E",3.7,4.16
"72799F",6.7,7.17
"72800A",3.2,3.69
"72800B",7.6,8.15
"72800C",8.9,9.49
"72800D",8.0,8.52
"72800E",2.1,2.59
"72800F",4.9,5.38
"72801C",7.5,7.99
"72801D",5.6,6.07
"72801E",9.7,10.19
"72801F",2.0,2.42
"72801G",10.3,10.82
"72802A",3.4,3.90
"72802B",2.9,3.33
"72802C",2.2,2.67
"72803A",6.8,7.26
"72803B",9.7,10.14
"72805",31.0,31.50
"72807A",2.8,3.22
"72807B",2.5,2.94
"72807C",1.4,1.85
"72811",34.6,35.05
"72812",23.8,24.23
"72814",6.3,6.71
"72815",5.7,6.10
"72816",4.6,5.07
"72817",3.0,3.37
"72818",5.1,5.54
"72819",7.6,8.07
"72821",28.4,28.85
"75011",50.6,51.21
"75013B",5.0,5.48
"75049L",1.8,2.14
"75131",6.7,7.15
"75149N",5.8,6.29
"75172",37.1,37.61
"75178",26.9,27.33
"77079",41.9,42.36
"77081",8.0,8.53
"77101A",5.0,5.40
"78026",229.0,229.05
"78027",53.5,53.79
"78033",33.9,34.26
"78034B",58.6,59.10
"78056",6.0,6.08
"78124",23.6,24.17
"79000",1.1,1.48
"79026B",14.3,14.81
"79029",0.4,0.73
"79030A",6.8,7.27
"79030D",11.0,11.51
"79030G",4.1,4.49
"79051A",12.9,13.36
"79062D",59.7,60.04
"79063C",20.6,21.08
"79063D",28.7,29.11
"79066K",2.4,2.87
"79067",0.6,0.97
"79071B",7.2,7.65
"79072",0.7,1.11
"79140",134.0,134.50
"79144B",7.7,8.15
"79144C",7.0,7.54
"79149B",65.9,66.53
"79151B",358.0,358.06
"79157B",333.0,333.45
"79157V",12.0,12.57
"79160",3.1,3.53
"79161A",41.0,41.47
"79163",9.6,10.14
"79164",7.3,7.76
"79172D",78.7,79.00
"79190A",5.7,6.24
"79190B",5.0,5.46
"79190D",6.1,6.57
"79191B",10.2,10.65
"79191C",4.3,4.70
"79191D",12.9,13.40
"79192A",12.1,12.56
"79302M",6.2,6.64
"79303B",27.2,27.80
"79303D",13.5,13.95
"79308B",27.0,27.02
"79315W",20.4,20.76
"79320",1.5,1.96
"79321",0.3,0.65
"79323B",11.6,12.05
"79323G",11.0,11.46
"79323GR",7.9,8.32
"79323LP",3.7,4.11
"79323P",2.4,2.64
"79323S",12.1,12.49
"79323W",1.7,2.00
"79328",14.3,14.81
"79329",82.0,82.35
"79331",52.0,52.62
"79336",31.5,31.96
"79337",27.0,27.50
"79338",6.8,7.40
"79341",8.4,8.85
"79342B",19.5,19.98
"79403",19.9,20.39
"79406",36.2,36.70
"79413",18.5,18.87
"79532",6.7,7.05
"79534",20.1,20.48
"81950B",18.3,18.84
"81950V",64.9,65.21
"81952B",29.0,29.52
"81952V",15.7,16.11
"81953B",86.6,87.00
"81953P",101.8,102.40
"81985A",42.5,42.98
"82001S",2.5,2.86
"82011A",19.2,19.65
"82011B",14.9,15.34
"82011C",9.6,10.23
"82011E",0.0,0.13
"82069",30.0,30.57
"82072",100.0,100.49
"82076",2.8,3.16
"82081",3.5,3.86
"82093",1.6,1.92
"82095",11.7,12.19
"82482",0.1,0.37
"82483",0.3,0.66
"82484",0.2,0.52
"82486",0.3,0.58
"82494L",0.1,0.36
"82545A",27.4,28.01
"82551",0.6,0.98
"82552",0.6,0.93
"82553",1.5,1.93
"82567",1.1,1.51
"82578",0.7,1.05
"82580",0.2,0.55
"82581",0.4,0.81
"82582",0.6,0.93
"82583",0.3,0.63
"82585",1.5,1.96
"82587",3.6,4.05
"82597",1.1,1.56
"82599",0.6,1.03
"82600",0.3,0.61
"82605",3.4,3.80
"82607A",1.5,1.97
"82607C",2.0,2.42
"82607E",13.4,13.84
"82613A",5.4,5.82
"82613B",2.7,3.15
"82613C",3.2,3.69
"82613D",2.3,2.72
"82615",3.7,4.09
"82616A",6.0,6.45
"82616B",5.4,5.90
"82616C",4.8,5.22
"84006",3.1,3.49
"84007",9.2,9.58
"84012",3.7,4.14
"84016",9.4,9.79
"84029C",0.4,0.73
"84029D",4.0,4.50
"84029E",0.4,0.65
"84029G",0.5,0.73
"84030B",12.7,12.95
"84030C",5.0,5.22
"84030E",1.1,1.39
"84031A",2.0,2.36
"84031B",2.3,2.73
"84032A",0.8,1.12
"84032B",0.9,1.23
"84033",12.2,12.65
"84050",0.6,0.98
"84051",11.9,12.37
"84077",0.4,0.72
"84078A",1.8,2.24
"84081",11.4,11.79
"84086B",51.1,51.72
"84086C",7.7,8.29
"84192",17.5,17.95
"84199",10.3,10.81
"84201B",102.1,102.70
"84201C",184.5,184.98
"84206A",89.4,89.87
"84206B",452.0,452.85
"84206C",239.0,239.64
"84212",2.2,2.65
"84218",4.0,4.46
"84219",1.6,2.07
"84226",26.8,27.35
"84227",31.9,32.43
"84228",15.2,15.69
"84231",12.8,13.24
"84247C",16.9,17.28
"84247E",5.0,5.46
"84247G",5.0,5.55
"84247H",8.9,9.31
"84247J",1.6,2.01
"84247K",24.9,25.30
"84247L",4.2,4.60
"84247N",12.7,13.17
"84249A",19.3,19.79
"84249D",3.7,4.19
"84250M",18.1,18.67
"84251B",9.0,9.44
"84251C",11.1,11.50
"84251F",5.5,5.98
"84251G",7.7,8.19
"84251J",11.3,11.75
"84255A",38.0,38.80
"84255B",5.2,5.64
"84270",0.4,0.78
"84279B",2.2,2.63
"84279P",2.0,2.43
"84288B",8.4,8.88
"84292",14.5,15.00
"84292B",28.5,28.77
"84306",15.3,15.80
"84313A",16.2,16.61
"84313B",5.4,5.85
