"customer_id","frequency_completed","cancellation_count"
"15869",3,0
"15870",4,0
"15871",1,0
"15872",4,0
"15873",4,1
"15874",21,4
"15875",1,0
"15876",2,0
"15877",2,1
"15878",2,0
"15879",4,0
"15880",1,1
"15881",5,3
"15882",8,2
"15883",2,0
"15884",2,1
"15885",15,5
"15886",4,0
"15887",3,0
"15888",3,1
"15889",8,1
"15890",5,0
"15891",1,0
"15892",1,0
"15893",1,0
"15894",2,0
"15895",1,0
"15897",2,0
"15898",25,4
"15899",1,0
"15900",4,1
"15901",7,2
"15902",1,0
"15903",12,3
"15904",1,0
"15905",1,0
"15906",10,2
"15907",3,0
"15908",2,0
"15909",1,0
"15910",15,0
"15911",8,2
"15912",9,0
"15913",1,0
"15914",2,0
"15915",1,0
"15916",13,4
"15917",5,0
"15918",3,0
"15919",2,0
"15920",9,0
"15921",4,0
"15922",1,1
"15923",1,0
"15924",1,0
"15925",1,0
"15926",1,0
"15927",1,0
"15928",1,0
"15929",1,0
"15930",1,0
"15931",1,0
"15932",8,3
"15933",3,0
"15934",2,0
"15935",2,1
"15936",2,0
"15937",1,0
"15938",9,0
"15939",16,1
"15940",1,2
"15941",1,1
"15942",1,0
"15943",2,0
"15944",4,0
"15945",4,0
"15946",3,0
"15947",1,0
"15948",3,0
"15949",2,0
"15950",10,3
"15951",3,1
"15952",4,0
"15953",18,3
"15954",1,0
"15955",22,3
"15956",2,0
"15957",3,0
"15958",4,0
"15959",3,0
"15960",4,1
"15961",1,0
"15962",1,0
"15963",2,0
"15964",1,0
"15965",13,1
"15966",1,1
"15967",12,1
"15968",1,0
"15969",5,1
"15970",2,0
"15971",18,2
"15972",5,0
"15973",3,2
"15974",7,1
"15975",1,0
"15976",6,0
"15977",2,0
"15978",3,2
"15979",1,0
"15980",7,2
"15981",21,6
"15982",1,0
"15983",8,0
"15984",30,2
"15985",7,1
"15986",2,0
"15987",8,0
"15988",3,0
"15989",2,0
"15990",7,0
"15991",1,0
"15992",3,0
"15993",7,3
"15994",3,2
"15995",1,0
"15996",7,1
"15998",16,5
"15999",1,0
"16000",3,0
"16001",1,1
"16002",1,0
"16003",10,0
"16004",5,0
"16005",10,1
"16006",2,0
"16007",7,0
"16008",15,0
"16009",4,0
"16010",11,1
"16011",29,1
"16012",5,0
"16013",84,10
"16014",5,1
"16015",3,1
"16016",11,3
"16017",5,0
"16018",4,0
"16019",27,8
"16020",3,0
"16021",2,0
"16022",1,0
"16023",3,0
"16024",3,0
"16025",1,0
"16026",1,0
"16027",15,3
"16028",1,0
"16029",107,18
"16030",1,0
"16031",2,0
"16032",6,0
"16033",27,9
"16034",6,1
"16035",1,0
"16036",4,0
"16037",5,2
"16038",3,1
"16039",2,1
"16040",7,1
"16041",3,0
"16042",8,3
"16043",8,0
"16044",1,0
"16045",8,1
"16046",1,0
"16047",1,0
"16048",4,2
"16049",6,0
"16050",3,0
"16051",1,0
"16052",1,0
"16053",6,2
"16054",4,3
"16055",1,0
"16056",1,0
"16057",10,7
"16058",1,0
"16059",12,0
"16060",3,0
"16061",1,2
"16062",8,0
"16063",1,0
"16064",1,0
"16065",8,2
"16066",5,0
"16067",3,3
"16068",1,0
"16069",1,0
"16070",2,0
"16071",4,0
"16072",4,0
"16073",1,1
"16074",1,0
"16075",2,1
"16076",10,1
"16077",1,1
"16078",2,0
"16079",3,0
"16080",4,2
"16081",8,0
"16082",1,0
"16083",4,0
"16084",1,0
"16085",12,1
"16086",10,1
"16087",5,0
"16088",2,0
"16089",2,0
"16090",1,0
"16091",2,0
"16092",6,4
"16093",1,0
"16094",11,8
"16095",1,0
"16096",4,0
"16097",1,0
"16098",14,0
"16099",7,1
"16100",1,0
"16101",4,3
"16102",3,0
"16103",22,5
"16104",9,2
"16105",5,0
"16106",1,0
"16107",7,0
"16108",4,4
"16109",3,1
"16110",4,0
"16111",1,0
"16112",4,0
"16113",1,0
"16114",1,0
"16115",12,0
"16116",1,1
"16117",3,1
"16118",1,4
"16119",8,0
"16120",6,1
"16121",5,1
"16122",6,0
"16123",1,0
"16124",4,2
"16125",14,0
"16126",15,0
"16127",2,0
"16128",11,3
"16129",3,0
"16130",4,0
"16131",12,3
"16132",2,0
"16133",56,22
"16134",5,2
"16135",2,0
"16136",4,1
"16137",1,0
"16138",3,1
"16139",5,0
"16140",3,2
"16141",2,0
"16142",1,0
"16143",12,4
"16144",1,0
"16145",19,10
"16146",4,0
"16147",5,2
"16148",2,2
"16149",3,0
"16150",10,10
"16152",1,0
"16153",11,2
"16155",5,1
"16156",20,6
"16157",3,1
"16158",9,1
"16159",4,1
"16160",2,2
"16161",43,14
"16162",1,0
"16163",6,8
"16164",3,1
"16165",1,0
"16166",2,2
"16167",5,1
"16168",66,7
"16169",4,0
"16170",20,5
"16171",1,0
"16172",8,0
"16173",6,1
"16174",7,0
"16175",7,0
"16176",4,3
"16177",8,4
"16178",2,0
"16179",1,0
"16180",13,3
"16181",1,0
"16182",9,0
"16183",4,0
"16184",6,1
"16185",3,0
"16186",26,4
"16187",15,2
"16188",5,1
"16189",2,0
"16190",8,0
"16191",24,16
"16192",1,0
"16193",2,0
"16194",1,0
"16195",1,0
"16196",1,0
"16197",9,0
"16198",2,0
"16199",7,0
"16200",12,1
"16201",5,1
"16202",9,2
"16203",6,1
"16204",3,1
"16205",7,0
"16206",13,1
"16207",1,0
"16208",10,0
"16209",9,0
"16210",35,2
"16211",3,1
"16212",4,1
"16213",1,0
"16214",4,0
"16215",1,0
"16216",1,0
"16217",2,2
"16218",13,6
"16219",1,0
"16221",9,1
"16222",2,0
"16223",2,0
"16224",5,0
"16225",15,3
"16226",5,0
"16227",3,3
"16228",3,1
"16229",6,1
"16230",2,0
"16231",4,0
"16232",7,3
"16233",9,3
"16234",3,1
"16235",9,2
"16236",1,0
"16237",1,0
"16238",1,0
"16239",6,1
"16240",2,3
"16241",16,0
"16242",14,4
"16243",2,0
"16244",2,0
"16245",3,2
"16246",2,0
"16247",1,0
"16248",1,0
"16249",5,0
"16250",3,0
"16251",1,0
"16252",1,1
"16253",7,2
"16254",3,0
"16255",15,4
"16256",3,1
"16257",1,0
"16258",15,1
"16259",3,0
"16260",1,0
"16261",6,0
"16262",1,2
"16263",1,0
"16264",2,0
"16265",12,3
"16266",14,0
"16267",1,0
"16268",2,0
"16269",1,1
"16270",1,0
"16271",10,1
"16272",1,0
"16273",2,0
"16274",1,0
"16275",3,0
"16276",3,0
"16277",1,0
"16278",3,4
"16279",9,1
"16280",1,0
"16281",3,1
"16282",3,0
"16283",8,4
"16284",3,0
"16285",1,0
"16286",2,2
"16287",5,0
"16288",1,0
"16289",1,1
"16290",4,0
"16291",1,0
"16292",5,4
"16293",15,4
"16294",1,0
"16295",4,0
"16296",4,2
"16297",1,3
"16298",7,2
"16299",1,1
"16300",3,0
"16301",1,0
"16302",1,1
"16303",7,2
"16304",1,0
"16305",1,0
"16306",7,3
"16307",3,0
"16308",7,0
"16309",2,1
"16310",2,0
"16311",2,0
"16312",1,0
"16313",2,0
"16314",3,0
"16315",2,0
"16316",13,6
"16317",5,1
"16318",1,0
"16319",1,0
"16320",6,2
"16321",7,3
"16322",2,0
"16323",2,0
"16324",3,0
"16325",12,5
"16326",24,2
"16327",16,4
"16328",1,0
"16329",4,0
"16330",7,1
"16331",6,0
"16332",11,2
"16333",22,0
"16334",1,0
"16335",7,1
"16336",4,0
"16337",1,0
"16338",1,0
"16339",1,0
"16340",3,0
"16341",7,3
"16342",4,0
"16343",3,0
"16344",4,0
"16345",2,0
"16346",1,0
"16347",11,2
"16348",8,0
"16349",1,0
"16350",9,3
"16351",13,5
"16352",2,0
"16353",38,3
"16354",5,0
"16355",1,1
"16356",6,1
"16357",4,0
"16358",5,1
"16359",16,4
"16360",6,2
"16361",4,0
"16362",6,5
"16363",1,0
"16364",2,0
"16365",15,1
"16366",4,0
"16367",3,0
"16368",3,0
"16369",7,0
"16370",4,0
"16371",1,0
"16372",5,1
"16373",2,0
"16374",5,0
"16375",2,0
"16376",2,1
"16377",2,0
"16378",3,0
"16379",4,1
"16380",1,0
"16381",2,0
"16382",2,0
"16383",7,2
"16384",4,0
"16385",5,0
"16386",3,0
"16387",5,0
"16388",1,0
"16389",4,1
"16390",3,0
"16391",4,0
"16392",3,0
"16393",23,7
"16394",5,4
"16395",14,3
"16396",1,2
"16397",1,0
"16398",2,2
"16399",3,0
"16400",9,0
"16401",23,16
"16402",2,0
"16403",1,1
"16404",1,1
"16405",2,0
"16406",3,1
"16407",14,0
"16408",1,0
"16409",12,0
"16410",1,0
"16411",4,0
"16412",5,0
"16413",2,0
"16414",5,0
"16415",3,0
"16416",9,1
"16417",1,0
"16418",5,0
"16419",8,1
"16420",1,0
"16421",3,0
"16422",109,37
"16423",1,0
"16424",2,1
"16425",1,0
"16426",10,0
"16427",2,0
"16428",3,1
"16429",1,0
"16430",7,0
"16431",3,0
"16432",1,0
"16433",2,0
"16434",12,1
"16435",3,0
"16436",3,1
"16437",2,0
"16438",5,0
"16439",1,0
"16440",6,0
"16441",5,1
"16442",5,0
"16443",1,0
"16444",17,3
"16445",4,0
"16446",2,2
"16447",3,0
"16448",2,0
"16449",2,1
"16450",3,1
"16451",3,1
"16452",2,0
"16453",2,0
"16454",4,4
"16455",11,2
"16456",13,1
"16457",1,0
"16458",30,0
"16459",1,0
"16460",3,0
"16461",3,0
"16462",3,1
"16463",4,3
"16464",3,0
"16465",2,1
"16466",15,1
"16467",7,1
"16468",3,0
"16469",5,0
"16470",11,1
"16471",4,2
"16472",2,0
"16473",4,1
"16474",7,4
"16475",4,0
"16476",1,2
"16477",11,0
"16478",3,0
"16479",2,0
"16480",1,0
"16481",1,2
"16482",1,0
"16483",1,0
"16484",2,1
"16485",5,2
"16486",1,0
"16487",2,0
"16488",3,1
"16489",2,0
"16490",1,1
"16491",2,1
"16492",1,0
"16493",7,2
"16494",1,0
"16495",3,0
"16496",6,1
"16497",23,0
"16498",2,1
"16499",8,5
"16500",9,1
"16501",1,0
"16502",2,0
"16503",11,2
"16504",1,0
"16505",1,0
"16506",2,0
"16507",1,0
"16508",1,0
"16509",1,0
"16510",6,0
"16511",6,0
"16513",4,0
"16515",10,0
"16516",1,0
"16517",1,0
"16518",4,2
"16519",4,0
"16520",6,2
"16521",3,0
"16522",2,0
"16523",28,11
"16524",2,0
"16525",48,6
"16526",2,0
"16527",2,0
"16528",1,0
"16529",4,0
"16530",1,0
"16531",11,1
"16532",5,0
"16533",3,2
"16534",1,0
"16535",3,0
"16536",1,1
"16537",1,0
"16538",3,0
"16539",10,0
"16540",1,0
"16541",1,1
"16542",2,0
"16543",1,1
"16544",4,2
"16545",2,0
"16546",5,2
"16547",1,0
"16548",1,0
"16549",34,3
"16550",18,11
"16551",7,0
"16552",2,0
"16553",33,3
"16554",8,10
"16555",6,4
"16556",17,7
"16557",2,0
"16558",38,9
"16559",1,0
"16560",8,2
"16561",2,0
"16562",1,0
"16563",6,1
"16564",1,0
"16565",4,1
"16566",5,1
"16567",2,0
"16568",2,0
"16569",5,0
"16570",20,11
"16571",10,7
"16572",3,1
"16573",2,2
"16574",3,0
"16576",2,3
"16577",1,0
"16578",1,0
"16579",1,1
"16581",1,1
"16582",1,0
"16583",2,0
"16584",5,2
"16585",2,0
"16586",3,0
"16587",1,0
"16588",4,0
"16589",4,0
"16590",2,1
"16591",1,0
"16592",28,6
"16593",8,1
"16594",1,0
"16595",5,0
"16596",4,0
"16597",1,0
"16598",1,1
"16599",1,0
"16600",13,3
"16601",3,0
"16602",2,3
"16603",2,0
"16604",2,1
"16605",1,0
"16606",2,0
"16607",25,4
"16608",2,0
"16609",7,2
"16610",1,0
"16611",6,1
"16612",9,1
"16613",1,0
"16614",3,0
"16615",1,1
"16616",2,0
"16617",1,0
"16618",5,1
"16619",4,1
"16620",6,0
"16621",4,0
"16622",1,1
"16623",4,1
"16624",2,0
"16625",5,1
"16626",17,3
"16627",1,0
"16628",7,1
"16629",2,0
"16630",1,1
"16631",7,1
"16632",2,0
"16633",6,1
"16634",6,4
"16635",1,0
"16636",4,0
"16637",4,1
"16638",15,1
"16639",4,1
"16640",1,0
"16641",2,0
"16642",3,2
"16643",2,1
"16644",2,0
"16645",1,0
"16646",1,1
"16647",4,0
"16648",3,1
"16649",1,0
"16650",7,0
"16651",1,0
"16652",16,8
"16653",2,1
"16654",8,1
"16655",13,1
"16656",30,14
"16657",4,0
"16658",6,3
"16659",1,0
"16660",7,1
"16661",4,1
"16662",1,0
"16663",1,0
"16664",1,0
"16665",1,0
"16666",2,0
"16667",2,0
"16668",13,0
"16669",3,2
"16670",20,13
"16671",3,0
"16672",20,3
"16673",1,0
"16674",2,0
"16675",2,0
"16676",6,1
"16677",2,1
"16678",12,5
"16679",3,0
"16680",3,0
"16681",7,0
"16682",5,0
"16683",1,1
"16684",55,10
"16685",2,0
"16686",16,2
"16687",1,0
"16688",4,0
"16689",2,1
"16690",4,1
"16691",2,0
"16692",4,0
"16693",5,0
"16694",1,0
"16695",2,0
"16696",4,0
"16697",1,0
"16698",2,0
"16699",7,1
"16700",25,6
"16701",26,8
"16702",4,1
"16704",2,0
"16705",42,19
"16706",3,0
"16707",4,0
"16708",1,0
"16709",14,0
"16710",22,1
"16711",9,1
"16712",13,0
"16713",32,9
"16714",4,3
"16715",2,0
"16716",3,1
"16717",14,6
"16718",5,0
"16719",14,3
"16720",3,1
"16721",1,0
"16722",22,4
"16723",4,0
"16724",1,0
"16725",14,2
"16726",7,0
"16727",4,0
"16728",4,0
"16729",21,5
"16730",3,1
"16731",1,0
"16732",4,5
"16733",1,0
"16734",3,0
"16735",14,8
"16736",5,3
"16737",2,0
"16738",1,0
"16739",2,2
"16740",1,0
"16741",1,0
"16742",14,1
"16743",14,1
"16744",7,0
"16745",17,1
"16746",42,4
"16747",2,2
"16748",14,1
"16749",2,0
"16750",5,0
"16751",1,0
"16752",1,0
"16753",1,0
"16754",29,6
"16755",7,3
"16756",7,2
"16757",2,0
"16758",1,0
"16759",3,1
"16760",1,0
"16761",1,0
"16762",3,0
"16763",2,1
"16764",13,5
"16765",2,0
"16766",2,0
"16767",15,1
"16768",9,5
"16769",4,0
"16770",9,2
"16771",10,0
"16772",3,2
"16773",3,0
"16774",8,1
"16775",16,1
"16776",2,0
"16777",5,1
"16778",2,0
"16779",53,9
"16780",3,0
"16781",2,1
"16782",38,12
"16783",1,0
"16784",5,0
"16785",1,0
"16786",1,0
"16787",4,0
"16788",5,0
"16789",1,0
"16790",6,2
"16791",15,3
"16792",5,0
"16793",1,0
"16794",15,2
"16795",3,2
"16796",1,0
"16797",5,4
"16798",3,1
"16799",2,1
"16800",1,0
"16801",4,1
"16802",2,0
"16803",1,0
"16804",3,0
"16805",5,0
"16806",4,0
"16807",6,2
"16808",2,0
"16809",9,1
"16810",2,2
"16811",2,0
"16812",4,1
"16813",10,0
"16814",36,1
"16815",2,0
"16816",4,0
"16817",13,5
"16818",11,2
"16819",2,0
"16820",1,0
"16821",1,0
"16822",1,2
"16823",7,1
"16824",3,0
"16825",5,0
"16826",1,0
"16827",5,0
"16828",2,0
"16829",2,0
"16830",4,1
"16831",1,0
"16832",5,0
"16833",6,0
"16834",2,0
"16835",6,4
"16836",4,0
"16837",11,1
"16838",4,2
"16839",44,7
"16840",2,1
"16841",12,2
"16842",3,1
"16843",35,3
"16844",2,0
"16845",1,0
"16846",3,0
"16847",2,0
"16848",4,0
"16849",1,0
"16850",1,0
"16851",3,0
"16852",2,0
"16854",2,0
"16855",2,0
"16856",3,0
"16857",1,0
"16858",10,6
"16859",7,3
"16860",3,1
"16861",5,1
"16862",4,0
"16863",3,2
"16864",2,0
"16865",1,0
"16866",3,0
"16867",1,0
"16868",3,0
"16869",4,1
"16870",1,0
"16871",6,1
"16872",6,0
"16873",12,5
"16874",1,0
"16875",11,9
"16876",1,0
"16877",6,0
"16878",1,1
"16880",8,0
"16881",1,0
"16882",3,0
"16883",19,1
"16884",4,0
"16885",4,0
"16886",1,1
"16887",3,0
"16888",3,0
"16889",6,0
"16890",3,0
"16891",11,0
"16892",7,2
"16893",2,0
"16894",3,2
"16895",5,0
"16896",1,0
"16897",2,1
"16898",5,1
"16899",8,0
"16900",3,2
"16901",1,0
"16902",1,0
"16903",3,1
"16904",21,0
"16905",17,3
"16906",7,0
"16907",9,0
"16908",1,1
"16909",1,1
"16910",8,0
"16911",2,1
"16912",15,3
"16913",3,0
"16914",1,0
"16915",11,0
"16916",4,0
"16917",2,1
"16918",16,3
"16919",24,4
"16920",1,0
"16921",3,0
"16922",1,0
"16923",32,9
"16924",3,1
"16925",1,0
"16926",5,1
"16927",3,0
"16928",29,4
"16929",7,0
"16930",3,0
"16931",23,0
"16932",3,0
"16933",9,7
"16934",6,1
"16935",3,0
"16936",2,0
"16937",1,0
"16938",9,1
"16939",3,0
"16940",8,3
"16941",1,0
"16942",9,1
"16943",5,2
"16944",1,0
"16945",33,2
"16946",5,1
"16947",5,5
"16948",7,0
"16949",6,1
"16950",10,2
"16951",3,1
"16952",5,0
"16953",1,0
"16954",20,1
"16955",6,3
"16956",1,1
"16957",2,0
"16958",1,0
"16959",1,0
"16960",8,1
"16961",3,3
"16962",1,0
"16963",1,0
"16964",2,0
"16965",1,0
"16966",7,3
"16967",1,0
"16968",2,0
"16969",3,0
"16970",1,0
"16971",1,1
"16972",2,0
"16973",1,0
"16974",2,0
"16975",3,2
"16976",1,0
"16977",4,0
"16978",3,0
"16979",9,3
"16980",3,0
"16982",1,0
"16983",11,1
"16984",9,10
"16985",23,3
"16986",11,0
"16987",11,1
"16988",2,0
"16989",6,0
"16990",2,0
"16991",1,0
"16992",13,2
"16993",2,1
"16996",9,4
"16997",3,0
"16998",5,2
"16999",2,0
"17000",2,0
"17001",19,0
"17002",7,1
"17003",4,0
"17004",4,0
"17005",2,1
"17006",8,0
"17007",7,1
"17008",1,0
"17009",1,0
"17010",1,1
"17011",3,1
"17012",1,0
"17014",3,1
"17015",3,0
"17016",1,0
"17017",29,12
"17018",6,0
"17019",11,2
"17020",2,0
"17021",6,0
"17022",2,0
"17023",3,0
"17024",3,0
"17025",5,0
"17026",3,0
"17027",9,1
"17028",3,0
"17029",7,0
"17030",1,0
"17031",6,0
"17032",8,5
"17033",4,0
"17034",5,2
"17035",4,1
"17036",1,0
"17037",1,1
"17038",2,0
"17039",1,0
"17040",2,0
"17041",6,1
"17042",5,0
"17043",8,0
"17044",12,4
"17045",5,0
"17046",5,0
"17047",6,0
"17048",7,4
"17049",19,6
"17050",11,1
"17051",4,0
"17052",1,0
"17053",1,1
"17054",5,1
"17055",1,0
"17056",1,0
"17057",1,0
"17058",3,0
"17059",9,1
"17060",1,0
"17061",11,1
"17062",6,1
"17063",13,10
"17064",3,0
"17065",2,1
"17066",1,0
"17067",3,0
"17068",47,2
"17069",14,7
"17070",2,0
"17071",13,7
"17072",1,0
"17073",4,0
"17074",1,0
"17075",10,1
"17076",6,0
"17077",1,0
"17078",2,0
"17079",1,0
"17080",7,1
"17081",6,0
"17082",6,0
"17083",9,2
"17084",3,1
"17085",28,4
"17086",6,0
"17087",1,0
"17088",4,0
"17089",1,0
"17090",13,2
"17091",19,4
"17092",11,3
"17093",1,0
"17094",2,1
"17095",7,5
"17096",11,6
"17097",9,1
"17098",3,0
"17099",1,0
"17100",2,0
"17101",7,0
"17102",1,0
"17103",1,0
"17104",1,0
"17105",2,0
"17106",1,0
"17107",10,3
"17108",1,0
"17109",8,2
"17110",3,0
"17111",2,0
"17112",1,0
"17113",6,2
"17114",8,2
"17115",7,6
"17116",1,0
"17117",1,0
"17118",1,0
"17119",2,1
"17120",1,0
"17121",1,0
"17122",4,0
"17123",3,0
"17124",1,0
"17125",1,0
"17126",9,2
"17127",5,0
"17128",1,0
"17129",1,0
"17131",5,0
"17132",2,0
"17133",12,1
"17134",3,0
"17135",10,1
"17136",1,0
"17137",6,0
"17138",7,0
"17139",25,4
"17140",1,0
"17141",4,0
"17142",4,0
"17143",2,0
"17144",2,0
"17145",4,3
"17146",13,3
"17147",9,7
"17148",1,0
"17149",1,0
"17150",6,0
"17151",1,0
"17152",4,1
"17153",1,0
"17154",1,0
"17155",7,0
"17156",1,1
"17157",19,1
"17158",5,1
"17159",5,1
"17160",17,1
"17161",1,0
"17162",10,1
"17163",4,0
"17164",7,1
"17165",6,2
"17166",2,1
"17167",3,0
"17168",1,0
"17169",3,3
"17170",2,1
"17171",2,0
"17172",3,3
"17173",8,1
"17174",1,0
"17175",4,1
"17176",3,0
"17177",1,0
"17178",1,0
"17179",6,0
"17180",11,3
"17181",3,0
"17182",2,0
"17183",6,2
"17184",2,0
"17185",3,0
"17186",2,0
"17187",2,0
"17188",13,4
"17189",5,0
"17190",7,1
"17191",15,1
"17192",1,0
"17193",9,3
"17194",3,0
"17195",1,0
"17196",1,0
"17197",1,0
"17198",3,0
"17199",1,0
"17200",4,0
"17201",4,1
"17202",1,0
"17203",10,0
"17204",9,6
"17205",3,0
"17206",1,0
"17207",1,0
"17208",1,0
"17209",3,0
"17210",1,0
"17211",13,2
"17212",3,0
"17213",13,7
"17214",6,1
"17215",1,0
"17216",1,0
"17217",2,0
"17218",18,0
"17219",2,0
"17220",21,0
"17221",5,0
"17222",6,0
"17223",3,0
"17224",1,0
"17225",1,0
"17226",3,0
"17227",12,0
"17228",13,0
"17229",2,0
"17230",18,5
"17231",25,10
"17232",2,0
"17233",3,0
"17234",1,0
"17235",8,0
"17236",12,0
"17237",4,0
"17238",32,0
"17239",4,2
"17240",1,0
"17241",12,0
"17242",5,0
"17243",69,11
"17244",5,0
"17245",2,0
"17246",2,0
"17247",1,0
"17248",2,0
"17249",1,0
"17250",2,0
"17251",3,1
"17252",2,0
"17253",1,0
"17254",3,0
"17255",4,0
"17256",5,0
"17257",2,0
"17258",2,0
"17259",6,0
"17260",1,0
"17261",1,0
"17262",11,0
"17263",1,0
"17264",1,0
"17265",2,0
"17266",5,0
"17267",2,0
"17268",11,0
"17269",1,0
"17270",2,0
"17271",1,0
"17272",4,1
"17273",1,0
"17274",2,0
"17275",1,0
"17276",1,1
"17277",2,0
"17278",2,0
"17279",1,0
"17280",1,0
"17281",6,0
"17282",5,0
"17283",1,0
"17284",8,3
"17285",2,0
"17286",3,0
"17287",21,2
"17288",11,0
"17289",9,2
"17290",8,0
"17291",1,0
"17292",2,0
"17293",17,0
"17294",2,0
"17295",3,0
"17296",1,0
"17297",1,0
"17298",5,1
"17299",6,0
"17300",2,0
"17301",2,0
"17302",5,1
"17303",1,0
"17304",1,0
"17305",1,0
"17306",21,2
"17307",11,4
"17308",2,0
"17309",3,0
"17310",2,0
"17311",6,1
"17312",3,0
"17313",1,1
"17314",17,5
"17315",43,6
"17316",1,0
"17317",3,2
"17318",1,0
"17319",1,0
"17320",6,0
"17321",6,0
"17322",5,2
"17323",12,2
"17324",12,1
"17325",3,0
"17326",2,0
"17327",2,0
"17328",1,0
"17329",5,0
"17330",4,0
"17331",1,0
"17332",5,0
"17333",1,0
"17334",3,1
"17335",2,0
"17336",1,0
"17337",4,3
"17338",17,3
"17339",3,1
"17340",18,12
"17341",5,0
"17342",4,3
"17343",6,0
"17344",2,1
"17345",10,2
"17346",26,1
"17347",1,0
"17348",9,0
"17349",5,0
"17350",7,1
"17351",12,0
"17352",1,0
"17353",4,3
"17354",4,0
"17355",1,0
"17356",5,0
"17357",2,0
"17358",5,0
"17359",2,0
"17360",6,1
"17361",5,0
"17362",7,1
"17363",3,0
"17364",28,3
"17365",15,1
"17366",2,1
"17367",1,0
"17368",14,2
"17369",1,0
"17370",4,0
"17371",6,0
"17372",28,3
"17373",7,0
"17374",3,1
"17375",4,1
"17376",4,0
"17377",78,13
"17378",1,1
"17379",1,0
"17380",3,1
"17381",38,1
"17382",8,0
"17383",2,0
"17384",3,0
"17385",1,0
"17386",7,0
"17387",2,0
"17388",11,0
"17389",61,16
"17390",1,0
"17391",2,0
"17392",3,0
"17393",2,0
"17394",1,0
"17395",1,0
"17396",14,2
"17397",3,0
"17398",3,0
"17400",8,0
"17401",1,0
"17402",23,3
"17403",2,0
"17404",23,5
"17405",3,2
"17406",13,5
"17407",1,0
"17408",3,1
"17409",10,0
"17410",5,0
"17411",5,4
"17412",16,3
"17413",2,0
"17414",6,0
"17415",1,0
"17416",22,3
"17417",1,0
"17418",3,0
"17419",18,2
"17420",6,2
"17421",3,0
"17422",11,9
"17423",3,2
"17425",2,0
"17426",13,4
"17427",1,0
"17428",45,6
"17429",5,2
"17430",4,0
"17431",1,0
"17432",9,0
"17433",2,0
"17434",7,2
"17435",1,0
"17436",5,2
"17437",1,0
"17438",5,1
"17439",1,0
"17440",4,2
"17441",1,0
"17442",15,8
"17443",1,0
"17444",3,0
"17446",2,0
"17447",2,0
"17448",46,8
"17449",13,1
"17450",51,10
"17451",7,3
"17453",2,0
"17454",10,1
"17455",1,0
"17456",2,0
"17457",14,4
"17458",2,0
"17459",2,0
"17460",16,5
"17461",3,0
"17462",2,1
"17463",7,2
"17464",3,1
"17465",7,2
"17466",2,0
"17467",1,0
"17468",3,0
"17469",17,5
"17470",11,0
"17471",1,0
"17472",4,0
"17473",2,1
"17474",1,0
"17475",1,0
"17476",2,2
"17477",2,3
"17478",2,0
"17479",1,0
"17480",2,1
"17481",4,1
"17482",2,0
"17483",4,0
"17484",2,0
"17486",1,0
"17487",1,0
"17488",1,0
"17489",2,0
"17490",9,4
"17491",17,1
"17492",3,0
"17493",1,0
"17494",1,0
"17495",3,1
"17496",4,1
"17497",2,0
"17498",1,0
"17499",2,1
"17500",3,0
"17501",2,0
"17502",4,0
"17503",2,0
"17504",18,1
"17505",5,0
"17506",1,1
"17507",2,0
"17508",8,1
"17509",8,3
"17510",2,0
"17511",60,25
"17512",18,2
"17513",3,0
"17514",2,0
"17515",9,0
"17516",6,0
"17517",1,0
"17518",2,0
"17519",15,2
"17520",1,0
"17521",5,1
"17522",5,0
"17523",4,0
"17524",3,1
"17525",3,0
"17526",12,4
"17527",4,2
"17528",8,3
"17529",2,0
"17530",12,1
"17531",3,6
"17532",1,0
"17533",1,0
"17534",5,0
"17535",1,0
"17536",3,0
"17537",2,0
"17538",1,0
"17539",4,3
"17540",6,1
"17541",1,0
"17542",3,0
"17543",1,0
"17544",3,0
"17545",6,0
"17547",2,2
"17548",4,2
"17549",2,0
"17550",9,1
"17551",1,0
"17552",12,4
"17553",4,0
"17554",5,0
"17555",5,0
"17556",2,0
"17557",4,0
"17558",1,0
"17559",1,0
"17560",9,0
"17561",4,0
"17562",7,1
"17563",2,3
"17564",3,0
"17565",1,0
"17566",2,0
"17567",9,2
"17568",1,0
"17569",1,0
"17570",1,1
"17571",5,0
"17572",10,0
"17573",3,1
"17574",1,0
"17575",1,0
"17576",41,4
"17577",2,0
"17578",7,3
"17579",4,1
"17580",5,0
"17581",43,10
"17582",5,1
"17583",1,0
"17584",6,1
"17585",7,0
"17586",1,0
"17587",1,0
"17588",7,2
"17589",18,3
"17590",3,0
"17591",8,1
"17592",1,1
"17593",11,4
"17594",4,0
"17595",2,0
"17596",13,1
"17597",5,2
"17598",1,0
"17599",1,2
"17600",1,0
"17601",2,0
"17602",14,4
"17603",4,7
"17604",6,0
"17605",1,0
"17606",1,0
"17607",1,0
"17608",4,0
"17609",11,3
"17610",5,3
"17611",28,7
"17612",18,14
"17613",14,3
"17614",1,0
"17615",6,1
"17616",4,0
"17617",1,1
"17618",11,2
"17619",1,0
"17620",1,0
"17621",6,2
"17622",2,1
"17623",7,0
"17624",4,0
"17625",8,0
"17626",1,0
"17627",1,1
"17628",1,0
"17629",10,1
"17630",2,0
"17631",7,0
"17633",7,2
"17634",9,0
"17635",3,1
"17636",1,1
"17637",2,0
"17638",2,0
"17639",6,0
