"stock_code","recency_days","monetary_net","frequency_completed","category"
"37444A",149,520.71,43,"Overdue Restock"
"21635",149,829.23,42,"Overdue Restock"
"21307",149,725.74,72,"Overdue Restock"
"21518",149,521.92,109,"Overdue Restock"
"90125A",148,183.74,18,"Overdue Restock"
"71143",148,960.90,99,"Overdue Restock"
"84688",148,1446.99,81,"Overdue Restock"
"90125D",148,323.28,36,"Overdue Restock"
"84466",147,1073.17,73,"Overdue Restock"
"84247G",147,650.94,107,"Overdue Restock"
"21472",146,4486.19,285,"Overdue Restock"
"21278",146,1636.25,118,"Overdue Restock"
"84881",145,362.03,24,"Overdue Restock"
"84927E",144,225.72,29,"Overdue Restock"
"37491D",143,103.46,13,"Overdue Restock"
"17096",142,1152.53,76,"Overdue Restock"
"84849B",141,3533.32,293,"Overdue Restock"
"20666",141,416.25,46,"Overdue Restock"
"90137",141,170.99,15,"Overdue Restock"
"84910A",141,1325.23,53,"Overdue Restock"
"84576",141,410.08,33,"Overdue Restock"
"84746",141,99.12,16,"Overdue Restock"
"18007",141,949.26,72,"Overdue Restock"
"85188A",140,861.71,105,"Overdue Restock"
"84789",140,1622.78,124,"Overdue Restock"
"20684",140,2002.62,176,"Overdue Restock"
"35921",140,466.89,49,"Overdue Restock"
"22777",140,4286.14,100,"Overdue Restock"
"22444",140,16592.89,456,"Overdue Restock"
"21361",139,8098.43,286,"Overdue Restock"
"21445",139,2025.88,146,"Overdue Restock"
"85103",137,2483.16,88,"Overdue Restock"
"84927D",136,187.11,28,"Overdue Restock"
"21720",136,994.43,112,"Overdue Restock"
"90000B",136,259.38,21,"Overdue Restock"
"84872A",135,5121.37,150,"Overdue Restock"
"81952B",135,94.52,20,"Overdue Restock"
"85197",132,963.66,74,"Overdue Restock"
"85213",131,987.57,80,"Overdue Restock"
"84925F",130,888.29,34,"Overdue Restock"
"84874B",129,154.82,36,"Overdue Restock"
"84847",129,888.17,49,"Overdue Restock"
"21188",128,2989.43,128,"Overdue Restock"
"84595E",128,787.46,43,"Overdue Restock"
"21792",127,2528.71,141,"Overdue Restock"
"84251C",126,128.28,53,"Overdue Restock"
"21187",126,2541.01,144,"Overdue Restock"
"22443",125,5801.67,264,"Overdue Restock"
"90036A",125,264.57,20,"Overdue Restock"
"47343A",123,206.26,23,"Overdue Restock"
"84993B",122,302.48,99,"Overdue Restock"
"84358",122,1285.33,29,"Overdue Restock"
"20980",122,339.62,58,"Overdue Restock"
"18098C",122,6517.83,374,"Overdue Restock"
"22137",120,1599.86,43,"Overdue Restock"
"35653",120,1425.21,113,"Overdue Restock"
"20902",120,2737.09,116,"Overdue Restock"
"21171",120,2695.24,260,"Overdue Restock"
"22194",120,3455.15,160,"Overdue Restock"
"85214",120,1081.11,169,"Overdue Restock"
"21272",120,3500.30,339,"Overdue Restock"
"21359",119,2279.26,73,"Overdue Restock"
"85086A",118,800.86,152,"Overdue Restock"
"21332",115,1735.69,50,"Overdue Restock"
"21662",115,2066.20,107,"Overdue Restock"
"20845",114,540.99,24,"Overdue Restock"
"81950B",113,150.99,34,"Overdue Restock"
"21069",113,5128.43,279,"Overdue Restock"
"21143",108,4441.80,182,"Overdue Restock"
"21870",107,8009.06,630,"Overdue Restock"
"37501",107,3691.85,177,"Overdue Restock"
"84927A",107,180.70,33,"Overdue Restock"
"35966",107,129.96,26,"Overdue Restock"
"20966",107,5347.23,420,"Overdue Restock"
"85025C",106,1539.42,126,"Overdue Restock"
"84800M",103,353.84,27,"Overdue Restock"
"22480",102,2995.56,263,"Overdue Restock"
"20664",101,219.37,31,"Overdue Restock"
"16207B",101,599.34,46,"Overdue Restock"
"20897",101,1048.10,75,"Overdue Restock"
"20667",101,155.43,24,"Overdue Restock"
"21609",100,4245.13,218,"Overdue Restock"
"22855",100,6401.92,427,"Overdue Restock"
"22157",99,1400.85,124,"Overdue Restock"
"90122B",98,289.68,26,"Overdue Restock"
"22245",98,4387.80,413,"Overdue Restock"
"21784",98,4731.66,178,"Overdue Restock"
"85132C",98,6807.15,307,"Overdue Restock"
"37342",97,2168.63,131,"Overdue Restock"
"79336",97,396.73,21,"Overdue Restock"
"22760",95,4846.93,120,"Overdue Restock"
"46000P",95,896.75,50,"Overdue Restock"
"84507B",93,1894.16,115,"Overdue Restock"
"84660B",93,1100.67,67,"Overdue Restock"
"84660C",92,1665.85,113,"Overdue Restock"
"22256",92,1359.56,119,"Overdue Restock"
"21033",91,13769.26,574,"Overdue Restock"
"20856",87,782.23,123,"Overdue Restock"
"79000",87,10940.31,439,"Overdue Restock"
"20773",87,1036.36,117,"Overdue Restock"
"21743",87,3926.56,182,"Overdue Restock"
"16162L",87,399.87,30,"Overdue Restock"
"22461",86,3362.87,146,"Overdue Restock"
"84033",85,815.71,49,"Overdue Restock"
"84016",85,7115.66,67,"Overdue Restock"
"85230E",83,635.37,67,"Overdue Restock"
"85215",83,802.79,68,"Overdue Restock"
"21735",83,10730.00,265,"Overdue Restock"
"21641",83,1151.49,111,"Overdue Restock"
"21179",83,3991.05,506,"Overdue Restock"
"21246",83,4286.36,210,"Overdue Restock"
"84596L",82,1311.90,256,"Overdue Restock"
"23134",81,6447.74,38,"Overdue Restock"
"85049B",79,2741.12,342,"Overdue Restock"
"84508A",79,8087.31,109,"Overdue Restock"
"84919",78,1067.58,43,"Overdue Restock"
"84352",78,3660.41,127,"Overdue Restock"
"21447",78,4801.68,336,"Overdue Restock"
"84912A",78,3732.75,232,"Overdue Restock"
"84907",78,1132.39,36,"Overdue Restock"
"40016",78,6013.50,245,"Overdue Restock"
"22854",78,6041.35,244,"Overdue Restock"
"84725",77,220.75,29,"Overdue Restock"
"84563B",77,809.88,60,"Overdue Restock"
"84876D",77,606.04,36,"Overdue Restock"
"37343",77,2125.78,105,"Overdue Restock"
"21089",77,124.10,41,"Overdue Restock"
"79163",77,1374.33,66,"Overdue Restock"
"21654",77,944.21,83,"Overdue Restock"
"84422",77,462.02,39,"Overdue Restock"
"84875D",76,483.75,37,"Overdue Restock"
"84637",76,2041.73,114,"Overdue Restock"
"35915B",76,820.80,67,"Overdue Restock"
"84754",76,2775.98,218,"Overdue Restock"
"22502",74,66750.61,932,"Overdue Restock"
"84877D",74,569.95,43,"Overdue Restock"
"84251B",74,123.51,61,"Overdue Restock"
"85049F",74,2671.61,314,"Overdue Restock"
"22837",74,18327.46,450,"Overdue Restock"
"20658",73,2781.03,353,"Overdue Restock"
"22876",72,293.84,23,"Overdue Restock"
"15044B",71,4908.91,189,"Overdue Restock"
"20700",71,1822.60,103,"Overdue Restock"
"85049D",71,3029.37,402,"Overdue Restock"
"16169K",71,669.25,60,"Overdue Restock"
"21363",71,5990.86,401,"Overdue Restock"
"22740",70,12412.19,301,"Overdue Restock"
"22957",70,5085.10,214,"Overdue Restock"
"90209B",68,1007.72,97,"Overdue Restock"
"20830",67,1391.88,83,"Overdue Restock"
"21686",67,2373.68,33,"Overdue Restock"
"84660A",66,996.98,57,"Overdue Restock"
"84625C",66,1073.75,71,"Overdue Restock"
"90129A",66,487.51,73,"Overdue Restock"
"20774",65,1081.96,120,"Overdue Restock"
"21067",65,4318.86,266,"Overdue Restock"
"22877",65,309.28,28,"Overdue Restock"
"22879",65,180.15,21,"Overdue Restock"
"22858",63,2011.08,139,"Overdue Restock"
"85087",62,2454.27,146,"Overdue Restock"
"22700",62,3165.23,99,"Overdue Restock"
"47574A",62,1141.96,129,"Overdue Restock"
"18094C",62,823.47,98,"Overdue Restock"
"21637",59,1923.16,93,"Overdue Restock"
"84846A",59,647.90,54,"Overdue Restock"
"23412",59,2425.46,76,"Overdue Restock"
"37467",59,525.58,64,"Overdue Restock"
"84952C",59,808.37,42,"Overdue Restock"
"90173",58,497.03,51,"Overdue Restock"
"22656",57,6921.50,37,"Overdue Restock"
"21364",57,3770.29,167,"Overdue Restock"
"85211",57,550.30,75,"Overdue Restock"
"23066",56,2303.72,85,"Overdue Restock"
"21658",56,10593.60,519,"Overdue Restock"
"21078",56,7261.33,741,"Overdue Restock"
"22062",56,1439.88,127,"Overdue Restock"
"85116",56,3209.82,181,"Overdue Restock"
"20998",55,1247.17,127,"Overdue Restock"
"21448",54,1803.59,211,"Overdue Restock"
"21664",53,1210.56,67,"Overdue Restock"
"40046A",53,556.57,62,"Overdue Restock"
"21634",53,1439.13,69,"Overdue Restock"
"21587",52,5203.65,260,"Overdue Restock"
"20663",52,367.78,44,"Overdue Restock"
"72816",52,2019.72,136,"Overdue Restock"
"35916C",51,262.85,42,"Overdue Restock"
"35916A",51,180.73,44,"Overdue Restock"
"35916B",51,207.89,46,"Overdue Restock"
"84452",50,209.12,44,"Overdue Restock"
"22849",50,6451.60,162,"Overdue Restock"
"84638",50,1488.90,69,"Overdue Restock"
"21738",50,1511.01,131,"Overdue Restock"
"35914",50,426.91,56,"Overdue Restock"
"21476",50,2545.12,85,"Overdue Restock"
"85186C",50,792.64,152,"Overdue Restock"
"37476",49,3600.92,77,"Overdue Restock"
"21002",47,2546.94,184,"Overdue Restock"
"85124C",47,1282.89,123,"Overdue Restock"
"20903",46,1496.00,86,"Overdue Restock"
"20898",46,750.09,53,"Overdue Restock"
"22336",45,2440.21,215,"Overdue Restock"
"20662",45,497.39,49,"Overdue Restock"
"22103",45,1949.43,71,"Overdue Restock"
"20984",45,1949.87,246,"Overdue Restock"
"22049",45,1026.25,115,"Overdue Restock"
"22569",45,20173.02,784,"Overdue Restock"
"21627",45,5616.10,115,"Overdue Restock"
"22857",45,1091.90,67,"Overdue Restock"
"82613A",44,787.40,120,"Overdue Restock"
"84507C",44,654.73,71,"Overdue Restock"
"21157",44,1953.62,176,"Overdue Restock"
"47367B",44,1138.30,95,"Overdue Restock"
"21829",44,3483.64,412,"Overdue Restock"
"21424",44,3831.84,143,"Overdue Restock"
"85035A",43,2494.51,181,"Overdue Restock"
"21294",43,1842.12,140,"Overdue Restock"
"20967",43,4148.59,297,"Overdue Restock"
"20702",43,3368.65,245,"Overdue Restock"
"85035B",42,2938.10,137,"Overdue Restock"
"21613",42,1920.30,145,"Overdue Restock"
"85032D",42,1584.50,134,"Overdue Restock"
"21794",42,3797.96,179,"Overdue Restock"
"22244",42,9881.62,431,"Overdue Restock"
"21163",42,1892.49,253,"Overdue Restock"
"21801",40,2139.00,258,"Overdue Restock"
"22257",40,432.82,57,"Overdue Restock"
"85131A",39,2165.51,199,"Overdue Restock"
"35810A",39,1925.02,171,"Overdue Restock"
"79341",38,2206.53,80,"Overdue Restock"
"79323B",38,98.75,59,"Overdue Restock"
"84050",38,15626.07,716,"Overdue Restock"
"79323P",38,10356.41,266,"Overdue Restock"
"79323LP",38,5948.58,171,"Overdue Restock"
"21071",38,5683.27,472,"Overdue Restock"
"84974",38,869.60,57,"Overdue Restock"
"79323W",38,12257.79,350,"Overdue Restock"
"90209C",38,887.32,66,"Overdue Restock"
"79323GR",38,2150.02,85,"Overdue Restock"
"72818",38,1334.03,127,"Overdue Restock"
"84818",38,2509.84,215,"Overdue Restock"
"22035",38,1833.68,362,"Overdue Restock"
"79323S",38,1251.84,57,"Overdue Restock"
"79323G",38,1154.56,62,"Overdue Restock"
"35968",37,453.14,75,"Overdue Restock"
"85045",37,2321.63,83,"Overdue Restock"
"22655",37,10819.50,54,"Overdue Restock"
"21349",37,4774.46,171,"Overdue Restock"
"84559B",36,1265.78,220,"Overdue Restock"
"23028",36,2752.42,137,"Overdue Restock"
"85078",36,1533.19,162,"Overdue Restock"
"23124",35,907.61,43,"Overdue Restock"
"85093",35,1485.93,152,"Overdue Restock"
"23187",35,678.57,74,"Overdue Restock"
"21395",35,1439.76,115,"Overdue Restock"
"20934",34,1385.49,74,"Overdue Restock"
"35911A",34,623.73,96,"Overdue Restock"
"72802B",34,3770.08,212,"Overdue Restock"
"84944",34,3505.81,196,"Overdue Restock"
"72803A",33,1591.81,98,"Overdue Restock"
"22950",32,10944.68,352,"Overdue Restock"
"35972",32,736.51,87,"Overdue Restock"
"22501",32,40726.02,772,"Overdue Restock"
"22044",32,558.28,89,"Overdue Restock"
"21586",32,5965.20,238,"Overdue Restock"
"16207A",32,684.81,76,"Overdue Restock"
"22180",32,10855.46,410,"Overdue Restock"
"20886",32,3907.34,308,"Overdue Restock"
"79164",31,3781.66,92,"Overdue Restock"
"20977",31,5687.34,485,"Overdue Restock"
"84913A",31,3911.58,266,"Overdue Restock"
"84796B",31,8388.52,182,"Overdue Restock"
"47594B",31,961.58,122,"Overdue Restock"
"22053",30,4089.11,87,"Overdue Restock"
"85017B",30,1689.59,317,"Overdue Restock"
"21458",29,965.98,88,"Overdue Restock"
"21817",29,1095.59,130,"Overdue Restock"
"35954",29,1079.17,112,"Overdue Restock"
"47504K",29,3393.54,312,"Overdue Restock"
"23091",28,3849.39,209,"Overdue Restock"
"22412",28,5616.34,402,"Overdue Restock"
"22149",28,26945.25,1383,"Overdue Restock"
"20657",28,918.80,120,"Overdue Restock"
"22268",28,1447.72,236,"Overdue Restock"
"22829",27,2692.94,118,"Overdue Restock"
"22934",27,1878.89,78,"Overdue Restock"
"22322",27,2142.67,272,"Overdue Restock"
"40001",26,2234.94,121,"Overdue Restock"
"22183",26,5100.25,209,"Overdue Restock"
"84968F",26,5312.45,133,"Overdue Restock"
"21394",26,1925.41,151,"Overdue Restock"
"21054",25,3945.60,182,"Overdue Restock"
"21539",25,14677.92,714,"Overdue Restock"
"23140",25,823.86,52,"Overdue Restock"
"21824",24,2749.96,211,"Overdue Restock"
"23072",24,1064.52,31,"Overdue Restock"
"21618",24,2128.48,139,"Overdue Restock"
"85036A",23,2512.91,166,"Overdue Restock"
"21741",23,2781.05,190,"Overdue Restock"
"22859",23,2223.30,165,"Overdue Restock"
"22454",23,4057.66,179,"Overdue Restock"
"21823",23,2636.40,214,"Overdue Restock"
"35965",23,2114.93,176,"Overdue Restock"
"22548",23,4935.52,429,"Overdue Restock"
"84341B",23,1019.33,121,"Overdue Restock"
"21352",23,3913.61,158,"Overdue Restock"
"21992",23,10035.86,656,"Overdue Restock"
"22904",22,11513.91,463,"Overdue Restock"
"23018",22,637.12,21,"Overdue Restock"
"10133",22,2823.03,290,"Overdue Restock"
"85135B",21,1658.02,115,"Overdue Restock"
"84459A",21,2357.64,201,"Overdue Restock"
"15058B",21,4665.24,156,"Overdue Restock"
"85216",21,2532.21,188,"Overdue Restock"
"21725",21,1181.21,173,"Overdue Restock"
"22860",20,1139.95,111,"Overdue Restock"
"23065",20,3739.58,99,"Overdue Restock"
"22570",20,21055.32,807,"Overdue Restock"
"23268",19,2038.70,92,"Overdue Restock"
"21802",18,2831.02,323,"Overdue Restock"
"15060B",18,8784.72,454,"Overdue Restock"
"20754",18,11494.12,852,"Overdue Restock"
"21391",18,2084.18,176,"Overdue Restock"
"84659A",18,2165.71,224,"Overdue Restock"
"21626",17,3157.89,204,"Overdue Restock"
"22892",17,4267.37,295,"Overdue Restock"
"85231G",17,1393.48,260,"Overdue Restock"
"21407",17,7151.91,453,"Overdue Restock"
"37370",17,13687.66,494,"Overdue Restock"
"21617",17,2300.02,169,"Overdue Restock"
"22293",17,3103.35,225,"Overdue Restock"
"23057",17,1159.05,46,"Overdue Restock"
"21556",16,5194.97,295,"Overdue Restock"
"23297",16,6864.56,161,"Overdue Restock"
"22270",16,2866.15,153,"Overdue Restock"
"22241",16,7204.47,474,"Overdue Restock"
"21811",16,5197.67,382,"Overdue Restock"
"21807",16,1592.70,172,"Overdue Restock"
"84968C",16,10953.20,191,"Overdue Restock"
"85034A",16,2596.52,139,"Overdue Restock"
"85194L",16,1693.32,147,"Overdue Restock"
"15058A",16,3687.66,149,"Overdue Restock"
"72807B",15,5687.61,247,"Overdue Restock"
"21014",15,1117.80,189,"Overdue Restock"
"23519",15,829.61,24,"Overdue Restock"
"23468",15,156.75,11,"Overdue Restock"
"21206",15,3297.95,238,"Overdue Restock"
"35400",15,16508.65,420,"Overdue Restock"
"22778",15,4166.69,195,"Overdue Restock"
"22652",15,18635.89,830,"Overdue Restock"
"22449",15,4822.17,310,"Overdue Restock"
"22339",15,1454.10,145,"Overdue Restock"
"72817",15,2119.47,215,"Overdue Restock"
"21041",15,11761.63,525,"Overdue Restock"
"22246",15,2866.62,188,"Overdue Restock"
"22236",15,13857.89,424,"Overdue Restock"
"21830",15,3063.57,260,"Overdue Restock"
"22162",15,4769.25,260,"Overdue Restock"
"22125",15,4348.73,183,"Overdue Restock"
"21643",14,2611.18,205,"Overdue Restock"
"21744",14,3242.58,217,"Overdue Restock"
"22665",14,11876.92,709,"Overdue Restock"
"22611",14,4429.86,195,"Overdue Restock"
"22271",14,13759.80,787,"Overdue Restock"
"22292",13,3947.98,222,"Overdue Restock"
"22291",13,4570.96,264,"Overdue Restock"
"72807A",13,5184.10,226,"Overdue Restock"
"21110",13,9993.39,329,"Overdue Restock"
"22247",13,1252.76,182,"Overdue Restock"
"22848",12,6581.30,152,"Overdue Restock"
"22637",12,12436.72,600,"Overdue Restock"
"20770",12,2529.88,201,"Overdue Restock"
"22715",11,1186.78,218,"Overdue Restock"
"85035C",11,2938.01,199,"Overdue Restock"
"21973",11,2567.31,210,"Overdue Restock"
"20752",11,3414.40,358,"Overdue Restock"
"21192",11,4859.43,217,"Overdue Restock"
"23325",11,750.78,35,"Overdue Restock"
"21746",10,8128.40,488,"Overdue Restock"
"22579",10,4270.22,554,"Overdue Restock"
"21211",10,3521.23,237,"Overdue Restock"
"22689",10,9207.80,266,"Overdue Restock"
"22427",10,20777.88,805,"Overdue Restock"
"23159",10,4812.31,223,"Overdue Restock"
"22176",10,3846.06,259,"Overdue Restock"
"23094",10,1987.34,79,"Overdue Restock"
"22243",9,12101.80,388,"Overdue Restock"
"22759",9,17551.82,795,"Overdue Restock"
"21749",9,10223.46,287,"Overdue Restock"
"22572",9,3611.42,363,"Overdue Restock"
"22947",8,16693.91,209,"Overdue Restock"
"72807C",8,10071.01,392,"Overdue Restock"
"23032",8,4024.56,200,"Overdue Restock"
"23549",8,550.20,52,"Overdue Restock"
"22147",8,17406.31,1132,"Overdue Restock"
"23431",8,1216.05,72,"Overdue Restock"
"23414",8,1369.69,64,"Overdue Restock"
"23476",8,281.94,22,"Overdue Restock"
"23348",7,1857.20,169,"Overdue Restock"
"85175",7,6835.58,446,"Overdue Restock"
"22399",7,4771.86,278,"Overdue Restock"
"20711",7,31084.17,1056,"Overdue Restock"
"21380",7,13814.79,651,"Overdue Restock"
"23049",7,4196.18,186,"Overdue Restock"
"22925",7,3187.67,192,"Overdue Restock"
"23518",6,988.55,44,"Overdue Restock"
"47599A",6,11272.30,369,"Overdue Restock"
"22677",6,2478.55,285,"Overdue Restock"
"23411",6,1215.72,56,"Overdue Restock"
"23456",5,625.80,36,"Overdue Restock"
"20751",5,6388.10,471,"Overdue Restock"
"23514",5,1033.16,74,"Overdue Restock"
"21937",5,13335.59,657,"Overdue Restock"
"23433",4,1174.98,89,"Overdue Restock"
"23130",4,4192.19,184,"Overdue Restock"
"23102",4,1154.73,157,"Overdue Restock"
"22649",4,12063.61,491,"Overdue Restock"
"22729",4,13296.67,612,"Overdue Restock"
"22089",4,11590.65,553,"Overdue Restock"
"47566B",4,26383.70,879,"Overdue Restock"
"21888",4,15453.14,829,"Overdue Restock"
"23470",3,1526.90,84,"Overdue Restock"
"22812",3,13214.94,462,"Overdue Restock"
"84987",3,12617.72,812,"Overdue Restock"
"21868",3,11723.03,882,"Overdue Restock"
"84406B",3,24268.80,845,"Overdue Restock"
"23306",3,4416.67,277,"Overdue Restock"
"21621",2,65595.46,1294,"Overdue Restock"
"23541",2,7476.63,152,"Overdue Restock"
"35605A",737,0.00,1,"Seasonal Dormant"
"20739",737,17.30,1,"Seasonal Dormant"
"21767",737,29.95,1,"Seasonal Dormant"
"84648",737,12.75,1,"Seasonal Dormant"
"30086C",737,3.40,1,"Seasonal Dormant"
"21838",737,5.45,1,"Seasonal Dormant"
"79070B",737,22.52,1,"Seasonal Dormant"
"72754D",736,1.69,1,"Seasonal Dormant"
"10109",736,1.68,1,"Seasonal Dormant"
"20737",736,3.40,1,"Seasonal Dormant"
"21860",736,10.34,1,"Seasonal Dormant"
"84572",736,8.49,1,"Seasonal Dormant"
"35751D",736,5.32,1,"Seasonal Dormant"
"35751C",736,12.61,2,"Seasonal Dormant"
"20673",736,6.25,2,"Seasonal Dormant"
"47556",736,2.55,1,"Seasonal Dormant"
"16215",735,5.20,3,"Seasonal Dormant"
"37408",735,6.25,1,"Seasonal Dormant"
"21854",735,10.34,1,"Seasonal Dormant"
"72751B",734,5.95,1,"Seasonal Dormant"
"84721",734,87.80,2,"Seasonal Dormant"
"85024A",734,1.65,1,"Seasonal Dormant"
"72752A",734,4.25,1,"Seasonal Dormant"
"72751A",734,5.95,1,"Seasonal Dormant"
"84814B",733,15.60,3,"Seasonal Dormant"
"35051B",732,5.88,2,"Seasonal Dormant"
"47554",732,2.55,1,"Seasonal Dormant"
"84845A",732,1.25,1,"Seasonal Dormant"
"20721",731,0.85,1,"Seasonal Dormant"
"85171",731,2.55,1,"Seasonal Dormant"
"17084G",731,10.50,2,"Seasonal Dormant"
"17061",731,2.08,1,"Seasonal Dormant"
"37484",730,6.75,1,"Seasonal Dormant"
"37432",730,3.90,1,"Seasonal Dormant"
"84626",730,45.95,1,"Seasonal Dormant"
"35976B",730,-13.75,1,"Seasonal Dormant"
"17014C",729,47.18,2,"Seasonal Dormant"
"35837",729,1.70,1,"Seasonal Dormant"
"85072",728,66.00,1,"Seasonal Dormant"
"85069",728,-50.85,1,"Seasonal Dormant"
"85230C",728,6.96,1,"Seasonal Dormant"
"85230D",728,6.96,1,"Seasonal Dormant"
"20683",728,3.25,1,"Seasonal Dormant"
"16169G",728,10.50,1,"Seasonal Dormant"
"85083",728,-2.55,2,"Seasonal Dormant"
"20939",727,10.20,1,"Seasonal Dormant"
"72752B",727,12.75,2,"Seasonal Dormant"
"35999",726,2.55,1,"Seasonal Dormant"
"71101A",725,5.10,1,"Seasonal Dormant"
"37438",725,3.75,1,"Seasonal Dormant"
"21036",725,2.55,1,"Seasonal Dormant"
"20858",724,6.60,1,"Seasonal Dormant"
"21406",724,17.30,1,"Seasonal Dormant"
"35818C",724,6.86,1,"Seasonal Dormant"
"35815B",723,52.54,3,"Seasonal Dormant"
"17013B",723,224.46,3,"Seasonal Dormant"
"17011E",723,80.60,1,"Seasonal Dormant"
"17011C",723,225.70,2,"Seasonal Dormant"
"90004A",723,3.75,1,"Seasonal Dormant"
"48175",723,164.08,2,"Seasonal Dormant"
"35821P",723,5.90,2,"Seasonal Dormant"
"20881",722,3.40,2,"Seasonal Dormant"
"35930",722,0.38,1,"Seasonal Dormant"
"21475",722,0.00,1,"Seasonal Dormant"
"20882",722,11.80,2,"Seasonal Dormant"
"35974",722,3.75,1,"Seasonal Dormant"
"40046C",722,3.75,3,"Seasonal Dormant"
"18098A",721,5.90,2,"Seasonal Dormant"
"20884",721,8.40,3,"Seasonal Dormant"
"21525",721,0.00,2,"Seasonal Dormant"
"35915A",721,365.76,1,"Seasonal Dormant"
"35945",720,1.95,1,"Seasonal Dormant"
"16192",720,25.80,1,"Seasonal Dormant"
"21852",720,20.85,2,"Seasonal Dormant"
"85077",717,11.90,1,"Seasonal Dormant"
"16161C",717,45.00,2,"Seasonal Dormant"
"21225",717,2.50,2,"Seasonal Dormant"
"20885",716,0.00,1,"Seasonal Dormant"
"85123B",716,12.08,1,"Seasonal Dormant"
"21290",715,5.00,1,"Seasonal Dormant"
"47569",703,0.00,1,"Seasonal Dormant"
"35603B",693,-28.56,2,"Seasonal Dormant"
"21496",693,0.00,1,"Seasonal Dormant"
"85185E",688,6.70,2,"Seasonal Dormant"
"79065A",687,29.85,1,"Seasonal Dormant"
"78056",682,22.80,2,"Seasonal Dormant"
"21685",650,29.90,2,"Seasonal Dormant"
"40002",632,61.20,1,"Seasonal Dormant"
"35001P",617,3.49,2,"Seasonal Dormant"
"15002",398,0.00,1,"Seasonal Dormant"
"90142C",395,10.18,1,"Seasonal Dormant"
"90142B",382,10.18,1,"Seasonal Dormant"
"37477C",381,22.50,1,"Seasonal Dormant"
