"stock_code","monetary_gross","monetary_net"
"22860",1164.70,1139.95
"22861",564.06,564.06
"22862",3753.44,3736.44
"22863",3330.32,3291.97
"22864",158.76,158.76
"22865",35317.45,35053.10
"22866",33097.08,32812.38
"22867",30066.93,29894.73
"22868",324.31,324.31
"22869",527.91,525.96
"22870",492.19,492.19
"22871",368.18,368.18
"22872",398.35,398.35
"22873",316.35,316.35
"22874",321.74,321.74
"22875",322.20,322.20
"22876",293.84,293.84
"22877",313.18,309.28
"22878",454.72,452.62
"22879",180.15,180.15
"22880",352.39,352.39
"22881",313.89,313.89
"22882",366.91,364.96
"22883",308.20,306.25
"22884",316.62,316.62
"22885",288.97,287.02
"22886",238.22,238.22
"22887",218.42,218.42
"22888",184.52,184.52
"22889",445.26,417.96
"22890",8479.45,7998.10
"22891",3845.39,3683.89
"22892",4407.31,4267.37
"22893",1792.70,1783.88
"22894",5459.61,5442.61
"22895",9205.24,9187.54
"22896",5780.73,5734.83
"22897",3106.24,3045.34
"22898",7753.22,7751.57
"22899",6172.44,6157.99
"22900",24101.48,23548.88
"22902",3921.58,3871.18
"22903",2183.04,1303.04
"22904",12399.81,11513.91
"22905",3372.70,3372.70
"22906",7713.66,7623.36
"22907",8060.19,7882.91
"22908",4801.56,4795.61
"22909",18427.52,18093.30
"22910",72307.13,71121.53
"22911",2615.71,2574.41
"22912",1590.74,1561.04
"22913",2301.31,2281.51
"22914",3012.13,2987.38
"22915",1791.76,1738.84
"22916",1529.11,1521.31
"22917",1549.00,1541.20
"22918",1497.32,1489.52
"22919",1412.03,1404.23
"22920",2371.38,1530.33
"22921",1368.24,1360.44
"22922",1985.70,1741.20
"22923",1424.83,1290.83
"22924",1525.74,1285.49
"22925",3235.27,3187.67
"22926",4547.07,4457.82
"22927",3422.54,3339.24
"22928",2499.53,2463.83
"22929",1459.75,1264.75
"22930",3180.48,2978.88
"22931",2053.09,2053.09
"22932",2050.86,1788.06
"22933",2899.64,2561.84
"22934",1887.74,1878.89
"22935",2169.39,1971.39
"22936",1025.06,827.06
"22937",2706.39,2673.24
"22938",7059.87,6942.87
"22939",3782.75,3713.45
"22940",17103.44,16961.44
"22941",23864.26,23253.96
"22942",10019.87,9407.02
"22943",12961.20,12741.25
"22944",4342.95,4031.74
"22945",8706.19,8429.11
"22946",17532.69,17142.39
"22947",16948.35,16693.91
"22948",2605.07,2589.77
"22949",2973.63,2947.53
"22950",11718.33,10944.68
"22951",6116.48,6000.08
"22952",23482.74,23241.54
"22953",1029.58,1029.58
"22954",337.78,336.53
"22955",3030.48,3030.48
"22956",5058.43,4775.23
"22957",5157.00,5085.10
"22959",4002.96,3855.96
"22960",42926.50,41905.42
"22961",31447.91,31003.31
"22962",3988.21,3916.09
"22963",3406.24,3315.38
"22964",6248.92,6219.52
"22965",4049.76,3944.76
"22966",10764.61,10758.36
"22967",3318.17,3253.27
"22968",12960.44,12711.89
"22969",22799.18,22613.38
"22970",10699.05,10665.45
"22971",6095.01,6057.36
"22972",3518.42,3462.32
"22973",2542.48,2503.28
"22974",3089.08,3056.08
"22975",1905.85,1904.60
"22976",1571.93,1555.68
"22977",1435.26,1434.01
"22978",9949.43,9676.82
"22979",6997.93,6880.38
"22980",4163.08,4039.03
"22981",806.31,797.61
"22982",1780.49,1750.49
"22983",3068.91,2979.99
"22984",1445.96,1445.96
"22985",1908.68,1908.68
"22986",2391.58,2381.08
"22987",106.68,106.68
"22988",12061.68,11928.90
"22989",9688.37,9610.37
"22990",3164.32,2610.62
"22991",8392.94,7195.34
"22992",11803.54,10598.44
"22993",18805.54,18720.54
"22994",1031.64,1019.04
"22995",1184.40,1163.82
"22996",2314.74,2303.82
"22997",1150.96,1118.20
"22998",5884.32,5809.98
"22999",1326.84,1325.58
"23000",1461.80,1445.42
"23001",0.00,0.00
"23002",968.34,914.58
"23003",226.62,226.62
"23004",1026.42,949.14
"23005",2485.38,2484.96
"23006",815.88,783.12
"23007",8434.95,8333.25
"23008",6905.17,6786.52
"23009",4902.49,4902.49
"23010",5314.45,5263.60
"23012",4630.58,4598.98
"23013",4137.23,4113.53
"23014",3887.38,3851.83
"23015",379.76,322.01
"23016",637.65,617.70
"23017",901.16,888.66
"23018",637.12,637.12
"23019",629.05,629.05
"23020",2291.68,2218.03
"23021",525.69,525.69
"23022",820.64,758.24
"23023",464.20,460.90
"23024",673.64,668.66
"23025",851.99,839.51
"23026",1380.95,1351.83
"23027",658.94,658.94
"23028",2763.97,2752.42
"23029",2527.64,2481.44
"23031",2316.80,2283.80
"23032",4100.46,4024.56
"23033",1174.05,1174.05
"23034",1582.39,1573.69
"23035",3484.39,3471.34
"23036",237.34,237.34
"23037",335.03,335.03
"23038",47.81,47.81
"23039",428.62,416.92
"23040",1469.56,1469.56
"23041",1277.96,1178.36
"23042",764.67,698.17
"23043",618.27,618.27
"23044",431.58,431.58
"23045",514.56,431.56
"23046",2131.43,2131.43
"23047",333.50,333.50
"23048",2488.60,2347.50
"23049",4220.93,4196.18
"23050",4809.55,4801.30
"23051",3705.63,3689.13
"23052",7203.93,7195.68
"23053",3918.74,3910.49
"23054",3020.16,3011.91
"23055",1503.64,716.92
"23056",3006.58,1051.51
"23057",1891.20,1159.05
"23058",440.70,440.70
"23059",0.00,0.00
"23060",548.82,548.82
"23061",1487.90,1484.15
"23064",3817.52,2303.47
"23065",3752.08,3739.58
"23066",2311.97,2303.72
"23067",1336.22,1336.22
"23068",2006.61,2006.61
"23069",568.67,568.67
"23070",809.03,809.03
"23071",1230.10,796.10
"23072",1448.52,1064.52
"23073",1731.50,1719.00
"23074",650.52,638.04
"23075",2010.05,1868.95
"23076",10233.36,10198.36
"23077",15775.84,15700.84
"23078",9029.37,8969.37
"23079",2252.30,2127.00
"23080",10314.46,10223.71
"23081",4470.11,4420.61
"23082",9006.84,8903.68
"23083",7765.92,7551.75
"23084",82488.82,82280.42
"23085",3728.76,3600.01
"23086",1535.07,1515.07
"23087",1184.14,1165.39
"23088",1119.38,1119.38
"23089",4936.29,4910.64
"23090",2017.27,2009.80
"23091",3893.14,3849.39
"23092",3947.30,3869.55
"23093",2355.81,2348.34
"23094",2012.34,1987.34
"23096",1866.65,1866.65
"23099",991.80,938.60
"23100",2916.66,2915.41
"23101",1909.64,1909.64
"23102",1154.73,1154.73
"23103",7249.37,7203.17
"23104",1455.34,1455.34
"23106",861.91,827.23
"23107",1099.22,1099.22
"23108",13608.31,13290.71
"23109",7185.14,6946.10
"23110",4620.66,4327.41
"23111",4213.68,3930.48
"23112",5576.86,5337.01
"23113",6041.14,1238.08
"23114",791.90,777.05
"23115",856.64,856.64
"23116",447.18,447.18
"23117",581.71,576.76
"23118",6805.34,6625.34
"23119",1527.69,1505.37
"23120",720.20,689.96
"23121",1042.56,1042.56
"23122",1899.53,1897.04
"23123",813.89,808.91
"23124",907.61,907.61
"23125",706.51,706.51
"23126",5791.80,5712.60
"23127",4011.61,3947.26
"23128",2432.19,2397.54
"23129",4065.82,4061.67
"23130",4229.54,4192.19
"23131",4039.33,4014.43
"23132",5288.12,5265.12
"23133",5907.89,5899.64
"23134",6447.74,6447.74
"23135",5453.56,5453.56
"23136",556.73,556.73
"23137",298.00,298.00
"23138",1261.12,1243.72
"23139",555.02,537.62
"23140",873.66,823.86
"23141",330.82,330.82
"23142",1303.99,1284.44
"23143",323.14,323.14
"23144",4515.68,4479.16
"23145",2039.62,2029.17
"23146",2764.50,2600.40
"23147",2834.45,2812.70
"23148",1880.27,1869.48
"23149",261.37,233.98
"23150",435.39,432.90
"23151",124.25,124.25
"23152",2162.79,2136.54
"23153",1117.75,1102.75
"23154",6763.75,6636.87
"23155",2140.16,2010.45
"23156",3549.36,3499.44
"23157",5254.57,4810.57
"23158",5910.34,5785.54
"23159",4864.31,4812.31
"23160",1937.16,1929.66
"23161",2394.00,2379.00
"23162",5498.14,5498.14
"23163",5080.74,4966.34
"23164",2858.09,2853.14
"23165",5664.22,5509.72
"23166",81985.11,4505.47
"23167",4767.84,4402.65
"23168",5832.92,5767.31
"23169",7496.03,7116.88
"23170",12023.51,10977.21
"23171",10919.08,10772.83
"23172",6895.54,6741.24
"23173",26724.74,26288.34
"23174",13117.62,12772.42
"23175",10179.30,9953.80
"23176",5012.90,4911.65
"23177",6012.78,5967.78
"23178",1035.31,1020.86
"23179",1023.08,1023.08
"23180",770.28,765.33
"23181",1982.89,1949.89
"23182",4568.73,4557.11
"23183",1243.63,1209.88
"23184",5779.50,5715.15
"23185",114.85,114.56
"23186",819.46,810.22
"23187",695.06,678.57
"23188",7795.38,7772.28
"23189",3695.67,3692.78
"23190",2832.66,2829.36
"23191",3765.43,3760.48
"23192",7031.31,7026.36
"23193",4407.99,4362.99
"23194",4475.07,4391.82
"23196",3205.48,3186.63
"23197",2656.26,2620.01
"23198",5784.01,5691.21
"23199",34475.08,33165.83
"23200",15343.00,15099.37
"23201",31541.22,30465.20
"23202",22699.31,22256.85
"23203",46413.74,45337.34
"23204",9851.73,9713.39
"23205",7347.74,7207.49
"23206",23484.66,23385.86
"23207",14656.69,13997.09
"23208",10933.47,10823.62
"23209",22051.43,21985.63
"23210",3791.56,3571.80
"23211",3229.64,3199.64
"23212",3144.15,3069.15
"23213",2354.90,2339.90
"23214",1765.25,1765.25
"23215",7121.00,6906.20
"23216",647.95,647.95
"23217",1660.64,1660.64
"23218",500.25,500.25
"23219",632.60,632.60
"23220",963.87,943.95
"23221",1484.49,1436.35
"23222",746.42,716.54
"23223",830.27,810.35
"23224",677.59,665.97
"23225",1262.74,1183.06
"23226",1714.75,1654.75
"23227",2193.06,2185.56
"23228",2193.70,2043.94
"23229",7142.99,7102.10
"23230",3239.34,3197.34
"23231",3030.18,3030.18
"23232",3436.92,3415.50
"23233",2105.50,2095.00
"23234",5592.18,5545.94
"23235",2005.66,1965.20
"23236",7337.87,7242.50
"23237",4340.73,4271.38
"23238",8426.57,8360.97
"23239",3565.28,3449.48
"23240",17605.44,17398.74
"23241",5279.10,5264.54
"23242",3163.18,3107.02
"23243",24869.76,24314.31
"23244",1775.05,1758.10
"23245",35670.82,35249.32
"23247",7601.98,7483.44
"23249",1577.50,1489.79
"23250",1703.47,1561.67
"23251",2256.05,2183.55
"23252",2369.88,2246.13
"23253",4615.62,4583.72
"23254",7131.27,7048.27
"23255",4342.00,4304.65
"23256",9218.66,8880.66
"23263",5502.80,5444.05
"23264",2984.92,2983.67
"23265",2655.87,2637.12
"23266",2958.00,2943.00
"23267",1636.56,1576.56
"23268",2056.10,2038.70
"23269",1240.56,1240.56
"23270",1679.79,1671.09
"23271",1679.45,1679.45
"23272",601.70,601.70
"23273",1764.26,1757.66
"23274",2139.89,2134.94
"23275",4752.27,4656.86
"23280",1682.24,1680.58
"23281",1025.42,1025.42
"23282",903.00,903.00
"23283",7406.49,7349.04
"23284",40386.43,38785.18
"23285",4759.99,4758.29
"23286",4966.95,4925.30
"23287",1761.28,1717.93
"23288",4626.57,4611.40
"23289",2172.55,2157.55
"23290",3023.55,3011.05
"23291",2237.92,2225.42
"23292",2920.29,2894.04
"23293",7522.08,7495.52
"23294",3878.68,3867.89
"23295",5476.27,5465.48
"23296",6286.45,6252.70
"23297",6907.46,6864.56
"23298",50152.11,49669.30
"23299",3989.34,3959.34
"23300",13638.29,13406.69
"23301",20190.92,20022.02
"23302",2382.13,2327.89
"23303",126.75,126.75
"23304",138.45,138.45
"23305",159.90,159.90
"23306",4426.82,4416.67
"23307",6769.39,6720.99
"23308",3453.61,3453.61
"23309",5294.00,5258.80
"23310",5099.73,5099.73
"23311",7412.15,7358.60
"23312",6405.30,6401.15
"23313",18637.20,18572.85
"23314",5387.40,5324.90
"23315",2293.78,2195.98
"23316",2791.03,2781.08
"23317",2006.97,2006.97
"23318",9979.39,9610.68
"23319",10269.58,10024.61
"23320",7199.62,7162.05
"23321",10078.98,10014.63
"23322",9618.92,9449.07
"23323",3338.86,3332.56
"23324",861.68,794.17
"23325",780.48,750.78
"23326",2474.57,2474.57
"23327",1090.26,1085.54
"23328",19043.69,19014.05
"23329",3281.73,3276.78
"23330",2392.75,2385.25
"23331",1192.28,1192.28
"23332",3829.67,3826.37
"23333",2892.25,2877.25
"23334",1638.00,1638.00
"23335",859.00,834.04
"23336",622.53,622.53
"23337",425.98,425.98
"23338",1010.48,998.00
"23339",489.68,489.68
"23340",4188.71,4188.71
"23341",3165.60,3165.60
"23342",3301.32,3292.82
"23343",18203.32,17697.64
"23344",29908.10,29421.14
"23345",3018.00,3009.25
"23346",3253.93,3246.43
"23347",1154.85,1112.35
"23348",1904.46,1857.20
"23349",5234.81,5189.81
"23350",3735.76,3690.76
"23351",6057.28,5937.40
"23352",2957.39,2927.39
"23353",3951.28,3921.40
"23354",4107.87,4048.11
"23355",33135.05,32518.25
"23356",13713.89,13660.34
"23357",2132.10,2132.10
"23358",2330.61,2086.23
"23359",1898.12,1898.12
"23360",2424.50,2424.50
"23365",1934.71,1934.71
"23366",2126.95,2126.95
"23367",3179.10,3168.70
"23368",1962.70,1958.80
"23369",2108.83,2108.83
"23370",2659.34,2658.09
"23371",2834.34,2834.34
"23372",1980.36,1960.36
"23373",1385.12,1385.12
"23374",1981.58,1968.46
"23375",1141.44,1140.62
"23376",1774.36,1765.00
"23377",716.90,713.78
"23378",2409.57,2409.57
"23379",502.71,502.71
"23380",1155.23,1141.19
"23381",581.14,581.14
"23382",8557.32,8493.57
"23388",3709.83,3709.83
"23389",5314.53,5306.23
"23390",3179.03,3174.88
"23391",1802.34,1802.34
"23392",1784.78,1734.86
"23393",3554.57,3475.82
"23394",2285.30,2285.30
"23395",3958.43,3932.18
"23396",3222.83,3207.83
"23397",6125.40,6065.70
"23398",574.87,574.02
"23399",1951.47,1951.47
"23400",2571.32,2558.82
"23401",2554.23,2535.48
"23402",1266.64,1266.64
"23403",2427.91,2416.66
"23404",5014.94,4871.39
"23405",1494.91,1489.96
"23406",2696.78,2678.03
"23407",2992.14,2932.44
"23408",644.80,615.68
"23409",831.64,805.39
"23410",290.10,281.95
"23411",1220.67,1215.72
"23412",2440.46,2425.46
"23413",1075.22,1025.42
"23414",1409.49,1369.69
"23415",418.76,410.51
"23416",214.29,214.29
"23417",177.24,177.24
"23418",1265.12,1265.12
"23419",1192.40,1190.32
"23420",372.02,372.02
"23421",382.24,382.24
"23422",548.10,548.10
"23423",996.30,977.55
"23424",3052.29,3047.34
"23425",807.45,790.02
"23426",3702.08,3684.74
"23427",3085.26,3062.36
"23428",792.32,776.02
"23429",441.42,441.42
"23430",318.51,318.51
"23431",1229.33,1216.05
"23432",1131.52,1131.52
"23433",1213.99,1174.98
"23434",2143.84,2135.94
"23435",858.56,858.56
"23436",2483.13,2464.38
"23437",2445.01,2442.51
"23438",2276.34,2276.34
"23439",10136.92,10136.92
"23440",299.36,299.36
"23441",9.24,9.24
"23442",83.20,83.20
"23444",1200.00,1185.00
"23445",2191.47,2174.87
"23446",230.25,230.25
"23447",231.90,231.90
"23448",41.25,41.25
"23449",15.00,15.00
"23451",593.34,593.34
"23452",1052.62,1050.67
"23453",620.11,620.11
"23454",807.85,799.55
"23455",572.32,572.32
"23456",634.10,625.80
"23457",601.16,601.16
"23458",762.45,687.70
"23459",412.50,375.00
"23460",1007.08,957.33
"23461",3173.87,3157.27
"23462",1731.93,1381.83
"23463",159.40,159.40
"23464",119.20,119.20
"23465",264.26,264.26
"23466",597.81,589.56
"23467",164.49,164.49
"23468",156.75,156.75
"23469",1454.72,1438.12
"23470",1597.60,1526.90
"23471",637.58,637.58
"23472",1010.94,1010.94
"23473",573.21,573.21
"23474",295.41,295.41
"23475",251.96,251.96
"23476",281.94,281.94
"23477",140.69,140.69
"23478",341.62,341.62
"23479",925.11,925.11
"23480",7319.69,7251.59
"23481",296.13,296.13
"23482",670.89,670.89
"23483",1746.10,1704.86
"23484",611.04,611.04
"23485",5968.84,5561.44
"23486",4411.79,4212.14
"23487",837.16,747.61
"23489",2906.02,2906.02
"23490",2099.91,2088.66
"23491",1931.02,1922.77
"23492",660.26,660.26
"23493",10259.76,10248.36
"23494",6513.12,6126.37
"23495",373.32,373.32
"23496",199.04,199.04
"23497",3803.29,3785.89
"23498",2545.21,2545.21
"23499",649.98,649.98
"23500",2147.86,2147.86
"23501",2332.44,2332.44
"23502",953.84,953.84
"23503",5478.14,5475.64
"23504",3624.05,3624.05
"23505",2064.08,2064.08
"23506",1151.96,1151.96
"23507",1183.16,1183.16
"23508",1313.86,1313.02
"23509",469.72,469.72
"23510",1335.86,1335.86
"23511",1457.60,1447.20
"23512",1029.02,1029.02
"23513",1155.56,1143.08
"23514",1045.64,1033.16
"23515",1254.58,1254.58
"23516",1092.19,1092.19
"23517",1131.88,1131.88
"23518",1005.89,988.55
"23519",829.61,829.61
"23520",615.47,615.47
"23521",938.12,938.12
"23522",802.71,802.71
"23523",1196.19,1173.69
"23524",1673.28,1650.78
"23525",1949.75,1927.25
"23526",7695.98,7600.78
"23527",1462.15,1435.90
"23528",1627.60,1627.60
"23529",2071.67,2071.67
"23530",4631.29,4631.29
"23531",5757.16,5757.16
"23532",949.69,949.69
"23533",1060.94,1060.94
"23534",10896.92,10855.27
"23535",10981.87,10975.92
"23536",3610.23,3586.43
"23537",715.56,715.56
"23538",1385.16,1385.16
"23539",1326.19,1326.19
"23540",1003.58,1003.58
"23541",7493.13,7476.63
"23542",4157.64,4108.94
"23543",7152.05,7152.05
"23544",1015.78,1007.53
"23545",1027.70,1027.70
"23546",1365.00,1365.00
"23547",661.50,661.50
"23548",451.50,451.50
"23549",550.20,550.20
"23550",765.20,765.20
"23551",1050.22,1050.22
"23552",4427.10,4427.10
"23553",6644.45,6644.45
"23554",4880.41,4880.41
"23555",4830.49,4830.49
"23556",4961.97,4949.47
"23557",3992.69,3992.69
"23558",4803.54,4803.54
"23559",1835.54,1835.54
"23560",551.29,551.29
"23561",493.37,493.37
"23562",770.91,770.91
"23564",979.11,979.11
"23565",737.62,731.37
"23566",1394.34,1389.34
"23567",349.41,348.16
"23568",910.52,909.27
"23569",4938.02,4928.12
"23570",7568.74,7568.74
"23571",9512.92,9512.92
"23574",105.00,90.00
"23575",429.30,429.30
"23576",453.73,453.73
"23578",142.24,142.24
"23579",441.35,441.35
"23580",255.34,255.34
"23581",14665.62,14440.86
"23582",11904.60,11681.92
"23583",5743.41,5726.91
"23595",0.00,0.00
"23597",696.44,678.74
"23598",1256.06,1256.06
"23601",39.84,39.84
"23602",5.82,5.82
"23603",99.60,99.60
"23604",13.28,13.28
"23605",23.28,23.28
"23607",26.56,26.56
"23608",23.28,23.28
"23609",5.82,5.82
"23610",12.48,12.48
"23611",199.20,199.20
"23612",16.60,16.60
"23613",54.78,54.78
"23614",173.16,173.16
"23615",19.92,19.92
"23616",39.84,39.84
"23617",11.64,11.64
"23619",19.92,19.92
"23620",49.80,49.80
"23621",29.88,29.88
"23623",46.56,46.56
"23624",19.92,19.92
"23625",89.82,89.82
"23626",214.14,214.14
"23627",34.86,34.86
"23628",5.82,5.82
"23629",119.52,119.52
"23630",7.97,4.98
"23632",62.40,62.40
"23633",14.94,14.94
"23634",29.10,29.10
"23635",24.96,24.96
"23636",52.38,52.38
"23637",54.78,54.78
"23638",11.64,11.64
"23639",26.64,26.64
"23640",44.82,44.82
"23643",6.66,6.66
"23644",33.30,33.30
"23645",44.82,44.82
"23646",39.84,39.84
"23649",9.96,9.96
"23650",19.92,19.92
"23652",11.64,11.64
"23654",24.90,24.90
"23660",585.87,559.47
"23661",450.58,417.58
"23664",1.65,1.65
"23681",2617.53,2617.53
"23691",481.50,481.50
"23692",21.00,21.00
"23694",188.32,188.32
"23695",339.86,339.86
"23697",209.52,209.52
"23702",27.00,27.00
"30086C",3.40,3.40
"35001B",62.82,56.92
"35001G",2787.52,2750.23
"35001P",6.98,3.49
"35001W",3459.14,3392.33
"35004B",8681.50,8316.85
"35004C",18859.05,18432.25
"35004G",1560.81,1538.22
"35004P",948.78,948.78
"35004S",648.40,591.88
"35015",144.32,144.32
"35051B",5.88,5.88
"35071",61.48,61.48
"35085E",44.25,44.25
"35095A",845.55,845.55
"35095B",873.41,873.41
"35096A",316.51,316.51
"35096B",110.35,110.35
"35160",1594.04,1594.04
"35233",37.50,37.50
"35240",424.50,424.50
"35241",1981.59,1922.19
"35265",81.95,81.95
"35271S",87.76,87.76
"35400",17288.10,16508.65
"35443",14.45,14.45
"35471A",649.42,618.17
"35471D",2123.72,2121.22
"35537",5.46,5.46
"35591T",21.25,21.25
"35594",148.16,138.08
"35596",24.65,24.65
"35597A",12.50,12.50
"35597B",425.70,425.70
"35597D",25.28,25.28
"35598A",29.50,29.50
"35598B",956.45,956.45
"35598C",8.85,8.85
"35598D",1525.28,1524.63
"35599B",1121.05,1121.05
"35599D",1866.38,1848.68
"35600A",0.00,0.00
"35600D",519.40,519.40
"35603B",21.84,-28.56
"35603C",49.56,49.56
"35605A",0.00,0.00
"35607A",133.31,133.31
"35607B",65.70,65.70
"35609A",184.27,184.27
"35610A",118.04,118.04
"35610B",144.07,144.07
"35610C",89.21,89.21
"35611B",69.10,69.10
"35633B",24.70,24.70
"35637A",1639.15,1633.20
"35637C",388.93,388.93
"35638A",88.05,88.05
"35638B",358.33,358.33
"35644",40.95,40.95
"35645",386.87,386.87
"35646",1333.00,1333.00
"35647",843.98,843.98
"35648",1604.85,1584.10
"35649",1529.98,1529.98
"35650",14.85,14.85
"35651",1502.49,1482.69
"35652",21.50,21.50
"35653",1425.21,1425.21
"35654",59.40,59.40
"35751C",12.61,12.61
"35751D",5.32,5.32
"35793",258.61,258.61
"35809A",2118.83,2118.83
"35809B",292.60,292.60
"35810A",1927.12,1925.02
"35810B",589.39,578.60
"35811A",944.36,940.16
"35815B",52.54,52.54
"35815P",75.88,75.88
"35816B",63.21,63.21
"35816P",149.98,149.98
"35817B",66.47,66.47
"35817P",226.82,226.82
"35818B",191.72,191.72
"35818C",6.86,6.86
"35818P",275.68,275.68
"35819B",202.41,202.41
"35819P",66.55,66.55
"35821B",57.00,57.00
"35821P",5.90,5.90
"35822B",87.02,87.02
"35822P",43.32,43.32
"35823P",5.90,5.90
"35824B",206.22,206.22
"35824C",117.05,117.05
"35824P",136.44,136.44
"35832",5687.85,5674.30
"35833G",243.32,243.32
"35833P",442.59,442.59
"35837",1.70,1.70
"35838A",192.05,192.05
"35838B",87.55,87.55
"35840",163.26,162.41
"35909A",59.00,59.00
"35909B",47.20,47.20
"35910A",105.30,105.30
"35910B",69.49,69.49
"35911A",623.73,623.73
"35911B",249.82,249.82
"35912B",384.77,384.77
"35913B",102.33,102.33
"35914",426.91,426.91
"35915A",365.76,365.76
"35915B",820.80,820.80
"35915C",1055.88,1055.88
"35916A",180.73,180.73
"35916B",207.89,207.89
"35916C",262.85,262.85
"35918B",12.50,11.25
"35920",317.43,317.43
"35921",468.14,466.89
"35922",789.78,769.98
"35923",1180.83,1176.69
"35924",4544.40,4196.72
"35930",0.38,0.38
"35931",78.12,78.12
"35932",15.63,15.63
"35933",144.20,144.20
"35936",13.68,13.68
"35937",71.44,71.44
"35945",1.95,1.95
"35950",1.25,1.25
"35951",764.47,764.47
"35953",2378.28,2348.28
"35954",1079.17,1079.17
"35955",34.62,34.62
"35957",1703.46,1683.54
"35958",1034.26,1034.26
"35961",10799.89,10799.04
"35962",1611.56,1609.46
"35963",38.38,38.38
"35964",891.99,891.99
"35965",2133.89,2114.93
"35966",129.96,129.96
"35967",666.94,666.56
"35968",462.64,453.14
"35969",708.20,708.20
"35970",17338.89,17216.03
"35971",2262.03,2240.78
"35972",736.51,736.51
"35973",63.75,63.75
"35974",3.75,3.75
"35976B",1.25,-13.75
"35978",0.00,0.00
"35979",377.21,341.81
"35980B",1.52,1.52
"35980C",152.78,136.06
"35981C",329.10,329.10
"35991",262.25,262.25
"35995",4.20,4.20
"35999",2.55,2.55
"37112",41.25,41.25
"37326",7.97,7.97
"37327",1343.79,1342.23
"37330",982.28,959.18
"37333",1064.80,1064.80
"37340",5223.35,4722.13
"37342",2214.31,2168.63
"37343",2125.78,2125.78
"37345",586.00,586.00
"37348",38.25,30.60
"37351",653.31,653.31
"37352",504.55,504.55
"37370",13745.08,13687.66
"37379A",280.90,279.65
"37379B",181.50,181.50
"37399",75.00,75.00
"37408",6.25,6.25
"37409",5.95,5.95
"37410",3557.73,3550.23
"37413",285.27,285.27
"37422",442.48,442.48
"37423",971.53,676.33
"37424",1293.95,1019.39
"37432",3.90,3.90
"37438",3.75,3.75
"37441",1972.20,1970.10
"37444A",693.70,520.71
"37444B",480.76,352.84
"37444C",1005.96,906.12
"37446",5987.10,5865.40
"37447",5204.73,5095.57
"37448",7346.40,7248.54
"37449",24462.02,22227.87
"37450",7647.73,7454.53
"37451",4.95,-3.55
"37461",859.38,858.13
"37462B",124.58,124.16
"37462E",65.97,60.93
"37464",532.29,532.29
"37467",525.58,525.58
"37468",55.05,55.05
"37471",245.30,176.90
"37474",742.52,742.52
"37475",1429.62,1429.62
"37476",3600.92,3600.92
"37477B",41.25,37.50
"37477C",22.50,22.50
"37479B",1180.22,1180.22
"37479P",249.81,249.81
"37481",15.30,15.30
"37482B",1196.57,1196.57
"37482P",1260.30,1260.30
"37483",232.89,230.34
"37484",6.75,6.75
"37485",207.69,207.69
"37487B",19.72,19.72
"37488A",19.77,16.82
"37489A",59.19,59.19
"37489B",30.42,30.42
"37489C",34.57,34.57
"37489D",28.86,28.86
"37491A",85.05,85.05
"37491B",43.66,43.66
"37491C",308.64,308.64
"37491D",103.46,103.46
"37492A",225.59,220.94
"37492B",956.24,908.54
"37492C",481.95,477.30
"37492D",701.63,688.43
"37494A",1112.00,1097.25
"37495",6128.20,5635.00
"37500",7448.15,7308.28
"37501",3796.10,3691.85
"37502",2898.68,2895.73
"37503",27071.86,26556.41
"37506",214.20,214.20
"37508",237.29,237.29
"37509",71.40,68.85
"40001",2263.74,2234.94
"40002",66.30,61.20
"40003",1318.79,1301.69
"40005B",28.05,28.05
"40016",6013.50,6013.50
"40018E",1043.54,1043.54
"40018F",2200.22,2176.82
"40046A",556.57,556.57
"40046C",3.75,3.75
"44089A",17.22,17.22
"44089C",28.56,28.56
"44091A",7.56,7.56
"44091C",41.16,41.16
"44092B",12.75,12.75
"44092C",21.25,21.25
"44217M",236.40,0.00
"44228",40.80,40.80
"44230",5329.06,5251.15
"44234",298.90,298.48
"44235",303.84,303.84
"44236",112.32,112.32
"44241C",61.20,61.20
"44242A",11.98,11.98
"44242B",125.28,125.28
"44265",34.00,34.00
"45008C",1042.54,1042.54
"45013",132.00,132.00
"45014",4.65,4.65
"45016",598.71,553.71
"46000M",3950.95,3918.40
"46000P",909.50,896.75
"46000R",358.15,358.15
"46000S",5061.95,4960.45
"46000U",313.75,313.75
"46037A",7.50,7.50
"46115B",54.34,54.34
"46118",751.76,751.76
"46126A",468.73,468.73
"46137D",138.65,138.65
"46138B",238.23,227.18
"46138D",1.95,1.95
"46307",472.26,472.26
"46775A",2003.71,1986.76
"46775B",84.75,84.75
"46775D",2994.98,2893.33
"46775E",2311.55,2311.55
"46776A",2244.46,2244.46
"46776B",2363.62,2363.62
"46776C",1571.70,1571.70
"46776D",1202.29,1178.43
"46776E",1138.51,1138.51
"46776F",3046.28,3046.28
"47013A",39.87,39.87
"47013C",47.99,46.55
"47016",65.10,65.10
"47021G",712.27,712.27
"47310M",1336.55,1336.55
"47341A",46.25,46.25
"47341B",67.50,67.50
"47343A",206.26,206.26
"47344B",56.16,56.16
"47347B",190.04,190.04
"47348A",62.01,62.01
"47351B",269.90,147.50
"47367B",1142.05,1138.30
"47369A",215.90,215.90
"47369B",238.62,238.62
"47420",68.78,68.78
"47421",583.62,570.18
"47422",500.76,480.18
"47469",676.18,644.98
"47471",365.21,365.21
