"stock_code","recency_days"
"90072",0
"90073",1
"90074",10
"90075",15
"90076",15
"90077",92
"90078",360
"90079",60
"90081A",1
"90081B",204
"90081C",1
"90082A",1
"90082B",1
"90082C",666
"90082D",11
"90083",1
"90084",278
"90085",6
"90086",0
"90087",0
"90088",378
"90089",0
"90090",378
"90091",423
"90092",331
"90093",2
"90094",3
"90095",530
"90096",25
"90098",14
"90099",3
"90100",288
"90101",1
"90102",185
"90103",3
"90104",234
"90108",7
"90111",641
"90112",350
"90114",0
"90115",190
"90116",0
"90118",3
"90119",0
"90120A",318
"90120B",0
"90120C",0
"90120D",302
"90121B",679
"90122A",23
"90122B",98
"90122C",6
"90123A",59
"90123B",129
"90123C",129
"90123D",10
"90124A",40
"90124B",27
"90124C",35
"90125A",148
"90125B",6
"90125C",196
"90125D",148
"90125E",196
"90126A",361
"90126B",622
"90126C",146
"90127A",146
"90127B",455
"90128A",135
"90128B",364
"90128C",71
"90128D",297
"90129A",66
"90129B",1
"90129C",1
"90129D",50
"90129E",15
"90129F",1
"90130A",13
"90130B",0
"90130C",0
"90130D",10
"90131",190
"90132",101
"90133",6
"90134",0
"90135",227
"90135A",234
"90136",227
"90137",141
"90138",0
"90139",627
"90140",101
"90141A",8
"90141B",0
"90141C",16
"90141D",144
"90141E",58
"90142A",356
"90142B",382
"90142C",395
"90142D",46
"90143",7
"90144",10
"90145",0
"90146",1
"90147",11
"90148",73
"90149",6
"90150",441
"90151",11
"90152A",8
"90152B",361
"90152C",297
"90154",20
"90155",0
"90156",95
"90157",10
"90158",1
"90159",29
"90160A",2
"90160B",29
"90160C",1
"90160D",21
"90161A",1
"90161B",1
"90161C",1
"90161D",0
"90162A",32
"90162B",30
"90162C",39
"90162D",39
"90163A",0
"90163B",3
"90164A",6
"90164B",3
"90165A",22
"90165B",0
"90166",1
"90167",369
"90168",0
"90169",0
"90170",0
"90171",637
"90173",58
"90174",0
"90175A",0
"90175B",29
"90175C",21
"90175D",0
"90176A",30
"90176B",22
"90176C",108
"90176D",30
"90176E",6
"90177A",0
"90177B",0
"90177C",0
"90177D",6
"90177E",17
"90178A",49
"90178B",356
"90179A",1
"90179B",3
"90179C",8
"90180A",9
"90180B",2
"90181A",8
"90181B",0
"90181C",234
"90182A",2
"90182B",1
"90182C",0
"90183A",0
"90183B",3
"90183C",0
"90184A",28
"90184B",3
"90184C",0
"90185A",22
"90185B",0
"90185C",38
"90185D",189
"90186A",9
"90186B",10
"90187A",283
"90187B",1
"90188",0
"90189A",20
"90189B",588
"90190A",15
"90190B",16
"90190C",10
"90191",0
"90192",0
"90194",50
"90195A",3
"90195B",29
"90196A",10
"90196B",29
"90197B",2
"90197D",611
"90198A",0
"90198B",5
"90199A",36
"90199B",6
"90199C",9
"90199D",9
"90200A",0
"90200B",1
"90200C",262
"90200D",1
"90200E",1
"90201A",0
"90201B",0
"90201C",0
"90201D",0
"90202A",0
"90202B",0
"90202C",0
"90202D",0
"90203",410
"90204",7
"90205A",15
"90205C",10
"90206A",1
"90206C",0
"90208",0
"90209A",35
"90209B",68
"90209C",38
"90210A",0
"90210B",0
"90210C",0
"90210D",28
"90211A",3
"90211B",36
"90212B",216
"90212C",93
"90214A",0
"90214B",3
"90214C",0
"90214D",0
"90214E",0
"90214F",1
"90214G",1
"90214H",1
"90214I",0
"90214J",2
"90214K",0
"90214L",0
"90214M",3
"90214N",0
"90214O",2
"90214P",0
"90214R",0
"90214S",0
"90214T",3
"90214U",3
"90214V",3
"90214W",3
"90214Y",2
"90214Z",3
