"customer_id","recency_days","frequency_completed","cancellation_count","monetary_gross","monetary_net","avg_interval_whole_day","avg_interval_fractional_day","distinct_variants_purchased","distinct_families_purchased","order_return_rate_pct","line_item_return_rate_pct"
"15712",8,12,1,3472.41,3467.46,65.8,66.28,86,83,7.7,0.6
"15713",142,4,2,839.64,814.84,193.0,193.39,48,48,33.3,3.7
"15714",11,5,0,783.96,783.96,135.5,135.99,45,44,0.0,0.0
"15715",555,5,0,658.02,658.02,15.8,15.98,33,32,0.0,0.0
"15716",145,11,0,2482.74,2482.74,58.1,58.70,187,176,0.0,0.0
"15717",233,5,0,607.00,607.00,89.0,89.53,17,16,0.0,0.0
"15718",539,1,0,293.79,293.79,NULL,NULL,18,18,0.0,0.0
"15719",32,31,8,10194.32,10117.22,23.1,23.53,448,429,20.5,0.7
"15720",23,2,0,739.22,739.22,525.0,525.96,152,152,0.0,0.0
"15721",11,1,0,471.40,471.40,NULL,NULL,80,80,0.0,0.0
"15722",35,11,4,5234.00,5107.85,60.0,60.49,91,86,26.7,7.8
"15723",364,4,0,930.70,930.70,69.3,69.98,108,103,0.0,0.0
"15724",200,3,2,310.85,299.80,99.5,99.59,17,17,40.0,15.0
"15725",14,1,0,415.25,415.25,NULL,NULL,32,32,0.0,0.0
"15726",389,1,0,321.91,321.91,NULL,NULL,23,22,0.0,0.0
"15727",16,15,0,9371.71,9371.71,47.2,47.72,426,409,0.0,0.0
"15728",48,2,1,544.60,409.80,64.0,64.83,10,9,33.3,25.0
"15729",197,3,2,192.55,154.70,95.0,95.48,10,10,40.0,15.4
"15730",65,5,2,1726.58,1708.18,91.0,91.48,102,100,28.6,3.5
"15731",553,1,0,125.30,125.30,NULL,NULL,8,8,0.0,0.0
"15732",211,10,2,1543.97,1499.42,50.8,51.24,53,52,16.7,2.9
"15733",282,1,0,162.30,162.30,NULL,NULL,10,10,0.0,0.0
"15734",114,4,0,2263.30,2263.30,143.7,144.28,36,33,0.0,0.0
"15735",420,1,0,327.68,327.68,NULL,NULL,19,19,0.0,0.0
"15736",429,2,1,1767.12,1668.67,0.0,0.00,95,93,33.3,2.9
"15737",14,8,4,1188.12,1121.21,32.3,32.58,60,60,33.3,10.1
"15738",18,41,4,13043.32,13015.42,17.2,17.77,70,65,8.9,0.8
"15739",65,1,0,449.12,449.12,NULL,NULL,8,8,0.0,0.0
"15740",48,1,0,154.88,154.88,NULL,NULL,9,9,0.0,0.0
"15741",457,2,0,208.62,208.62,160.0,160.18,11,11,0.0,0.0
"15742",618,1,0,156.87,156.87,NULL,NULL,41,41,0.0,0.0
"15743",15,4,0,775.96,775.96,56.0,56.10,59,59,0.0,0.0
"15744",77,1,0,34.80,34.80,NULL,NULL,3,3,0.0,0.0
"15745",8,4,2,1094.59,1071.24,72.0,72.34,57,56,33.3,4.6
"15746",133,1,1,196.88,182.96,NULL,NULL,28,25,50.0,3.4
"15747",12,9,1,2499.81,2497.86,84.3,84.76,116,111,10.0,0.5
"15748",39,3,0,609.81,609.81,204.0,204.42,34,34,0.0,0.0
"15749",234,3,1,44534.30,21535.90,48.5,48.51,5,5,25.0,33.3
"15750",2,18,6,6452.99,6362.60,42.7,43.28,388,379,25.0,2.2
"15751",460,11,3,1380.44,1318.84,27.0,27.30,90,80,21.4,3.0
"15752",39,9,1,3924.91,3916.46,51.6,52.25,359,344,10.0,0.2
"15753",304,1,0,79.20,79.20,NULL,NULL,1,1,0.0,0.0
"15754",50,9,3,3037.61,3001.86,75.0,75.51,114,111,25.0,3.0
"15755",0,17,3,5993.12,5936.95,44.9,45.33,281,272,15.0,2.9
"15756",60,4,0,528.01,528.01,62.3,62.66,160,155,0.0,0.0
"15757",65,6,0,2940.36,2940.36,96.0,96.39,162,162,0.0,0.0
"15758",24,1,0,205.25,205.25,NULL,NULL,9,9,0.0,0.0
"15759",217,7,3,830.93,810.98,86.2,86.54,10,10,30.0,15.0
"15761",442,1,0,143.05,143.05,NULL,NULL,5,5,0.0,0.0
"15762",64,2,0,583.75,583.75,12.0,12.04,37,37,0.0,0.0
"15763",31,2,1,1086.92,1048.67,45.0,45.90,58,57,33.3,3.2
"15764",80,8,6,4503.08,4453.28,55.6,55.74,187,187,42.9,3.9
"15765",666,1,0,370.63,370.63,NULL,NULL,25,25,0.0,0.0
"15766",63,3,1,831.06,799.66,308.5,309.02,21,21,25.0,7.1
"15768",115,34,1,15308.89,15307.26,18.4,18.82,437,404,2.9,0.2
"15769",6,46,3,88612.52,84183.52,15.6,16.03,26,23,6.1,7.1
"15770",612,1,0,321.45,321.45,NULL,NULL,18,16,0.0,0.0
"15771",603,3,0,1006.54,1006.54,44.5,44.54,26,26,0.0,0.0
"15772",417,1,0,280.88,280.88,NULL,NULL,16,16,0.0,0.0
"15773",5,2,0,774.52,774.52,403.0,403.89,46,45,0.0,0.0
"15774",68,6,0,1287.09,1287.09,117.2,117.59,87,84,0.0,0.0
"15775",244,2,0,150.50,150.50,386.0,386.23,9,9,0.0,0.0
"15776",132,1,0,241.62,241.62,NULL,NULL,18,18,0.0,0.0
"15777",240,7,2,1762.61,1732.16,54.2,54.54,29,29,22.2,4.9
"15778",430,1,0,307.95,307.95,NULL,NULL,17,16,0.0,0.0
"15779",462,2,0,124.08,124.08,69.0,69.03,8,8,0.0,0.0
"15780",183,3,0,475.28,475.28,86.5,87.01,26,25,0.0,0.0
"15781",24,3,1,345.46,333.56,140.0,140.12,20,20,25.0,4.8
"15782",9,4,2,4014.10,3985.65,139.7,140.27,51,51,33.3,3.2
"15783",10,1,0,246.30,246.30,NULL,NULL,14,14,0.0,0.0
"15784",467,2,0,848.33,848.33,204.0,204.83,33,33,0.0,0.0
"15785",29,16,10,5969.93,5825.33,45.8,46.12,102,97,38.5,7.8
"15786",43,5,4,8501.62,8379.65,122.3,122.54,358,349,44.4,3.3
"15787",25,3,0,933.26,933.26,17.5,17.54,156,156,0.0,0.0
"15788",500,1,1,221.83,215.53,NULL,NULL,14,14,50.0,6.7
"15789",357,6,1,1962.01,1932.01,52.8,53.03,110,102,14.3,1.4
"15790",9,1,0,218.75,218.75,NULL,NULL,34,34,0.0,0.0
"15791",43,5,4,3608.34,3541.79,149.3,149.51,121,120,44.4,7.2
"15792",399,2,0,933.84,933.84,218.0,218.94,57,55,0.0,0.0
"15793",8,8,1,2399.57,2382.92,103.0,103.41,12,12,11.1,3.2
"15794",735,2,0,777.00,777.00,0.0,0.91,15,15,0.0,0.0
"15795",149,8,0,1979.87,1979.87,77.0,77.28,111,106,0.0,0.0
"15796",0,17,4,5170.63,5066.33,38.1,38.58,137,135,19.0,1.7
"15797",112,5,0,2806.08,2806.08,141.8,142.04,11,11,0.0,0.0
"15798",492,3,0,1535.37,1535.37,94.0,94.44,73,68,0.0,0.0
"15799",75,4,0,1421.34,1421.34,114.0,114.31,143,138,0.0,0.0
"15800",106,7,0,1227.07,1227.07,85.0,85.17,198,198,0.0,0.0
"15801",45,3,1,1063.95,1042.19,31.0,31.58,61,61,25.0,7.2
"15803",50,4,0,1929.66,1929.66,208.0,208.31,48,46,0.0,0.0
"15804",0,13,6,4206.39,3848.55,16.1,16.51,170,166,31.6,4.0
"15805",22,30,10,10148.93,9668.62,24.0,24.35,337,325,25.0,4.9
"15806",45,3,0,784.58,784.58,115.0,115.11,24,23,0.0,0.0
"15807",49,5,1,1817.52,1807.57,153.5,153.99,85,84,16.7,1.1
"15808",305,21,3,17180.25,17038.95,21.1,21.60,348,336,12.5,1.9
"15809",35,7,2,1274.44,862.88,82.7,83.18,51,51,22.2,13.4
"15810",78,8,5,2999.04,2724.80,84.3,84.95,89,82,38.5,14.0
"15811",16,7,3,3392.55,3345.25,60.3,60.99,204,189,30.0,2.2
"15812",106,12,1,5201.47,5186.17,55.6,56.09,87,85,7.7,0.8
"15813",207,2,0,1303.91,1303.91,31.0,31.96,40,40,0.0,0.0
"15814",2,6,2,2634.44,2531.84,116.8,117.35,83,83,25.0,2.0
"15815",63,5,0,2100.60,2100.60,48.8,49.04,33,32,0.0,0.0
"15816",541,2,1,144.15,93.30,0.0,0.03,11,11,33.3,8.3
"15817",420,3,0,2766.40,2766.40,60.5,61.45,133,126,0.0,0.0
"15818",587,1,0,340.50,340.50,NULL,NULL,11,11,0.0,0.0
"15819",48,10,1,3934.79,3911.28,64.3,64.68,182,178,9.1,1.5
"15820",319,1,0,206.98,206.98,NULL,NULL,17,17,0.0,0.0
"15821",43,2,0,570.96,570.96,17.0,17.10,57,56,0.0,0.0
"15822",2,6,2,1840.06,1797.71,145.6,146.00,46,45,25.0,8.5
"15823",336,2,3,3867.17,3047.76,2.0,2.12,154,151,60.0,10.5
"15824",452,2,0,890.94,890.94,78.0,78.92,24,23,0.0,0.0
"15825",171,1,0,532.94,532.94,NULL,NULL,20,15,0.0,0.0
"15826",50,4,2,2598.28,2583.13,170.3,170.65,100,99,33.3,1.7
"15827",72,28,14,3603.14,3247.09,22.9,23.23,124,123,33.3,13.9
"15828",374,1,0,1108.82,1108.82,NULL,NULL,74,69,0.0,0.0
"15829",98,2,0,636.14,636.14,41.0,41.27,44,41,0.0,0.0
"15830",28,1,1,576.00,547.70,NULL,NULL,39,39,50.0,4.9
"15831",57,3,1,794.64,740.64,132.0,132.97,63,63,25.0,1.5
"15832",253,1,0,836.79,836.79,NULL,NULL,54,54,0.0,0.0
"15833",737,1,0,80.40,80.40,NULL,NULL,5,4,0.0,0.0
"15834",69,7,2,3761.89,3613.04,58.7,59.00,332,327,22.2,0.8
"15835",43,4,0,954.09,954.09,95.0,95.41,47,46,0.0,0.0
"15836",44,1,1,137.37,117.47,NULL,NULL,10,10,50.0,16.7
"15837",64,2,0,777.01,777.01,420.0,420.95,52,52,0.0,0.0
"15838",10,34,3,73205.50,72738.93,21.2,21.61,61,58,8.1,1.4
"15839",24,3,2,1048.49,1020.74,57.0,57.44,56,56,40.0,4.6
"15840",58,2,1,355.56,345.66,113.0,113.89,26,26,33.3,3.6
"15841",63,9,3,2742.41,2716.50,81.6,82.14,60,60,25.0,4.2
"15842",387,2,1,548.80,528.75,134.0,134.21,24,24,33.3,10.7
"15843",303,1,0,118.95,118.95,NULL,NULL,8,7,0.0,0.0
"15844",45,1,0,130.74,130.74,NULL,NULL,11,11,0.0,0.0
"15845",17,11,3,4426.28,4273.65,65.9,66.48,129,125,21.4,5.9
"15846",384,1,0,107.01,107.01,NULL,NULL,27,27,0.0,0.0
"15847",37,5,0,822.57,822.57,150.3,150.81,39,39,0.0,0.0
"15848",621,1,0,137.99,137.99,NULL,NULL,34,34,0.0,0.0
"15850",18,6,0,1006.75,1006.75,140.8,141.41,269,260,0.0,0.0
"15851",526,1,0,109.73,109.73,NULL,NULL,8,8,0.0,0.0
"15852",186,3,0,257.26,257.26,169.5,170.02,31,31,0.0,0.0
"15853",51,1,0,110.80,110.80,NULL,NULL,29,29,0.0,0.0
"15854",3,21,0,5578.28,5578.28,35.8,36.25,168,162,0.0,0.0
"15855",136,6,0,1052.72,1052.72,67.6,67.94,72,71,0.0,0.0
"15856",3,52,6,32274.69,31871.79,13.9,14.36,383,369,10.3,1.0
"15857",18,2,0,570.48,570.48,411.0,411.82,21,21,0.0,0.0
"15858",15,13,2,3552.41,3509.91,58.8,59.50,273,265,13.3,0.5
"15859",431,1,0,438.46,438.46,NULL,NULL,22,22,0.0,0.0
"15860",40,17,0,2358.80,2358.80,42.7,43.31,248,234,0.0,0.0
"15861",11,12,3,4360.90,4177.10,60.5,60.71,451,425,20.0,0.8
"15862",7,13,0,2507.14,2507.14,59.3,59.51,416,397,0.0,0.0
"15863",25,5,0,355.10,355.10,174.0,174.28,74,72,0.0,0.0
"15864",21,7,2,2180.76,2014.22,59.5,59.82,18,18,22.2,14.8
"15865",40,5,0,2241.42,2241.42,165.3,165.74,119,116,0.0,0.0
"15866",100,1,0,211.89,211.89,NULL,NULL,43,42,0.0,0.0
"15867",4,31,4,8869.87,8780.77,23.5,24.00,546,509,11.4,0.9
"15868",582,1,0,94.53,94.53,NULL,NULL,4,4,0.0,0.0
"15869",276,3,0,321.11,321.11,174.5,174.51,29,29,0.0,0.0
"15870",32,4,0,857.46,857.46,137.7,137.92,127,122,0.0,0.0
"15871",436,1,0,33.10,33.10,NULL,NULL,5,5,0.0,0.0
"15872",14,4,0,729.25,729.25,178.0,178.63,164,158,0.0,0.0
"15873",492,4,1,313.92,138.24,0.3,0.34,3,3,20.0,33.3
"15874",62,21,4,11284.76,11135.00,31.5,31.90,262,257,16.0,7.6
"15875",645,1,0,108.52,108.52,NULL,NULL,18,17,0.0,0.0
"15876",408,2,0,1449.14,1449.14,39.0,39.15,11,11,0.0,0.0
"15877",1,2,1,490.33,437.83,16.0,16.02,122,120,33.3,1.6
"15878",561,2,0,330.77,330.77,171.0,171.99,47,46,0.0,0.0
"15879",403,4,0,1137.80,1137.80,105.0,105.95,171,161,0.0,0.0
"15880",368,1,1,329.03,299.03,NULL,NULL,95,92,50.0,1.0
"15881",311,5,3,501.39,438.24,12.8,13.04,26,26,37.5,9.4
"15882",198,8,2,1122.38,1096.31,75.4,75.83,48,47,20.0,3.3
"15883",1,2,0,396.48,396.48,31.0,31.09,42,42,0.0,0.0
"15884",431,2,0,244.60,244.60,303.0,303.90,14,11,0.0,0.0
"15885",92,13,5,1921.82,1707.57,49.2,49.51,81,81,27.8,5.8
"15886",59,4,0,1052.87,1052.87,179.0,179.32,58,55,0.0,0.0
"15887",406,3,0,1027.15,1027.15,74.0,74.43,27,23,0.0,0.0
"15888",79,3,1,423.49,396.45,222.5,223.01,32,32,25.0,5.1
"15889",156,8,1,1407.05,1396.60,81.3,81.85,255,243,11.1,0.7
"15890",394,5,0,535.65,535.65,52.3,52.54,10,10,0.0,0.0
"15891",226,1,0,509.13,509.13,NULL,NULL,59,50,0.0,0.0
"15892",668,1,0,128.20,128.20,NULL,NULL,38,37,0.0,0.0
"15893",481,1,0,305.28,305.28,NULL,NULL,1,1,0.0,0.0
"15894",252,2,0,257.60,257.60,115.0,115.99,34,34,0.0,0.0
"15895",149,1,0,179.17,179.17,NULL,NULL,11,11,0.0,0.0
"15897",193,2,0,208.59,208.59,0.0,0.01,17,17,0.0,0.0
"15898",0,25,4,4992.70,4930.75,29.8,30.29,280,249,13.8,1.0
"15899",368,1,0,56.25,56.25,NULL,NULL,4,4,0.0,0.0
"15900",23,4,1,886.57,876.67,179.0,179.68,100,100,20.0,0.8
"15901",16,6,0,667.89,667.89,105.0,105.40,144,140,0.0,0.0
"15902",379,1,0,145.01,145.01,NULL,NULL,18,18,0.0,0.0
"15903",9,12,3,8939.84,8859.82,61.7,62.26,58,56,20.0,2.5
"15904",7,1,0,164.68,164.68,NULL,NULL,30,30,0.0,0.0
"15905",542,1,0,114.69,114.69,NULL,NULL,22,22,0.0,0.0
"15906",19,10,2,2530.19,2442.44,47.4,47.89,143,143,16.7,2.0
"15907",3,3,0,881.87,881.87,102.5,103.49,174,172,0.0,0.0
"15908",490,2,0,758.62,758.62,21.0,21.69,37,35,0.0,0.0
"15909",173,1,0,191.94,191.94,NULL,NULL,7,7,0.0,0.0
"15910",0,15,0,2661.17,2661.17,48.6,49.07,394,386,0.0,0.0
"15911",623,8,0,1683.79,1683.79,14.9,15.28,161,148,0.0,0.0
"15912",177,9,0,1074.70,1074.70,68.6,68.88,83,76,0.0,0.0
"15913",533,1,0,6.30,6.30,NULL,NULL,1,1,0.0,0.0
"15914",377,2,0,205.99,205.99,0.0,0.00,13,13,0.0,0.0
"15915",401,1,0,364.24,364.24,NULL,NULL,104,103,0.0,0.0
"15916",15,13,4,3145.24,3014.04,58.9,59.41,227,205,23.5,4.1
"15917",247,5,0,530.17,530.17,122.0,122.46,127,126,0.0,0.0
"15918",190,3,0,582.88,582.88,220.0,220.50,49,47,0.0,0.0
"15919",19,2,0,525.69,525.69,349.0,349.00,103,103,0.0,0.0
"15920",153,8,0,565.19,565.19,81.4,81.58,92,90,0.0,0.0
"15921",172,4,0,765.61,765.61,155.7,156.00,68,67,0.0,0.0
"15922",371,1,1,369.50,363.60,NULL,NULL,11,11,50.0,8.3
"15923",372,1,0,127.08,127.08,NULL,NULL,21,20,0.0,0.0
"15924",730,1,0,102.82,102.82,NULL,NULL,14,14,0.0,0.0
"15925",193,1,0,207.15,207.15,NULL,NULL,12,12,0.0,0.0
"15926",541,1,0,134.44,134.44,NULL,NULL,7,7,0.0,0.0
"15927",646,1,0,106.54,106.54,NULL,NULL,13,12,0.0,0.0
"15928",655,1,0,293.53,293.53,NULL,NULL,11,11,0.0,0.0
"15929",643,1,0,594.00,594.00,NULL,NULL,1,1,0.0,0.0
"15930",66,1,0,426.63,426.63,NULL,NULL,21,20,0.0,0.0
"15931",427,1,0,239.90,239.90,NULL,NULL,14,14,0.0,0.0
"15932",3,8,3,2495.87,2461.85,40.3,40.73,93,89,27.3,3.4
"15933",20,3,0,1107.46,1107.46,32.0,32.52,63,63,0.0,0.0
"15934",417,2,0,2190.66,2190.66,11.0,11.92,29,29,0.0,0.0
"15935",238,1,1,108.04,-200.78,NULL,NULL,11,11,50.0,66.7
"15936",378,2,0,282.79,282.79,88.0,88.21,16,16,0.0,0.0
"15937",63,1,0,145.35,145.35,NULL,NULL,7,7,0.0,0.0
"15938",111,9,0,734.81,734.81,55.1,55.52,27,27,0.0,0.0
"15939",89,15,1,9004.84,8992.09,19.9,20.36,50,44,6.3,0.6
"15940",310,1,1,35.80,4.00,NULL,NULL,1,1,50.0,50.0
"15941",512,1,1,405.00,230.60,NULL,NULL,6,3,50.0,40.0
"15942",133,1,0,337.44,337.44,NULL,NULL,14,14,0.0,0.0
"15943",649,2,0,271.29,271.29,28.0,28.07,12,12,0.0,0.0
"15944",276,4,0,2164.24,2164.24,149.7,149.97,25,25,0.0,0.0
"15945",364,4,0,646.27,646.27,124.0,124.33,24,23,0.0,0.0
"15946",502,3,0,2304.18,2304.18,65.5,65.53,25,25,0.0,0.0
"15947",82,1,0,1708.24,1708.24,NULL,NULL,29,28,0.0,0.0
"15948",7,3,0,1509.09,1509.09,207.5,208.07,63,63,0.0,0.0
"15949",16,2,0,364.72,364.72,54.0,54.65,12,12,0.0,0.0
"15950",1,10,3,7120.91,6878.71,71.9,72.33,225,218,23.1,1.8
"15951",0,3,1,1013.17,974.52,185.5,186.30,44,44,25.0,3.3
"15952",33,4,0,781.91,781.91,63.3,63.98,65,61,0.0,0.0
"15953",14,18,3,3440.34,3295.49,42.0,42.42,102,99,14.3,3.5
"15954",588,1,0,187.80,187.80,NULL,NULL,19,19,0.0,0.0
"15955",23,22,3,8085.98,8050.23,29.6,30.00,222,215,12.0,1.7
"15956",550,2,0,617.60,617.60,175.0,175.08,18,17,0.0,0.0
"15957",31,3,0,921.25,921.25,194.0,194.50,121,120,0.0,0.0
"15958",73,4,0,462.12,462.12,158.3,158.70,50,50,0.0,0.0
"15959",681,3,0,542.89,542.89,0.0,0.01,58,57,0.0,0.0
"15960",373,4,1,410.95,394.00,19.7,20.33,24,24,20.0,3.7
"15961",378,1,0,451.29,451.29,NULL,NULL,42,41,0.0,0.0
"15962",448,1,0,289.48,289.48,NULL,NULL,43,38,0.0,0.0
"15963",19,2,0,470.76,470.76,25.0,25.94,26,26,0.0,0.0
"15964",662,1,0,269.21,269.21,NULL,NULL,20,17,0.0,0.0
"15965",16,13,1,2771.94,2758.19,59.5,59.93,202,197,7.1,0.6
"15966",443,1,1,426.53,399.58,NULL,NULL,27,23,50.0,15.6
"15967",22,12,1,2966.00,2943.60,64.5,65.01,316,293,7.7,0.8
"15968",387,1,0,401.80,401.80,NULL,NULL,69,66,0.0,0.0
"15969",2,5,1,1127.05,1043.85,129.5,129.98,31,31,16.7,2.8
"15970",303,2,0,1017.32,1017.32,295.0,295.03,19,16,0.0,0.0
"15971",17,18,2,5897.88,4925.48,41.6,42.01,11,11,10.0,6.8
"15972",455,5,0,1769.33,1769.33,35.5,35.99,104,102,0.0,0.0
"15973",235,2,2,665.62,457.57,62.0,62.13,7,7,50.0,16.7
"15974",38,7,1,3442.15,3429.55,41.0,41.52,141,136,12.5,0.6
"15975",83,1,0,371.01,371.01,NULL,NULL,24,24,0.0,0.0
"15976",164,6,0,1680.31,1680.31,76.6,77.19,264,256,0.0,0.0
"15977",16,2,0,1054.73,1054.73,21.0,21.88,48,47,0.0,0.0
"15978",76,3,2,3279.42,3272.62,283.0,283.51,107,104,40.0,1.5
"15979",602,1,0,329.22,329.22,NULL,NULL,22,22,0.0,0.0
"15980",88,7,2,6543.68,6496.28,77.7,77.97,101,99,22.2,1.7
"15981",24,21,5,9362.77,9284.07,29.4,29.80,151,148,19.2,2.0
"15982",604,1,0,324.51,324.51,NULL,NULL,45,44,0.0,0.0
"15983",21,8,0,3110.37,3110.37,101.1,101.60,137,128,0.0,0.0
"15984",2,30,2,8393.02,8304.82,25.0,25.38,458,449,6.3,0.8
"15985",122,7,1,2715.28,2610.28,72.5,73.00,50,50,12.5,1.0
"15986",29,2,0,354.42,354.42,351.0,351.22,25,25,0.0,0.0
"15987",11,8,0,1535.99,1535.99,52.0,52.44,143,140,0.0,0.0
"15988",18,3,0,736.39,736.39,318.5,318.54,113,111,0.0,0.0
"15989",375,2,0,368.31,368.31,361.0,361.84,81,80,0.0,0.0
"15990",43,7,0,1997.75,1997.75,100.5,100.86,117,109,0.0,0.0
"15991",533,1,0,150.55,150.55,NULL,NULL,6,6,0.0,0.0
"15992",3,3,0,896.60,896.60,224.5,224.98,53,53,0.0,0.0
"15993",8,7,3,2768.97,2728.22,5.3,5.96,334,323,30.0,1.5
"15994",54,3,2,1175.68,1172.34,290.5,290.51,93,93,40.0,1.8
"15995",413,1,0,694.54,694.54,NULL,NULL,108,108,0.0,0.0
"15996",87,7,1,1386.40,1370.50,51.3,51.50,140,136,12.5,0.6
"15998",36,16,5,8274.14,8186.19,46.2,46.80,682,655,23.8,0.7
"15999",735,1,0,20.40,20.40,NULL,NULL,1,1,0.0,0.0
"16000",2,3,0,12393.70,12393.70,0.0,0.00,9,9,0.0,0.0
"16001",380,1,1,583.39,519.06,NULL,NULL,29,29,50.0,25.6
"16002",624,1,0,169.21,169.21,NULL,NULL,42,40,0.0,0.0
"16003",29,10,0,5613.83,5613.83,78.1,78.51,146,146,0.0,0.0
"16004",474,5,0,2146.39,2146.39,52.0,52.23,63,60,0.0,0.0
"16005",11,10,1,2365.07,2332.62,48.2,48.67,314,300,9.1,0.2
"16006",210,2,0,332.82,332.82,176.0,176.05,75,75,0.0,0.0
"16007",47,7,0,3053.06,3053.06,82.0,82.65,337,320,0.0,0.0
"16008",23,15,0,5339.13,5339.13,42.8,43.36,63,59,0.0,0.0
"16009",21,4,0,972.11,972.11,45.7,45.74,68,67,0.0,0.0
"16010",245,11,1,1694.86,1692.91,16.1,16.60,122,118,8.3,0.3
"16011",7,29,1,5599.31,5585.86,25.6,26.08,180,174,3.3,0.5
"16012",34,5,0,2978.59,2978.59,123.3,123.52,207,205,0.0,0.0
"16013",3,84,7,56078.44,51615.64,8.5,8.77,54,54,7.7,11.5
"16014",35,5,1,1100.28,1091.03,159.5,159.99,219,212,16.7,1.1
"16015",3,3,1,704.26,689.41,22.0,22.96,145,141,25.0,1.1
"16016",2,11,3,2083.40,2053.00,39.4,39.90,181,176,21.4,1.3
"16017",46,5,0,1545.58,1545.58,163.5,164.01,99,93,0.0,0.0
"16018",38,4,0,698.13,698.13,230.7,231.00,48,47,0.0,0.0
"16019",1,27,8,17329.16,16503.46,25.6,26.11,256,246,22.9,3.6
"16020",16,3,0,851.01,851.01,24.0,24.45,42,42,0.0,0.0
"16021",394,2,0,487.03,487.03,149.0,149.15,117,115,0.0,0.0
"16022",259,1,0,602.63,602.63,NULL,NULL,68,65,0.0,0.0
"16023",45,3,0,719.81,719.81,110.0,110.06,90,87,0.0,0.0
"16024",11,3,0,478.71,478.71,199.5,199.54,77,75,0.0,0.0
"16025",29,1,0,439.66,439.66,NULL,NULL,28,28,0.0,0.0
"16026",42,1,0,236.09,236.09,NULL,NULL,30,30,0.0,0.0
"16027",91,15,2,2048.36,1882.34,42.9,43.49,20,19,11.8,5.4
"16028",595,1,0,82.20,82.20,NULL,NULL,5,5,0.0,0.0
"16029",38,106,6,109620.87,97066.71,6.3,6.60,56,54,5.4,5.6
"16030",309,1,0,331.24,331.24,NULL,NULL,28,25,0.0,0.0
"16031",91,2,0,547.90,547.90,154.0,154.95,91,90,0.0,0.0
"16032",455,6,0,1965.72,1965.72,13.0,13.44,130,124,0.0,0.0
"16033",5,27,9,10608.81,10465.07,18.0,18.46,605,594,25.0,1.2
"16034",195,6,1,911.32,908.37,42.4,42.63,43,42,14.3,1.8
"16035",559,1,0,217.73,217.73,NULL,NULL,21,21,0.0,0.0
"16036",86,4,0,2556.84,2556.84,177.3,177.67,120,99,0.0,0.0
"16037",269,5,2,1509.34,1489.44,94.0,94.72,62,61,28.6,2.7
"16038",7,3,1,471.78,454.33,96.5,97.02,24,24,25.0,7.1
"16039",423,2,1,456.40,449.65,204.0,204.81,27,27,33.3,3.0
"16040",64,7,1,2416.90,2383.70,90.2,90.69,95,93,12.5,2.3
"16041",30,3,0,3166.40,3166.40,55.0,55.42,6,6,0.0,0.0
"16042",21,8,3,2245.32,2183.10,61.3,61.61,88,88,27.3,5.1
"16043",37,8,0,1856.59,1856.59,63.0,63.44,56,56,0.0,0.0
"16044",434,1,0,340.84,340.84,NULL,NULL,19,19,0.0,0.0
"16045",119,8,1,3434.93,3187.03,53.7,54.14,111,111,11.1,6.9
"16046",561,1,0,235.78,235.78,NULL,NULL,22,20,0.0,0.0
"16048",85,4,2,818.79,800.09,58.3,58.71,30,27,33.3,5.3
"16049",39,6,0,1852.15,1852.15,94.6,95.20,383,364,0.0,0.0
"16050",173,3,0,300.70,300.70,113.0,113.91,19,19,0.0,0.0
"16051",681,1,0,188.44,188.44,NULL,NULL,12,8,0.0,0.0
"16052",53,1,0,362.06,362.06,NULL,NULL,34,34,0.0,0.0
"16053",32,6,2,3634.84,3606.14,115.2,115.60,169,166,25.0,1.5
"16054",144,4,3,2111.88,2090.68,157.0,157.26,109,105,42.9,3.9
"16055",220,1,0,134.80,134.80,NULL,NULL,8,8,0.0,0.0
"16056",44,1,0,650.75,650.75,NULL,NULL,66,64,0.0,0.0
"16057",3,10,7,3854.85,3202.07,75.9,76.10,175,172,41.2,17.7
"16058",405,1,0,62.70,62.70,NULL,NULL,2,2,0.0,0.0
"16059",65,12,0,3053.57,3053.57,45.2,45.81,233,220,0.0,0.0
"16060",400,3,0,541.95,541.95,46.5,46.93,22,21,0.0,0.0
"16061",268,1,2,89.65,44.95,NULL,NULL,3,3,66.7,40.0
"16062",9,8,0,2863.45,2863.45,74.7,75.28,134,132,0.0,0.0
"16063",259,1,0,335.32,335.32,NULL,NULL,23,23,0.0,0.0
"16064",724,1,0,109.31,109.31,NULL,NULL,17,17,0.0,0.0
"16065",364,8,2,1992.13,1975.13,13.6,14.00,214,211,20.0,0.6
"16066",16,5,0,1521.04,1521.04,26.5,26.97,77,77,0.0,0.0
"16067",562,3,3,3269.11,2900.01,55.5,56.39,60,51,50.0,11.7
"16068",593,1,0,115.73,115.73,NULL,NULL,34,33,0.0,0.0
"16069",417,1,0,457.70,457.70,NULL,NULL,25,25,0.0,0.0
"16070",21,2,0,852.15,852.15,9.0,9.97,32,32,0.0,0.0
"16071",44,4,0,1076.80,1076.80,203.0,203.62,62,60,0.0,0.0
"16072",287,4,0,4180.09,4180.09,86.3,86.97,414,405,0.0,0.0
"16073",291,1,1,122.40,94.35,NULL,NULL,1,1,50.0,50.0
"16074",389,1,0,252.50,252.50,NULL,NULL,23,20,0.0,0.0
"16075",502,2,1,736.93,726.98,61.0,61.82,41,41,33.3,2.4
