"customer_id","orders_used_in_calc","avg_days_between_orders"
"16968",1,103.0
"15793",7,103.0
"16329",3,103.0
"12981",1,103.0
"12758",6,103.2
"17033",3,103.3
"14699",3,103.3
"17864",4,103.3
"12449",4,103.5
"13585",2,103.5
"18018",3,103.7
"14199",3,103.7
"14962",3,104.0
"15424",2,104.0
"16402",1,104.0
"13581",1,104.0
"17282",4,104.0
"17916",1,104.0
"17020",1,104.0
"12926",3,104.3
"13038",2,104.5
"12456",2,104.5
"16551",6,104.5
"16462",2,104.5
"16860",2,104.5
"13344",2,104.5
"17950",6,104.8
"16702",3,105.0
"12669",1,105.0
"13797",2,105.0
"15045",1,105.0
"12905",1,105.0
"13614",5,105.0
"13837",1,105.0
"15879",3,105.0
"15901",5,105.0
"16792",4,105.3
"14880",2,105.5
"13304",3,105.7
"13921",3,105.7
"14236",4,105.8
"12962",1,106.0
"12808",4,106.0
"15650",1,106.0
"12829",2,106.0
"12725",2,106.0
"13531",5,106.0
"16138",2,106.0
"13452",2,106.5
"14695",2,106.5
"13243",4,106.5
"17545",5,106.6
"14327",5,106.8
"12863",5,106.8
"13512",3,107.0
"14220",3,107.0
"13131",6,107.0
"17292",1,107.0
"16330",6,107.2
"15675",3,107.3
"18016",6,107.5
"18247",2,107.5
"17640",5,107.6
"16727",3,107.7
"17709",4,107.8
"12854",6,107.8
"17883",6,107.8
"14517",1,108.0
"13825",1,108.0
"14353",2,108.0
"17843",1,108.0
"18155",2,108.0
"14656",4,108.3
"14256",4,108.3
"17854",5,108.8
"18277",4,108.8
"14624",5,108.8
"14768",1,109.0
"13686",2,109.0
"12670",6,109.0
"14942",3,109.0
"12866",2,109.0
"12695",6,109.2
"13892",5,109.4
"13591",6,109.7
"14947",5,110.0
"13955",2,110.0
"16023",2,110.0
"13389",2,110.0
"15436",2,110.0
"12701",5,110.0
"13979",6,110.0
"12533",1,110.0
"16253",6,110.2
"14551",6,110.2
"17505",4,110.5
"15180",2,110.5
"14037",5,110.6
"16321",6,110.7
"13466",4,110.8
"17350",6,110.8
"17886",5,110.8
"17926",4,111.0
"14644",6,111.0
"14658",1,111.0
"13684",3,111.0
"12677",1,111.0
"13024",1,111.0
"18079",4,111.0
"13821",5,111.2
"13461",5,111.2
"18252",6,111.3
"12413",3,111.3
"17496",3,111.3
"12527",4,111.3
"12849",5,111.6
"14396",6,111.7
"13049",3,111.7
"16861",4,111.8
"13464",5,111.8
"17728",4,112.0
"16993",1,112.0
"14475",3,112.0
"12372",2,112.0
"13330",5,112.2
"13382",4,112.3
"17349",4,112.3
"15542",2,112.5
"14909",2,112.5
"15191",2,112.5
"18263",2,112.5
"16660",6,112.7
"16183",3,112.7
"12582",3,112.7
"12897",3,112.7
"16529",3,113.0
"15840",1,113.0
"12908",4,113.0
"16050",2,113.0
"16557",1,113.0
"14700",4,113.0
"14708",4,113.0
"13965",2,113.0
"14826",1,113.0
"16934",5,113.2
"17321",5,113.4
"17031",5,113.4
"14759",2,113.5
"17679",6,113.5
"14477",6,113.5
"15050",4,113.5
"12369",2,113.5
"13515",5,113.8
"15799",3,114.0
"16308",6,114.0
"13764",5,114.0
"13238",5,114.0
"14922",1,114.0
"15314",2,114.0
"17041",5,114.2
"14818",5,114.2
"15057",4,114.3
"14061",2,114.5
"17540",5,114.6
"13863",3,114.7
"16623",3,114.7
"15806",2,115.0
"14771",1,115.0
"17623",6,115.0
"15894",1,115.0
"13677",1,115.0
"12539",6,115.2
"16053",5,115.2
"13064",5,115.2
"16357",3,115.3
"17046",4,115.5
"17026",2,115.5
"17483",3,115.7
"15101",5,115.8
"14075",4,115.8
"15401",1,116.0
"15414",2,116.0
"13476",4,116.0
"16624",1,116.0
"16317",4,116.0
"16521",2,116.0
"18280",1,116.0
"14681",5,116.2
"18017",3,116.3
"15665",4,116.3
"13663",4,116.5
"13936",2,116.5
"16245",2,116.5
"17212",2,116.5
"17320",5,116.6
"13573",5,116.6
"17095",6,116.7
"15462",3,116.7
"15814",5,116.8
"13055",3,117.0
"12585",1,117.0
"12942",2,117.0
"13823",6,117.0
"15449",2,117.0
"14958",5,117.2
"15774",5,117.2
"17734",5,117.2
"18259",6,117.3
"13425",4,117.3
"15620",3,117.3
"14662",6,117.5
"15485",6,117.5
"13453",2,117.5
"17731",5,117.6
"13192",5,117.8
"17672",5,117.8
"12977",3,118.0
"14599",1,118.0
"13395",2,118.0
"14162",1,118.0
"18002",3,118.0
"13462",4,118.0
"17005",1,118.0
"18282",1,118.0
"14990",1,118.0
"14610",1,118.0
"13889",5,118.2
"14478",3,118.3
"14286",6,118.5
"18268",5,118.6
"17311",5,118.6
"14605",3,118.7
"14068",3,118.7
"13221",1,119.0
"18194",5,119.0
"14577",6,119.2
"13762",4,119.3
"17860",3,119.3
"17155",6,119.5
"13285",5,119.6
"12917",5,120.0
"13226",1,120.0
"15363",1,120.0
"13957",2,120.0
"17801",2,120.0
"14105",4,120.0
"16292",4,120.0
"12825",1,120.0
"14320",4,120.0
"14053",3,120.3
"12360",5,120.4
"13679",2,120.5
"13544",5,120.6
"15272",5,120.6
"17115",6,120.7
"13761",5,120.8
"17951",3,121.0
"12454",3,121.0
"18271",1,121.0
"17326",1,121.0
"18188",5,121.0
"17631",6,121.0
"13736",6,121.0
"14166",1,121.0
"17768",6,121.2
"13292",4,121.3
"18154",4,121.3
"16892",6,121.5
"13696",2,121.5
"14202",2,121.5
"14690",3,121.7
"17978",3,121.7
"17871",4,121.8
"12635",3,122.0
"15917",4,122.0
"14862",1,122.0
"16089",1,122.0
"13616",1,122.0
"16469",4,122.3
"16080",3,122.3
"15488",4,122.3
"15786",4,122.3
"16927",2,122.5
"13029",4,122.5
"15530",4,122.5
"16300",2,122.5
"15276",3,122.7
"16885",3,122.7
"17827",5,122.8
"17256",4,122.8
"17571",4,122.8
"13333",2,123.0
"14323",1,123.0
"15092",2,123.0
"17746",3,123.3
"16012",4,123.3
"17237",3,123.3
"12468",4,123.3
"13787",5,123.4
"16804",2,123.5
"13729",2,123.5
"15055",2,123.5
"16825",4,123.5
"13740",4,123.8
"17034",4,123.8
"16833",5,124.0
"12870",2,124.0
"15945",3,124.0
"13220",4,124.0
"16430",5,124.2
"16647",3,124.3
"13846",3,124.3
"13989",4,124.3
"16882",2,124.5
"14306",5,124.6
"13948",3,124.7
"16511",5,124.8
"12541",2,125.0
"12438",1,125.0
"16364",1,125.0
"13529",1,125.0
"17081",5,125.2
"17760",5,125.2
"13500",3,125.3
"17004",3,125.3
"14729",2,125.5
"16445",3,125.7
"16639",3,125.7
"17354",3,125.7
"16471",3,125.7
"16589",3,125.7
"13168",4,125.8
"14398",1,126.0
"12389",2,126.0
"16254",2,126.0
"15146",1,126.0
"16690",3,126.0
"13626",1,126.0
"14421",5,126.2
"16096",3,126.3
"17122",3,126.3
"16848",3,126.3
"15525",3,126.3
"17222",5,126.4
"15223",4,126.8
"15389",4,126.8
"12631",5,126.8
"14011",1,127.0
"13371",1,127.0
"18022",4,127.0
"16121",4,127.0
"17703",3,127.3
"14481",4,127.5
"14431",3,127.7
"12625",3,127.7
"18127",3,127.7
"14013",4,128.0
"15711",1,128.0
"12391",5,128.0
"12424",3,128.3
"14754",5,128.6
"17047",5,128.8
"15584",5,128.8
"12716",1,129.0
"17847",1,129.0
"13619",1,129.0
"13474",2,129.0
"13282",3,129.0
"14712",3,129.0
"14253",1,129.0
"14508",4,129.3
"16134",4,129.3
"13299",2,129.5
"16287",4,129.5
"15969",4,129.5
"13405",4,129.5
"15257",1,130.0
"16916",3,130.0
"16552",1,130.0
"17440",3,130.3
"16374",4,130.3
"16619",3,130.3
"17666",4,130.3
"17923",2,130.5
"13820",2,130.5
"14355",2,130.5
"13946",5,130.8
"14389",4,130.8
"13444",1,131.0
"18074",1,131.0
"13972",1,131.0
"12361",3,131.0
"18190",4,131.0
"18173",4,131.0
"13166",1,131.0
"12435",5,131.2
"14000",4,131.3
"15563",5,131.4
"12994",2,131.5
"16354",4,131.5
"17763",3,131.7
"12589",5,131.8
"15067",4,131.8
"15831",2,132.0
"12363",1,132.0
"15676",2,132.0
"17643",1,132.0
"13516",3,132.0
"16749",1,132.0
"14737",3,132.0
"14009",2,132.0
"14555",5,132.2
"13502",4,132.3
"13417",5,132.6
"15014",1,133.0
"13675",1,133.0
"16730",2,133.0
"17446",1,133.0
"18215",4,133.0
"14463",3,133.3
"17064",2,133.5
"15842",1,134.0
"12787",3,134.0
"16309",1,134.0
"13373",5,134.0
"14024",2,134.0
"16147",4,134.3
"13760",4,134.5
"17255",3,134.7
"14489",3,134.7
"17298",4,134.8
"14859",4,135.0
"17492",2,135.0
"15212",1,135.0
"13439",2,135.0
"17584",5,135.0
"14984",5,135.2
"15714",4,135.5
"16411",3,135.7
"14130",3,135.7
"16495",2,136.0
"14501",1,136.0
"14727",2,136.0
"16947",3,136.3
"16788",4,136.3
"13569",3,136.3
"18078",3,136.3
"16563",5,136.4
"18276",5,136.6
"14953",3,136.7
"12798",3,136.7
"17695",4,136.8
"14967",5,136.8
"12560",1,137.0
"17816",5,137.0
"16777",4,137.3
"16898",4,137.3
"17876",2,137.5
"15695",3,137.7
"15870",3,137.7
"17082",5,137.8
"18193",2,138.0
"15053",2,138.0
"17414",5,138.0
"12458",3,138.3
"16124",3,138.3
"12875",4,138.3
"17018",5,138.4
"13171",2,138.5
"12956",3,138.7
"14643",4,139.0
"13465",1,139.0
"17076",5,139.2
"15651",4,139.5
"17023",2,139.5
"15782",3,139.7
"16441",4,139.8
"15192",4,139.8
"12578",3,140.0
"15384",3,140.0
"16148",1,140.0
"15781",2,140.0
"13427",5,140.2
"15406",3,140.3
"15111",4,140.3
"13501",2,140.5
"13455",5,140.6
"14566",3,140.7
"15850",5,140.8
"13606",2,141.0
"13917",1,141.0
"13895",5,141.0
"14707",1,141.0
"17555",4,141.0
"17601",1,141.0
"14471",1,141.0
"14549",3,141.3
"14904",3,141.3
"17759",4,141.3
"14966",5,141.6
"15797",4,141.8
"13334",4,142.0
"12592",3,142.0
"13754",2,142.0
"16616",1,142.0
"16567",1,142.0
"16382",1,142.0
"12810",1,142.0
"16385",4,142.3
"14839",2,142.5
"17371",5,142.6
"14869",5,142.6
"13849",4,142.8
"13541",1,143.0
"16691",1,143.0
"13656",3,143.0
"14168",1,143.0
"16372",4,143.0
"15197",5,143.0
"13894",2,143.0
"14912",4,143.0
"13080",3,143.0
"13589",5,143.2
"15577",4,143.3
"17830",2,143.5
"15252",4,143.5
"14173",5,143.6
"15734",3,143.7
"17242",4,143.8
"17051",3,144.0
"13276",4,144.3
"18001",5,144.4
"14998",3,144.7
"18048",2,145.0
"13156",2,145.0
"13311",1,145.0
"13361",1,145.0
"13402",3,145.0
"13434",4,145.0
"14126",3,145.0
"16584",4,145.0
"14326",2,145.0
"17025",4,145.0
"14379",3,145.0
"14853",4,145.0
"17472",3,145.3
"15822",5,145.6
"15484",5,146.0
"13122",1,146.0
"16286",1,146.0
"16392",2,146.0
"12915",3,146.3
"16693",4,146.5
"12616",2,146.5
"16620",5,146.6
"17105",1,147.0
"17310",1,147.0
"13503",4,147.3
"14628",4,147.5
"12434",2,147.5
"15289",4,147.8
"17984",4,147.8
"17142",3,148.0
"14672",3,148.0
"14038",4,148.3
"17430",3,148.3
"13101",3,148.3
"18057",2,148.5
"13980",4,148.5
"15198",4,148.8
"16021",1,149.0
"18218",3,149.0
"16772",2,149.0
"15791",4,149.3
"13566",4,149.3
"13753",3,149.3
"17534",4,149.3
"17221",4,149.5
"12865",3,149.7
"15944",3,149.7
"16895",4,149.8
"12507",3,150.0
"16888",2,150.0
"17376",3,150.0
"15126",1,150.0
"16784",4,150.0
"15847",4,150.3
"12547",2,150.5
"16532",4,150.5
"12379",3,150.7
"13652",4,151.0
"16159",3,151.0
"14181",1,151.0
"13598",4,151.0
"14425",2,151.0
"12886",1,151.0
"12733",3,151.3
"14296",1,152.0
"12465",1,152.0
"17327",1,152.0
"17158",4,152.0
"18275",1,152.0
"16780",2,152.5
"18049",1,153.0
"17642",4,153.0
"17489",1,153.0
"14302",2,153.0
"13175",1,153.0
"17741",1,153.0
"13545",1,153.0
"12394",1,153.0
"13976",3,153.3
"12987",4,153.3
"15807",4,153.5
"13778",3,153.7
"16031",1,154.0
"14611",1,154.0
"12904",1,154.0
"14538",4,154.0
"14026",1,154.0
"16227",2,154.5
"17807",2,154.5
"16952",4,154.5
"16769",3,154.7
"16838",3,154.7
"16412",4,154.8
"17159",4,155.3
"15921",3,155.7
"14157",4,155.8
"15123",4,156.0
"18060",1,156.0
"14372",1,156.0
"12542",1,156.0
"14775",2,156.5
"17361",4,156.5
"15008",1,157.0
"16595",4,157.0
"16054",3,157.0
"14550",3,157.0
"17189",4,157.5
"15364",1,158.0
"15246",2,158.0
"17917",2,158.0
"15958",3,158.3
"16795",2,158.5
"15071",3,158.7
"16110",3,158.7
"17266",4,159.0
"15137",1,159.0
"14985",1,159.0
"14479",3,159.3
"15636",3,159.3
"16014",4,159.5
"14279",1,160.0
"16244",1,160.0
"15691",3,160.0
"15741",1,160.0
"17898",3,160.0
"13919",3,160.0
"17553",3,160.3
"12346",2,160.5
"13579",4,160.5
"15418",1,161.0
"17184",1,161.0
"14960",1,162.0
"14413",2,163.0
"17035",3,163.0
"16472",1,163.0
"16101",3,163.0
"16017",4,163.5
"14193",2,163.5
"16485",4,163.8
"17853",2,164.0
"18160",2,164.0
"14097",1,164.0
"15451",1,164.0
"15018",2,164.0
"16864",1,164.0
"16518",3,164.3
"17353",3,164.7
"17166",1,165.0
"14115",1,165.0
"13602",3,165.0
"17413",1,165.0
"18217",3,165.0
"16852",1,165.0
"14122",2,165.0
"14139",3,165.0
"16256",2,165.0
"15865",4,165.3
"18101",4,165.3
"13151",2,165.5
"15022",4,165.8
"15181",4,166.0
"16384",3,166.3
"14885",2,166.5
"15441",2,166.5
"17649",2,166.5
"17134",2,167.0
"14875",2,167.0
"14265",3,167.0
"13601",3,167.0
"15637",4,167.5
"13154",2,168.0
"16414",4,168.0
"12406",4,168.3
"13666",4,168.5
"13262",2,168.5
"13487",4,169.0
"12874",1,169.0
"14272",3,169.0
"17194",1,169.0
"14722",2,169.5
"15852",2,169.5
"18066",2,169.5
"12492",2,169.5
"16344",3,169.7
"14452",3,170.0
"17244",4,170.0
"14725",3,170.0
"15461",1,170.0
"15186",4,170.3
"14020",3,170.3
"15826",3,170.3
"17999",2,170.5
"15468",2,170.5
"15543",1,171.0
"18043",2,171.0
"15878",1,171.0
"14921",1,171.0
"17764",4,171.0
"12665",2,171.5
"15149",3,171.7
"12418",3,172.0
"17418",2,172.0
"13034",2,172.5
"16367",2,172.5
"15626",2,172.5
"17594",3,172.7
"15512",3,172.7
"17556",1,173.0
"17198",2,173.0
"17423",2,173.0
"15163",1,173.0
"12516",3,173.3
"14304",2,173.5
"15573",4,173.8
"16193",1,174.0
"15863",4,174.0
"15076",2,174.0
"17421",2,174.0
"16211",2,174.0
"15869",2,174.5
"14679",2,174.5
"12694",2,174.5
"15446",2,174.5
"17408",2,174.5
"12427",2,174.5
"15210",2,174.5
"17773",1,175.0
"16808",1,175.0
"15956",1,175.0
"17878",2,175.5
"15070",2,175.5
"14080",4,175.5
"14920",2,176.0
"16006",1,176.0
"16643",1,176.0
"15494",4,176.3
"15393",4,176.3
"18034",2,176.5
"16714",2,176.5
"17934",2,177.0
"14981",1,177.0
"17771",3,177.0
"13217",3,177.0
"12876",3,177.0
"16836",3,177.3
"18181",4,177.3
"16884",3,177.3
"16036",3,177.3
"12871",2,177.5
"14375",2,177.5
"13669",2,177.5
"13792",2,178.0
"15872",3,178.0
"13035",2,178.0
"17226",2,178.0
"17998",2,178.5
"15287",4,178.5
"16139",4,178.8
"15886",3,179.0
"18196",3,179.0
"15900",3,179.0
"16386",2,179.5
"16569",4,179.5
"18112",3,179.7
"13070",3,179.7
"17852",4,179.8
"17325",2,180.0
"17329",4,180.0
"14148",1,180.0
"15074",2,180.5
"17084",2,180.5
"12373",2,180.5
"17411",4,180.5
"16913",2,180.5
"15157",4,180.8
"16442",4,180.8
"17251",2,181.0
"16284",2,181.0
"15094",1,181.0
"13338",3,181.0
"14778",1,181.0
"14784",2,181.0
"17804",2,181.0
"13067",2,181.5
"16716",2,181.5
"13803",2,181.5
"16108",3,181.7
"17468",2,182.0
"12604",1,182.0
"13253",3,182.0
"12648",3,182.0
"12358",4,182.0
"17880",2,182.0
"12958",1,182.0
"17436",4,182.3
"17991",2,182.5
"13878",3,182.7
"13165",2,183.0
"16805",3,183.0
"14301",3,183.0
"14271",1,183.0
"12785",2,183.0
"15269",2,183.0
"12991",2,183.0
"17749",2,183.5
"13605",1,184.0
"13807",2,184.0
"13365",1,184.0
"17962",3,184.0
"13584",2,184.0
"12545",1,184.0
"16399",2,184.5
"17658",1,185.0
"18084",2,185.5
"13763",2,185.5
"17542",2,185.5
"15951",2,185.5
"14339",1,186.0
"15562",2,186.5
"18141",1,187.0
"13161",1,187.0
"13548",2,187.0
"16140",2,187.5
"14338",2,187.5
"12844",3,187.7
"12644",3,188.0
"16824",2,188.5
"16863",2,188.5
"12653",2,188.5
"17286",2,189.0
"16282",2,189.0
"13278",3,189.7
"17941",3,190.0
"13657",1,190.0
"12596",1,190.0
"14412",2,190.5
"17772",2,190.5
"18203",3,190.7
"17579",3,190.7
"17608",3,191.0
"17246",1,191.0
"13308",3,191.0
"16424",1,191.0
"15068",3,191.3
"17495",2,191.5
"12880",1,192.0
"12504",3,192.3
"16586",2,192.5
"14761",2,192.5
"13283",3,192.7
"16903",2,193.0
"13045",2,193.0
"15713",3,193.0
"14427",3,193.3
"15469",2,193.5
"18011",1,194.0
"15957",2,194.0
"15504",3,194.3
"12639",2,194.5
"12371",3,194.7
"12898",1,195.0
"17518",1,195.0
"15265",3,195.3
"13363",2,195.5
"13565",2,195.5
"16343",2,195.5
"18273",3,195.7
"14240",2,196.0
"15303",2,196.5
"14924",2,196.5
"17397",2,197.0
"14491",1,197.0
"14420",3,197.0
"18270",2,197.0
"13744",1,197.0
"16614",2,197.5
"12673",2,198.0
"17254",2,198.0
"13207",3,198.3
"13484",2,199.0
"16278",2,199.0
"15280",2,199.0
"16778",1,199.0
"15664",3,199.0
"12873",2,199.5
"13008",2,199.5
"16024",2,199.5
"13780",2,199.5
"13587",3,199.7
"17664",3,200.0
"14569",3,200.3
"14716",2,200.5
"16117",2,200.5
"16136",3,200.7
"15154",2,201.0
"14133",3,201.0
"13300",2,202.0
"14997",3,202.3
"13514",3,202.3
"13859",1,203.0
"16990",1,203.0
"16071",3,203.0
"13918",1,203.0
"14890",2,203.0
"17513",2,203.0
"15645",2,203.0
"16468",2,203.0
"15748",2,204.0
"14756",2,204.0
"13406",1,204.0
"12353",1,204.0
"14238",2,204.0
"12703",3,204.0
"16039",1,204.0
"17201",3,204.0
"15784",1,204.0
"16642",2,204.5
"16315",1,205.0
"17123",2,205.0
"16573",1,205.0
"13000",3,205.7
"15143",1,206.0
"12800",1,206.0
"13233",3,206.0
"13962",2,206.5
"17339",2,207.0
"15677",2,207.0
"15247",2,207.0
"16519",3,207.3
"15948",2,207.5
"16961",2,207.5
"14847",2,207.5
"17330",3,207.7
"15803",3,208.0
"14473",1,208.0
"14470",2,208.5
"16608",1,209.0
"16246",1,209.0
"15599",2,209.0
"15124",3,209.3
"13083",2,210.0
"16545",1,210.0
"17694",2,210.5
"13404",1,211.0
"16149",2,211.5
"15564",1,212.0
"13046",2,212.5
"13800",2,213.0
"16568",1,213.0
"16856",2,213.0
"17531",2,213.5
"13672",2,214.0
"16723",3,214.3
"16276",2,215.0
"18191",1,215.0
"13992",2,215.5
"16667",1,216.0
"16368",2,216.0
"14926",1,216.0
"15254",2,216.5
"13814",2,216.5
"16212",3,216.7
"17603",3,216.7
"15466",3,216.7
"14237",1,217.0
"14819",3,217.3
"17163",3,217.3
"12790",1,218.0
"15792",1,218.0
"12717",2,219.0
"17783",2,219.5
"17497",1,220.0
"14552",2,220.0
"15918",2,220.0
"14714",3,220.7
"12781",1,221.0
"16340",2,221.5
"16275",2,222.0
"17110",2,222.0
"14687",2,222.0
"17733",1,222.0
"12842",3,222.3
"15888",2,222.5
"14544",2,222.5
"16854",1,223.0
"18080",1,223.0
"17462",1,223.0
"13635",3,223.3
"17384",2,223.5
"14484",3,223.7
"14877",1,224.0
"15992",2,224.5
"17478",1,225.0
"14670",2,225.5
"18040",1,226.0
"16310",1,227.0
"13582",1,227.0
"18053",2,227.5
"13294",2,227.5
"16810",1,228.0
"16830",3,228.7
"14295",3,229.3
"17464",2,230.0
"12763",1,230.0
"16018",3,230.7
"16829",1,231.0
"18262",2,231.0
"17786",1,231.0
"15184",3,231.0
"13252",1,231.0
"13023",2,231.5
"14636",1,232.0
"18006",3,232.7
"16732",3,232.7
"13525",1,233.0
"13937",1,233.0
"12809",2,234.0
"16461",2,234.0
"15678",2,234.5
"13781",2,234.5
"17960",2,234.5
"16366",3,234.7
"17624",3,234.7
"15077",1,235.0
"12586",3,235.0
"14108",3,235.0
"15428",3,235.0
"15639",2,235.0
"14480",3,235.3
"13307",2,235.5
"12920",3,235.7
"13388",2,236.0
"16596",3,237.3
"17561",3,237.3
"17176",2,237.5
"14423",2,237.5
"14645",2,238.0
"14043",1,238.0
"15403",1,238.0
"15121",1,238.0
"17557",3,239.0
"16109",2,239.5
"16677",1,240.0
"14995",1,241.0
"18108",2,241.0
"14400",2,241.0
"18063",1,242.0
"14023",1,242.0
"17680",2,243.0
"14865",3,243.0
"14219",2,244.0
"13833",1,244.0
"18123",2,244.5
"15109",2,244.5
"14204",3,244.7
"12770",1,245.0
"14128",2,245.0
"16524",1,245.0
"13109",2,245.5
"16680",2,245.5
"17901",2,246.0
"18286",1,247.0
"13275",1,248.0
"13169",2,248.5
"15689",2,248.5
"14014",2,249.0
"13377",1,249.0
"13967",1,250.0
"13255",2,251.0
"14972",1,252.0
"13428",2,252.0
"17536",2,252.5
"16450",2,252.5
"17205",2,255.0
"12923",2,255.0
"12440",1,255.0
"17785",2,255.5
"15454",1,256.0
"13398",1,256.0
"13904",1,257.0
"17250",1,257.0
"16932",2,258.0
"13899",1,258.0
"15670",1,259.0
"14807",1,259.0
"17169",2,260.0
"14022",1,261.0
"15012",2,261.0
"16447",2,261.5
"17270",1,262.0
"13480",1,262.0
"17928",2,262.5
"16166",1,263.0
"16178",1,263.0
"13773",1,263.0
"14902",2,263.5
"13513",2,263.5
"12672",1,265.0
"18227",1,266.0
"15084",1,266.0
"15478",2,267.0
"13103",2,268.0
"17258",1,268.0
"16921",2,269.0
"17181",2,269.0
"14840",1,271.0
"17499",1,271.0
"16448",1,272.0
"14142",1,273.0
"17537",1,273.0
"16648",2,273.0
"18189",2,273.5
"15471",2,273.5
"16185",2,273.5
"13010",1,274.0
"15041",1,274.0
"12792",1,278.0
"12588",2,279.0
"17711",1,279.0
"15480",2,279.5
"13106",1,280.0
"12374",2,281.0
"12497",2,281.0
"15978",2,283.0
"14324",1,283.0
"12462",1,284.0
"12349",2,285.0
"13194",1,285.0
"14365",1,287.0
"17309",2,288.5
"17547",1,289.0
"14520",1,289.0
"15097",2,289.0
"13710",2,289.5
"15362",1,290.0
"13396",1,290.0
"16601",2,290.5
"17866",2,290.5
"15994",2,290.5
"15423",2,291.0
"18246",2,292.5
"16574",2,293.0
"15196",1,293.0
"14788",2,294.0
"17674",1,294.0
"12925",2,294.0
"13135",1,294.0
"16978",2,294.0
"16846",2,294.5
"12739",1,295.0
"15970",1,295.0
"14619",1,295.0
"17182",1,295.0
"17070",1,296.0
"16781",1,297.0
"17433",1,297.0
"15630",2,299.0
"17187",1,299.0
"16583",1,299.0
"17335",1,300.0
"14564",1,300.0
"15244",2,300.0
"13877",2,301.0
"17647",2,302.0
"15884",1,303.0
"14851",2,303.0
"15091",2,303.5
"14495",2,304.0
"15211",1,304.0
"14893",2,304.0
"15659",2,304.0
"16281",2,304.5
"15709",1,305.0
"14986",1,307.0
"14055",2,308.0
"15766",2,308.5
"13068",1,309.0
"17011",2,310.0
"14284",2,311.0
"13897",2,313.0
"14838",1,313.0
"12789",2,314.0
"14940",1,315.0
"16415",2,315.5
"15545",1,316.0
"15135",1,317.0
"16406",2,317.5
"16413",1,318.0
"15385",2,318.0
"15988",2,318.5
"12944",1,319.0
"16135",1,321.0
"13600",1,321.0
"14935",1,322.0
"14647",1,322.0
"13817",1,322.0
"17278",1,323.0
"16451",2,323.5
"17172",2,323.5
"14314",1,324.0
"14311",1,324.0
"13733",1,324.0
"13706",1,324.0
"14150",1,324.0
"14894",2,325.5
"15445",1,326.0
"16141",1,328.0
"18058",2,328.5
"12580",1,329.0
"18278",1,330.0
"18056",1,330.0
"15566",1,331.0
"17776",1,336.0
"16773",2,337.5
"13441",1,339.0
"17678",1,339.0
"13359",1,339.0
"17964",1,340.0
"17476",1,341.0
"14119",1,342.0
"13651",1,342.0
"16527",1,343.0
"15169",1,344.0
"17233",2,344.5
"13416",2,346.0
"13551",1,346.0
"16542",1,347.0
"16720",2,347.5
"12538",1,349.0
"15919",1,349.0
"13496",1,349.0
"17919",1,350.0
"16377",1,350.0
"15986",1,351.0
"18212",1,351.0
"16887",2,351.0
"14494",2,352.0
"16602",1,352.0
"13403",2,352.0
"16204",2,353.0
"12355",1,353.0
"14448",1,354.0
"12357",1,355.0
"16776",1,355.0
"16917",1,355.0
"18156",1,356.0
"15158",1,356.0
"14212",1,356.0
"15683",1,356.0
"13375",1,356.0
"12475",1,356.0
"13030",1,356.0
"13721",1,358.0
"16936",1,359.0
"16739",1,359.0
"15243",1,360.0
"17274",1,360.0
"15448",1,361.0
"15989",1,361.0
"17248",1,361.0
"16198",1,362.0
"13639",1,362.0
"14762",1,362.0
"13927",1,362.0
"13607",1,362.0
"14975",1,363.0
"14382",1,363.0
"12890",1,363.0
"14806",1,363.0
"15503",1,363.0
"13519",1,364.0
"15540",1,364.0
"13712",1,364.0
"14497",1,364.0
"14594",1,365.0
"13177",1,365.0
"12847",1,365.0
"14087",2,366.0
"15634",1,366.0
"17480",1,366.0
"18255",1,366.0
"17458",1,366.0
"16491",1,366.0
"12945",1,367.0
"12974",1,367.0
"15341",1,368.0
"12864",1,369.0
"17977",1,370.0
"12425",1,370.0
"14052",1,371.0
"13302",1,371.0
"15368",1,372.0
"17171",1,372.0
"14675",1,372.0
"14753",1,373.0
"15598",1,374.0
"16988",1,374.0
"12514",1,374.0
"15458",1,376.0
"17111",1,378.0
"15437",1,378.0
"15277",1,378.0
"17789",1,379.0
"16535",1,380.0
"12851",1,380.0
"16433",1,380.0
"16323",1,381.0
"13689",1,381.0
"13245",1,381.0
"13745",1,383.0
"17219",1,384.0
"17038",1,384.0
"16078",1,385.0
"17217",1,385.0
"15775",1,386.0
"15405",1,386.0
"14908",1,388.0
"14929",1,389.0
"15322",1,390.0
"18110",1,391.0
"14957",1,391.0
"17715",1,392.0
"17767",1,394.0
"13699",1,395.0
"13482",1,395.0
"17510",1,395.0
"15042",1,396.0
"12837",1,396.0
"12821",1,397.0
"18281",1,397.0
"12445",1,398.0
"14381",1,399.0
"13508",1,399.0
"17022",1,401.0
"15006",1,402.0
"16222",1,402.0
"13832",1,403.0
"15773",1,403.0
"15552",1,405.0
"15857",1,411.0
"17040",1,412.0
"17718",1,412.0
"16526",1,412.0
"12519",1,413.0
"15256",1,413.0
"17403",1,414.0
"15837",1,420.0
"14873",1,423.0
"14968",1,428.0
"13594",1,432.0
"12378",1,432.0
"16345",1,438.0
"16834",1,446.0
"17383",1,449.0
"14436",1,454.0
"15127",1,454.0
"14483",1,455.0
"14208",1,456.0
"15264",1,466.0
"12426",1,468.0
"15396",1,471.0
"12403",1,471.0
"15219",1,472.0
"16715",1,484.0
