"customer_id","recency_days","frequency_completed","monetary_gross"
"14614",385,1,295.13
"14615",393,5,951.76
"14616",242,5,527.78
"14617",402,2,190.47
"14618",8,7,1342.32
"14619",238,2,1291.24
"14620",203,2,412.78
"14621",0,9,3000.57
"14622",184,1,320.58
"14623",31,10,2012.30
"14624",56,6,814.07
"14625",184,11,4497.88
"14626",8,11,5410.92
"14627",311,1,462.75
"14628",90,5,1998.00
"14629",3,2,955.26
"14630",483,1,338.65
"14631",50,6,2025.69
"14632",262,1,114.56
"14633",265,1,344.90
"14634",437,4,2124.46
"14635",453,1,215.22
"14636",35,2,609.85
"14637",676,1,106.68
"14638",50,1,443.60
"14639",51,9,4978.96
"14640",15,10,3649.36
"14641",21,1,110.46
"14642",58,1,96.12
"14643",169,5,1679.89
"14644",8,7,2247.72
"14645",156,3,876.89
"14646",1,146,526751.52
"14647",200,2,506.04
"14648",403,15,4463.39
"14649",4,9,3651.19
"14650",588,1,62.50
"14651",66,9,2025.52
"14652",76,1,114.18
"14653",0,11,3404.80
"14654",737,1,246.86
"14655",3,7,3878.51
"14656",168,5,790.00
"14657",17,6,1450.19
"14658",4,2,247.15
"14659",8,9,2529.93
"14660",86,2,285.74
"14661",26,1,107.95
"14662",28,7,1376.43
"14663",429,2,490.60
"14664",19,2,636.24
"14665",60,7,2749.65
"14666",23,1,179.95
"14667",10,54,20359.59
"14668",444,1,111.63
"14669",241,7,3216.78
"14670",279,3,583.33
"14671",548,2,1127.45
"14672",234,4,1113.14
"14673",2,7,3037.32
"14674",508,1,173.66
"14675",15,2,1015.58
"14676",30,12,8356.79
"14677",592,1,184.91
"14678",570,1,403.39
"14679",371,3,1289.44
"14680",24,58,55688.50
"14681",70,6,875.15
"14682",187,6,1514.81
"14683",587,1,146.56
"14684",25,6,1430.03
"14685",575,8,4536.64
"14686",413,5,852.53
"14687",106,3,1402.06
"14688",7,28,7190.42
"14689",208,1,112.80
"14690",43,4,777.68
"14691",30,5,2114.33
"14692",136,12,1715.14
"14693",264,7,1165.36
"14694",616,1,244.31
"14695",518,3,1534.22
"14696",3,8,2473.28
"14697",217,2,188.61
"14698",1,5,1217.27
"14699",213,4,702.60
"14700",31,5,3076.06
"14701",10,15,4487.11
"14702",0,29,6356.98
"14703",14,1,318.17
"14704",19,9,1720.58
"14705",198,1,179.00
"14706",618,1,367.54
"14707",435,2,139.20
"14708",2,5,1793.22
"14709",14,25,8886.33
"14710",13,13,1899.79
"14711",9,11,2839.62
"14712",28,4,1328.07
"14713",8,21,5115.36
"14714",23,4,906.24
"14715",24,8,1809.55
"14716",42,3,543.28
"14717",732,1,81.30
"14718",409,1,226.42
"14719",1,5,1581.84
"14720",5,3,663.81
"14721",378,1,109.07
"14722",146,3,489.52
"14723",9,11,1801.36
"14724",589,1,341.90
"14725",24,4,1246.86
"14726",654,1,116.50
"14727",273,3,461.03
"14728",412,1,190.58
"14729",373,3,586.24
"14730",0,8,1897.57
"14731",46,3,380.02
"14732",7,19,5517.07
"14733",8,15,14335.15
"14734",415,4,1056.42
"14735",3,55,12225.16
"14736",484,2,374.05
"14737",3,4,3554.17
"14738",38,9,1821.90
"14739",1,25,11573.62
"14740",190,11,4161.06
"14741",11,7,1713.09
"14742",434,1,579.85
"14743",592,1,50.48
"14744",15,14,3660.08
"14745",112,12,2551.41
"14746",405,4,593.50
"14747",247,1,328.20
"14748",28,10,2681.90
"14749",479,1,310.15
"14750",735,1,112.03
"14751",683,2,126.45
"14752",43,1,389.64
"14753",86,2,869.51
"14754",44,6,1547.93
"14755",9,25,9972.55
"14756",14,3,2603.76
"14757",74,1,420.50
"14758",144,7,2864.97
"14759",4,3,1625.97
"14760",293,1,89.20
"14761",58,3,447.92
"14762",263,2,417.57
"14763",731,NULL,NULL
"14764",43,1,278.30
"14765",28,3,254.11
"14766",7,11,6375.73
"14767",473,1,382.81
"14768",16,2,192.60
"14769",2,17,15512.46
"14770",231,8,3637.64
"14771",605,2,594.62
"14772",111,1,139.26
"14773",588,1,140.55
"14774",528,1,241.45
"14775",57,3,1011.90
"14776",50,15,3708.30
"14777",3,1,307.56
"14778",126,2,730.86
"14779",280,3,386.15
"14780",54,2,447.68
"14782",319,1,200.10
"14783",654,1,307.30
"14784",25,3,449.93
"14785",9,2,77.40
"14786",549,1,90.96
"14787",470,1,110.65
"14788",6,3,1156.32
"14789",28,1,197.64
"14790",16,10,2526.62
"14791",606,1,303.63
"14792",63,1,6.20
"14793",3,2,625.90
"14794",2,10,1953.90
"14795",165,1,131.45
"14796",0,27,10167.77
"14797",506,1,300.31
"14798",52,8,724.31
"14799",50,2,338.15
"14800",47,17,7180.08
"14801",60,1,189.34
"14803",161,3,845.55
"14804",8,1,353.27
"14805",14,7,1082.55
"14806",74,2,303.43
"14807",390,2,504.14
"14808",39,8,2718.60
"14809",620,2,686.76
"14810",40,13,2354.03
"14811",386,1,170.50
"14812",598,1,178.85
"14813",369,4,888.91
"14814",580,1,152.96
"14815",36,2,778.50
"14816",196,1,271.85
"14817",199,7,3609.86
"14818",73,6,1153.56
"14819",63,4,456.41
"14820",20,9,1274.76
"14821",366,7,1230.15
"14822",484,1,157.70
"14823",179,3,321.43
"14824",9,10,4022.91
"14825",3,24,4735.08
"14826",581,2,385.20
"14828",196,13,9839.46
"14829",28,7,1455.87
"14830",52,1,188.03
"14831",573,3,1676.57
"14833",498,1,94.80
"14834",17,7,2206.16
"14835",526,2,297.00
"14836",9,3,102.45
"14837",89,9,3460.32
"14838",422,2,769.92
"14839",417,3,915.28
"14840",267,2,362.71
"14841",52,14,7163.00
"14842",34,4,2824.69
"14843",436,1,211.80
"14844",63,10,6702.43
"14845",599,1,150.00
"14846",422,1,437.40
"14847",148,3,1348.95
"14848",404,1,310.56
"14849",21,43,15407.61
"14850",311,7,1770.96
"14851",22,3,829.41
"14852",57,18,6132.43
"14853",8,5,1376.87
"14854",77,11,4303.06
"14855",118,7,6520.30
"14856",35,3,1290.53
"14857",59,7,3651.85
"14858",505,1,180.75
"14859",12,5,1705.64
"14860",8,1,170.32
"14861",51,10,1380.73
"14862",25,2,841.20
"14863",28,1,266.76
"14864",730,NULL,NULL
"14865",6,4,92.52
"14866",10,17,20700.04
"14867",185,16,2952.06
"14868",2,12,4184.01
"14869",3,6,2778.14
"14870",261,6,1838.95
"14871",2,9,1228.17
"14872",480,3,816.60
"14873",209,2,854.13
"14874",534,1,116.18
"14875",8,3,2862.40
"14876",520,2,256.70
"14877",417,2,425.85
"14878",12,25,4076.50
"14879",684,1,185.06
"14880",76,3,690.59
"14881",19,1,255.40
"14882",26,14,3546.65
"14883",18,6,761.59
"14884",668,1,120.60
"14885",131,3,1598.12
"14886",252,1,364.80
"14887",78,1,1862.00
"14888",206,1,369.20
"14889",335,1,135.90
"14890",253,3,817.25
"14891",147,4,1106.73
"14892",690,1,202.35
"14893",9,3,1809.61
"14894",84,3,1492.81
"14895",7,38,25119.54
"14896",204,8,1826.00
"14897",7,8,3140.54
"14898",22,14,3365.95
"14899",394,1,1331.38
"14900",521,1,13.92
"14901",10,12,1919.00
"14902",20,3,1035.62
"14903",20,5,2795.33
"14904",1,4,1630.49
"14905",153,8,1971.39
"14907",2,16,5547.72
"14908",73,2,381.90
"14909",427,3,1404.68
"14910",2,4,434.35
"14911",0,373,272252.79
"14912",16,5,1849.58
"14913",35,8,4073.13
"14914",605,NULL,NULL
"14915",85,11,1811.25
"14916",70,8,3042.95
"14917",596,2,1123.75
"14918",115,9,5955.81
"14919",538,1,359.35
"14920",212,3,1607.17
"14921",29,2,1316.07
"14922",393,2,843.74
"14923",50,1,749.10
"14924",245,3,931.01
"14925",730,NULL,NULL
"14926",381,2,359.40
"14927",396,1,308.20
"14928",618,1,223.91
"14929",31,2,836.69
"14930",108,6,5236.73
"14931",4,4,864.68
"14932",365,2,566.13
"14933",443,4,1770.00
"14934",72,5,3403.50
"14935",296,2,2849.83
"14936",8,12,12410.81
"14937",56,3,1621.88
"14938",501,2,2322.43
"14940",417,2,531.49
"14941",578,1,182.10
"14942",401,4,746.56
"14943",662,1,107.62
"14944",29,19,9684.67
"14945",413,1,179.40
"14946",13,1,100.90
"14947",71,6,1049.79
"14948",22,6,1101.97
"14949",459,4,515.00
"14950",8,1,371.20
"14951",78,1,311.69
"14952",45,32,17629.35
"14953",24,4,968.82
"14954",11,2,462.12
"14955",732,1,163.77
"14956",420,1,1325.00
"14957",252,2,261.69
"14958",146,6,941.99
"14959",58,4,695.42
"14960",7,2,221.27
"14961",10,22,16410.15
"14962",270,4,366.91
"14963",9,12,3123.57
"14964",246,1,206.21
"14965",95,2,596.09
"14966",14,6,1064.26
"14967",49,6,1982.61
"14968",29,2,497.49
"14969",703,1,906.23
"14970",67,12,4919.35
"14971",34,3,1097.98
"14972",127,2,145.07
"14973",106,3,1314.45
"14974",36,1,89.94
"14975",56,2,472.39
"14976",56,6,774.86
"14977",725,1,31.93
"14978",71,10,3112.19
"14979",734,1,429.66
"14980",736,1,150.68
"14981",245,2,372.92
"14982",571,1,234.88
"14983",688,1,183.20
"14984",18,6,1260.51
"14985",197,2,292.01
"14986",375,2,563.10
"14987",15,8,1550.65
"14988",211,7,2038.65
"14989",661,1,342.40
"14990",611,2,304.17
"14991",429,1,314.67
"14992",441,1,210.50
"14993",563,1,36.13
"14994",381,5,942.77
"14995",38,2,231.98
"14996",480,2,442.29
"14997",45,4,776.60
"14998",169,4,753.18
"14999",592,1,129.48
"15000",47,1,490.52
"15001",393,2,197.11
"15002",115,9,4138.08
"15003",472,6,1027.03
"15004",146,1,1220.38
"15005",15,56,13752.58
"15006",50,2,752.83
"15007",158,1,156.91
"15008",479,2,360.00
"15009",11,3,1259.43
"15010",35,1,308.94
"15011",395,2,416.60
"15012",53,3,646.26
"15013",487,10,1610.82
"15014",42,2,257.67
"15015",500,13,2344.47
"15016",172,5,620.89
"15017",33,1,125.58
"15018",38,3,496.21
"15019",266,1,252.81
"15020",378,1,198.47
"15021",8,12,2500.59
"15022",11,5,1133.44
"15023",2,20,11555.50
"15024",9,16,3559.39
"15025",32,2,971.84
"15026",79,5,1044.09
"15027",30,10,3195.60
"15028",7,6,962.94
"15029",617,1,365.10
"15030",71,8,1979.91
"15031",3,14,3102.94
"15032",255,8,11010.05
"15033",4,10,2553.88
"15034",15,14,8231.20
"15035",89,1,252.73
"15036",71,3,429.56
"15037",375,2,397.76
"15038",42,9,1146.53
"15039",9,93,39141.48
"15040",541,1,7.49
"15041",169,2,288.98
"15042",198,2,315.45
"15043",30,6,2855.32
"15044",18,32,15769.01
"15045",151,2,735.66
"15046",8,25,7604.84
"15047",269,1,343.62
"15048",64,4,381.00
"15049",273,1,121.17
"15050",24,5,4087.19
"15051",22,9,3926.91
"15052",318,1,207.73
"15053",4,3,693.95
"15054",11,2,302.10
"15055",474,3,549.12
"15056",519,1,113.65
"15057",274,5,3255.96
"15058",24,16,3387.58
"15059",40,19,3490.40
"15060",7,4,293.00
"15061",3,127,126387.57
"15062",70,8,2585.62
"15063",212,1,370.80
"15064",409,4,1154.41
"15065",37,5,3326.86
"15066",31,1,893.59
"15067",77,5,3862.88
"15068",45,4,1174.90
"15069",178,1,1109.53
"15070",372,3,737.05
"15071",93,4,1455.56
"15072",478,1,187.52
"15073",9,8,2788.02
"15074",104,3,1553.13
"15075",77,1,773.03
"15076",172,3,1447.74
"15077",455,2,2428.08
"15078",6,52,17276.73
"15079",212,11,3625.40
"15080",427,2,546.25
"15081",21,12,1854.57
"15082",668,1,93.35
"15083",256,1,88.20
"15084",379,2,965.20
"15085",729,1,347.54
"15086",564,2,218.53
"15087",281,1,306.94
"15088",20,2,1160.07
"15089",9,6,2420.84
"15090",307,1,381.32
"15091",53,3,1046.61
"15092",214,3,776.46
"15093",17,23,13702.38
"15094",462,2,83.00
"15095",103,10,3141.64
"15096",42,1,219.39
"15097",3,3,908.35
"15098",181,3,39916.50
"15099",83,1,410.48
"15100",329,7,2193.90
"15101",8,6,1477.94
"15102",530,2,554.67
"15103",30,2,703.36
"15104",166,2,993.54
"15105",17,9,3094.91
"15106",17,5,1422.52
"15107",310,9,824.35
"15108",141,3,1159.25
"15109",240,3,983.10
"15110",23,6,1505.85
"15111",28,5,2442.37
"15112",610,1,209.40
"15113",9,3,3509.04
"15114",29,12,3400.12
"15115",17,2,531.85
"15116",17,4,1352.75
"15117",14,8,2485.97
"15118",133,1,244.80
"15119",245,1,266.40
"15120",129,1,358.82
"15121",49,2,457.72
"15122",84,11,4487.27
"15123",6,5,4656.17
"15124",22,4,450.82
"15125",24,24,17024.87
"15126",536,2,449.49
"15127",65,2,711.50
"15128",59,5,1783.68
"15129",49,23,6860.18
"15130",169,1,330.11
"15131",394,1,80.28
"15132",17,5,977.93
"15133",127,5,1806.90
"15134",14,10,1596.29
"15135",232,2,305.68
"15136",2,4,1286.70
"15137",520,2,823.40
"15138",384,1,502.52
"15139",239,2,178.96
"15140",51,8,3243.69
"15141",457,7,1388.47
"15142",45,6,2619.92
"15143",225,2,563.63
"15144",7,29,12160.31
"15145",3,4,1194.73
"15146",164,2,1327.16
"15147",218,1,623.50
"15148",10,1,301.29
"15149",133,4,1524.61
"15150",16,13,8977.94
"15151",422,2,2085.61
"15152",9,14,5263.83
"15153",30,1,329.25
"15154",73,3,1343.72
"15155",382,1,383.97
"15156",0,3,961.49
"15157",3,5,2654.11
"15158",44,2,606.02
"15159",1,34,22116.73
"15160",356,4,589.27
"15161",387,1,119.92
"15162",728,1,312.90
"15163",17,2,304.47
"15164",68,9,2028.11
"15165",372,1,487.75
"15166",467,1,167.16
"15167",320,5,1627.62
"15168",25,1,106.56
"15169",381,2,569.22
"15170",406,1,81.15
"15171",324,1,1289.50
"15172",8,5,1624.05
"15173",380,7,1494.60
"15174",322,2,481.46
"15175",71,1,224.14
"15176",596,1,988.04
"15177",425,1,948.93
"15178",259,1,40.50
"15179",17,13,7491.92
"15180",366,3,816.93
"15181",65,5,1200.20
"15182",153,11,2998.95
"15183",547,3,639.93
"15184",28,4,685.39
"15185",69,1,310.62
"15186",13,5,1403.20
"15187",1,15,4762.18
"15188",724,1,310.43
"15189",0,46,17524.38
"15190",433,1,834.44
"15191",462,3,588.05
"15192",119,5,1666.39
"15193",60,1,499.32
"15194",2,28,12021.53
"15195",2,1,3861.00
"15196",432,2,313.70
"15197",8,6,1877.51
"15198",91,5,571.35
"15199",58,10,3122.40
"15200",494,1,549.05
"15201",78,7,1842.95
"15203",25,15,4400.18
"15204",356,1,316.58
"15205",84,2,653.24
"15206",9,4,420.30
"15207",409,3,683.92
"15208",0,6,970.52
"15209",729,1,178.98
"15210",224,3,1176.19
"15211",59,2,894.41
"15212",238,2,208.28
"15213",318,2,328.35
"15214",1,8,1661.44
"15215",44,7,2422.43
"15216",87,2,486.09
"15217",562,1,426.24
"15218",10,22,11453.83
"15219",175,2,685.45
"15220",51,6,1778.96
"15221",365,4,2062.20
"15222",318,11,3550.91
"15223",225,5,1417.95
"15224",357,5,871.36
"15225",233,1,409.40
"15226",310,1,154.41
"15227",36,9,2488.49
"15228",65,6,5580.27
"15229",585,1,160.50
"15230",238,2,429.60
"15231",595,1,250.26
"15232",112,2,612.06
"15233",400,1,59.40
"15234",276,1,197.00
"15235",217,16,2772.76
"15236",298,1,321.05
"15237",1,4,1412.32
"15238",28,3,1071.99
"15239",9,2,780.59
"15240",44,12,4459.98
"15241",66,11,3050.16
"15242",421,1,302.04
"15243",73,2,927.28
"15244",64,3,912.08
"15245",133,8,4610.84
"15246",237,3,780.40
"15247",121,3,976.06
"15248",410,3,1893.93
"15249",31,18,9266.00
"15250",640,1,60.00
"15251",8,21,20324.54
"15252",35,5,2103.41
"15253",15,8,2055.09
"15254",126,3,1088.35
"15255",66,9,3706.02
"15256",148,2,170.40
"15257",280,2,685.90
"15258",168,2,623.16
"15259",512,4,1182.38
"15260",99,25,8767.73
"15261",134,4,1508.00
"15262",323,3,418.82
"15263",106,1,156.51
"15264",63,2,848.40
"15265",150,4,3345.64
"15266",337,5,852.21
"15267",21,5,1717.36
"15268",478,3,961.90
"15269",23,3,1225.36
"15270",15,21,8524.86
"15271",6,24,4528.54
"15272",56,6,2030.95
"15273",599,1,228.96
"15274",3,2,716.57
"15275",30,1,615.14
"15276",65,4,619.80
"15277",46,2,476.34
"15278",561,4,496.16
"15279",354,5,1580.54
"15280",171,3,397.52
"15281",58,16,8543.57
"15282",569,1,348.59
"15283",389,3,148.33
"15284",499,1,24.75
"15285",407,1,94.92
"15286",49,1,240.55
"15287",21,5,856.03
"15288",42,10,3706.53
"15289",28,5,1593.09
"15290",4,26,10496.28
"15291",25,39,13472.76
"15292",200,1,178.39
"15293",665,1,247.50
"15294",399,1,233.35
"15295",653,1,207.04
"15296",43,12,10323.03
"15297",9,3,641.94
"15298",1,23,9061.77
"15299",66,9,5556.53
"15300",63,1,496.44
"15301",50,17,6909.67
"15302",721,1,308.00
"15303",289,3,1224.18
"15304",60,9,796.40
"15305",554,1,93.60
"15306",63,9,3484.73
"15307",95,1,205.30
"15308",270,1,310.47
"15309",610,4,797.96
"15310",478,1,1634.64
"15311",0,207,114671.42
"15312",74,12,2930.19
"15313",109,1,52.00
"15314",198,3,820.45
"15315",63,2,570.50
"15316",326,1,165.00
"15317",676,1,129.75
"15318",3,1,312.62
"15319",283,1,204.50
"15320",43,1,267.13
"15321",48,12,6709.73
"15322",63,2,1390.86
"15323",532,3,434.60
"15324",700,1,140.22
"15325",103,8,1601.46
"15326",333,5,1700.52
"15327",52,1,208.75
"15328",407,1,107.24
"15329",34,11,2958.83
"15330",31,2,714.96
"15331",499,3,767.91
"15332",365,6,4892.68
"15333",207,1,1028.56
"15334",156,3,347.87
"15335",53,1,170.22
"15336",401,1,240.50
"15337",402,1,373.02
"15338",676,1,277.93
"15339",65,7,1821.02
"15340",561,1,105.50
"15341",80,2,2402.72
"15342",115,1,406.09
"15343",86,1,364.50
"15344",0,3,563.94
"15345",34,1,393.54
"15346",332,3,596.12
"15347",365,4,1162.00
"15348",71,1,158.04
"15349",157,2,463.91
"15350",372,2,547.60
"15351",11,10,3430.22
"15352",548,1,111.15
"15353",254,7,2794.47
"15355",28,2,277.05
"15356",30,13,3239.57
"15358",4,42,16425.86
"15359",554,8,181.35
"15360",39,1,427.93
"15361",361,4,689.07
"15362",448,2,613.08
"15363",240,2,678.11
"15364",95,2,913.19
"15365",25,13,4557.13
"15366",74,7,2389.08
"15367",56,11,5081.33
"15368",20,2,722.74
"15369",374,11,6251.26
"15370",40,8,3739.01
"15371",661,1,59.40
"15372",136,8,6017.06
"15373",7,17,3084.54
"15374",128,2,307.32
"15375",689,1,60.96
"15376",39,3,1221.56
"15377",382,4,1211.75
"15378",462,2,246.50
"15379",168,8,4877.84
"15380",8,11,3248.96
"15381",213,5,1890.57
"15382",14,12,13733.55
"15384",169,4,2027.79
"15385",39,3,942.08
"15386",185,1,394.14
"15387",491,1,468.65
"15388",269,1,140.54
"15389",171,5,2733.80
"15390",395,2,1216.66
"15391",570,1,289.87
"15392",4,7,2911.62
"15393",15,5,891.34
"15394",9,11,5286.80
"15395",325,1,107.45
"15396",112,2,796.38
"15397",289,1,94.00
"15398",15,2,1345.53
"15399",0,3,815.77
"15400",91,8,1302.30
"15401",451,2,216.95
"15402",148,6,1830.12
"15403",491,2,170.88
"15404",375,1,257.06
"15405",188,2,659.84
"15406",17,4,975.87
"15407",33,4,1046.74
"15408",263,1,267.18
"15409",701,1,131.25
"15410",83,10,4685.72
"15411",25,4,1348.93
"15412",170,1,190.53
"15413",691,5,6798.72
"15414",9,3,774.90
"15415",312,1,559.61
"15416",64,7,4572.82
"15417",84,1,508.80
"15418",424,2,449.42
"15419",24,1,135.86
"15420",433,6,743.00
"15421",58,10,3805.34
"15422",322,7,1619.97
"15423",37,3,266.89
"15424",253,3,597.78
"15425",399,4,1941.12
"15426",18,9,2156.35
"15427",32,3,1430.54
"15428",14,4,762.75
"15429",26,2,397.35
"15430",467,2,954.75
"15431",502,1,153.24
"15432",22,2,320.76
"15433",78,2,533.30
"15434",7,11,2567.06
"15435",21,1,149.29
"15436",11,3,1067.75
"15437",261,2,393.45
"15438",130,1,156.58
"15439",404,4,1269.05
"15440",54,3,383.68
"15441",395,3,1254.21
"15442",248,1,594.00
"15443",1,14,5114.23
"15444",8,2,1411.21
"15445",263,2,284.50
"15446",376,3,396.75
"15447",330,5,492.88
"15448",312,2,788.81
"15449",25,3,974.52
"15450",29,1,429.84
"15451",433,2,226.86
"15452",29,6,1785.11
"15453",1,7,1371.77
"15454",361,2,303.89
"15455",597,1,38.25
"15456",282,10,2091.52
"15457",261,1,237.07
"15458",24,2,370.44
"15459",416,2,202.83
"15460",353,1,214.26
"15461",460,2,429.70
"15462",93,4,737.05
"15463",28,1,126.14
"15464",337,1,1044.65
"15465",19,32,12100.40
"15466",84,4,1560.46
"15467",8,3,524.88
"15468",34,3,1430.48
"15469",42,3,874.25
"15470",575,1,63.42
"15471",1,3,1292.01
"15472",112,1,371.56
"15473",13,8,2046.00
"15474",595,1,150.35
"15475",76,1,454.11
"15476",379,4,2209.98
"15477",649,1,368.40
"15478",39,3,1940.98
"15479",732,1,147.40
"15480",115,3,3592.25
"15481",400,1,1993.34
"15482",15,18,14377.36
"15483",160,10,810.68
"15484",0,6,4652.10
"15485",29,7,4810.92
"15486",526,1,102.00
"15487",679,1,231.32
"15488",92,5,431.92
"15489",22,8,2419.61
"15490",429,1,210.85
"15491",94,6,3100.09
"15492",27,2,659.46
"15493",32,9,4113.19
"15494",20,5,3702.60
"15495",378,1,246.50
"15496",630,1,146.14
"15497",17,9,8657.39
"15498",2,44,24972.86
"15499",723,1,158.65
"15500",7,4,1131.56
"15501",404,2,399.95
"15502",15,12,9542.92
"15503",362,2,257.30
"15504",80,4,391.45
"15505",52,5,3610.96
"15506",22,6,2030.33
"15507",171,1,475.86
"15508",188,6,1000.27
"15509",379,1,152.41
"15510",330,1,250.00
"15511",11,5,900.53
"15512",155,4,331.58
"15513",30,35,26437.05
"15514",11,18,6388.28
"15515",386,1,171.81
"15516",44,3,62.43
"15517",232,1,267.03
"15518",63,15,4189.99
"15519",382,2,344.61
"15520",1,1,343.50
"15521",35,16,7087.64
"15522",32,2,397.99
"15523",83,16,17259.19
"15524",24,2,591.40
"15525",1,4,887.72
"15526",32,2,148.44
"15527",18,23,5554.04
"15528",253,1,229.33
"15529",22,12,4781.11
"15530",21,5,1808.68
"15531",7,2,1972.39
"15532",24,10,3717.20
"15533",18,3,807.57
"15534",725,1,162.25
"15535",172,6,1044.37
"15536",408,1,259.09
"15537",162,1,110.92
"15538",537,6,3358.40
"15539",6,1,538.46
"15540",10,2,460.68
"15541",113,1,85.13
"15542",511,3,855.71
"15543",287,2,242.26
"15544",8,20,7807.89
"15545",53,2,288.97
"15546",606,2,1079.10
"15547",6,26,10002.65
"15548",595,1,158.09
"15549",76,8,2330.41
"15550",3,12,2211.05
"15551",36,7,1679.81
"15552",216,2,252.52
"15553",59,1,428.93
"15554",277,1,217.20
"15555",11,36,11233.78
"15556",23,1,279.77
"15557",28,1,468.91
"15558",638,1,202.68
"15559",567,1,1109.40
"15560",397,2,153.52
"15561",11,8,1934.39
"15562",351,3,671.43
"15563",8,6,2820.46
"15564",462,2,70.74
"15565",49,2,173.16
"15566",392,2,227.87
"15567",18,1,186.01
"15568",2,3,758.29
"15569",103,10,3583.45
"15570",6,25,8736.49
"15571",11,14,3892.35
"15572",4,10,3965.20
"15573",31,5,1180.47
"15574",177,6,1101.44
"15575",619,1,30.10
"15576",37,1,921.37
"15577",150,5,396.03
"15578",161,1,127.10
"15579",68,5,1250.63
"15580",376,8,1375.39
"15581",155,34,4505.16
"15582",24,3,682.91
"15583",375,1,95.96
"15584",23,6,1268.20
"15585",176,1,455.30
"15586",590,3,1139.10
"15587",49,7,1522.08
"15588",677,1,579.60
"15589",252,3,478.53
"15590",381,5,1496.60
"15591",582,3,217.90
"15592",46,1,388.58
"15593",70,1,199.80
"15594",15,5,1771.78
"15595",487,1,357.60
"15596",100,9,2727.72
"15597",29,2,563.37
"15598",34,2,548.02
"15599",26,3,1250.06
"15600",427,4,1199.31
"15601",10,30,14191.74
"15602",7,16,3137.96
"15603",78,2,88.48
"15604",51,1,216.39
"15605",35,9,1741.95
"15606",56,17,5230.99
"15607",336,9,1708.97
"15608",27,5,1785.98
"15609",182,1,298.48
"15610",51,1,112.46
"15611",9,24,2976.28
"15612",35,2,195.15
"15613",609,1,433.72
"15614",427,4,3147.36
"15615",9,47,21373.97
"15616",437,1,317.11
"15617",395,3,828.55
"15618",32,4,776.85
"15619",10,1,336.40
"15620",49,4,1942.36
"15621",3,4,1293.03
"15622",2,17,7852.61
"15623",140,8,2437.05
"15624",116,4,588.13
"15625",99,9,3236.40
"15626",74,3,1067.52
"15627",456,2,566.90
"15628",4,17,5333.08
"15629",449,4,2240.90
"15630",44,3,1481.40
"15631",641,1,596.67
"15632",15,8,3285.31
"15633",508,13,4335.96
"15634",16,2,554.65
"15635",395,1,100.35
"15636",89,4,1444.58
"15637",52,5,797.59
"15638",300,6,2265.20
"15639",133,3,1065.08
"15640",3,29,23459.51
"15641",104,12,5345.55
"15642",729,1,105.78
"15643",178,3,664.00
"15644",165,4,803.54
"15645",18,3,1054.75
"15646",157,5,784.81
"15647",414,1,169.00
"15648",203,2,639.50
"15649",335,4,1660.35
"15650",514,2,553.88
"15651",36,5,1259.06
"15652",90,5,1405.94
"15653",92,2,877.44
"15654",8,2,922.53
"15655",232,1,560.67
"15656",44,4,748.50
"15657",22,1,30.00
"15658",189,8,2117.27
"15659",43,3,532.49
"15660",24,15,2603.69
"15661",316,8,1215.95
"15662",660,2,283.73
"15663",105,1,138.14
"15664",50,4,1231.53
"15665",167,5,3987.07
"15666",471,2,632.94
"15667",39,1,301.32
"15668",217,1,76.32
"15669",39,4,684.34
"15670",296,2,325.20
"15671",18,7,2657.13
"15672",724,1,45.30
"15673",87,9,6204.32
"15674",72,12,6613.52
"15675",80,4,542.04
"15676",8,3,3435.76
"15677",48,3,1305.63
"15678",52,3,1825.94
"15679",23,4,781.28
"15680",8,10,4028.69
"15681",17,14,2989.70
"15682",598,2,318.24
"15683",116,2,524.54
"15684",546,3,173.95
"15685",449,1,55.98
"15686",419,1,90.00
"15687",8,9,2993.10
"15688",418,1,190.57
"15689",119,3,521.03
"15690",3,2,239.76
"15691",251,4,571.30
"15692",27,1,191.04
"15693",658,1,37.50
"15694",0,23,9963.48
"15695",266,4,1131.04
"15696",32,13,3881.22
"15697",689,1,246.75
"15698",623,1,46.20
"15699",17,1,309.65
"15700",171,2,696.68
"15701",1,4,1529.00
"15702",475,1,112.57
"15703",264,1,211.50
"15704",139,6,3734.66
"15705",200,1,143.10
"15706",59,4,1060.56
"15707",34,4,916.98
"15708",40,9,3887.15
"15709",283,2,327.85
"15710",416,1,898.87
"15711",556,2,420.25
"15712",8,12,3472.41
"15713",142,4,839.64
"15714",11,5,783.96
"15715",555,5,658.02
"15716",145,11,2482.74
"15717",233,5,607.00
"15718",539,1,293.79
"15719",32,31,10194.32
"15720",23,2,739.22
"15721",11,1,471.40
"15722",35,11,5234.00
"15723",364,4,930.70
"15724",200,3,310.85
"15725",14,1,415.25
"15726",389,1,321.91
"15727",16,15,9371.71
"15728",48,2,544.60
"15729",197,3,192.55
"15730",65,5,1726.58
"15731",553,1,125.30
"15732",211,10,1543.97
"15733",282,1,162.30
"15734",114,4,2263.30
"15735",420,1,327.68
"15736",429,2,1767.12
"15737",14,8,1188.12
"15738",18,41,13043.32
"15739",65,1,449.12
"15740",48,1,154.88
"15741",457,2,208.62
"15742",618,1,156.87
"15743",15,4,775.96
"15744",77,1,34.80
"15745",8,4,1094.59
