"customer_id","invoice_no","invoice_date","stock_code","cancelled_qty","total_purchased","excess_qty"
"14606","C497502","2010-02-10 11:16:00","21649",1,0,1
"13319","C512299","2010-06-14 15:28:00","22275",1,0,1
"14606","C565843","2011-09-07 12:15:00","21788",1,0,1
"14606","C490507","2009-12-06 14:12:00","21950",1,0,1
"14606","C490507","2009-12-06 14:12:00","22187",2,1,1
"14606","C510732","2010-06-03 11:00:00","79323P",1,0,1
"14606","C493689","2010-01-05 12:45:00","84971L",1,0,1
"14606","C493689","2010-01-05 12:45:00","85063",1,0,1
"14621","C491533","2009-12-11 12:32:00","72802B",1,0,1
"14621","C489583","2009-12-01 13:47:00","72802C",1,0,1
"14621","C489583","2009-12-01 13:47:00","72807B",1,0,1
"14621","C489583","2009-12-01 13:47:00","85047",1,0,1
"14627","C491618","2009-12-11 14:08:00","22283",1,0,1
"17820","C555253","2011-06-01 15:14:00","22699",1,0,1
"17820","C555253","2011-06-01 15:14:00","23174",1,0,1
"14685","C491650","2009-12-13 10:32:00","84706B",1,0,1
"17841","C495511","2010-01-25 14:04:00","20779",1,0,1
"17841","C517234","2010-07-27 13:47:00","21425",1,0,1
"17841","C512100","2010-06-13 13:35:00","84388",1,0,1
"17841","C491632","2009-12-11 15:14:00","84689",1,0,1
"17848","C490495","2009-12-06 13:38:00","84968B",1,0,1
"12468","C494869","2010-01-19 12:13:00","35970",1,0,1
"12468","C525532","2010-10-05 19:05:00","22138",1,0,1
"17850","C510226","2010-05-28 08:48:00","79341",1,0,1
"14713","C507219","2010-05-06 19:14:00","79323S",1,0,1
"13281","C506001","2010-04-27 11:00:00","20727",1,0,1
"14748","C489530","2009-12-01 11:56:00","72803A",1,0,1
"14763","C490743","2009-12-07 17:59:00","37449",1,0,1
"14808","C573502","2011-10-31 12:02:00","22550",7,6,1
"14808","C559530","2011-07-10 12:04:00","22655",1,0,1
"17861","C491162","2009-12-10 10:33:00","85097B",1,0,1
"17861","C491162","2009-12-10 10:33:00","85098B",1,0,1
"13276","C516947","2010-07-25 15:25:00","84782C",1,0,1
"14895","C491521","2009-12-11 12:29:00","22204",1,0,1
"14895","C491521","2009-12-11 12:29:00","79323GR",1,0,1
"14895","C491521","2009-12-11 12:29:00","79340P",1,0,1
"14896","C508456","2010-05-14 16:41:00","79323B",3,2,1
"14896","C508456","2010-05-14 16:41:00","79323S",3,2,1
"14911","C490997","2009-12-08 17:24:00","21053",1,0,1
"14911","C502332","2010-03-24 10:42:00","21662",1,0,1
"14911","C502332","2010-03-24 10:42:00","21663",1,0,1
"14911","C502332","2010-03-24 10:42:00","22496",1,0,1
"14911","C498122","2010-02-16 15:33:00","47567",1,0,1
"14925","C490931","2009-12-08 13:44:00","85048",1,0,1
"14952","C502291","2010-03-24 08:49:00","22236",1,0,1
"14963","C522741","2010-09-16 13:07:00","47594B",1,0,1
"14970","C508476","2010-05-16 12:09:00","79323G",25,24,1
"13211","C490520","2009-12-06 15:21:00","47589",1,0,1
"14970","C508476","2010-05-16 12:09:00","79323P",1,0,1
"13211","C490510","2009-12-06 14:37:00","20973",1,0,1
"14970","C501873","2010-03-21 12:29:00","79323S",1,0,1
"13151","C501914","2010-03-22 09:40:00","85096",1,0,1
"14978","C525445","2010-10-05 13:54:00","48188",2,1,1
"14994","C502744","2010-03-26 12:40:00","35400",2,1,1
"15005","C512543","2010-06-16 13:17:00","21160",1,0,1
"15005","C498390","2010-02-18 14:48:00","22166",1,0,1
"15005","C497621","2010-02-11 12:23:00","22166",1,0,1
"15031","C512272","2010-06-14 13:32:00","20758",1,0,1
"15031","C512272","2010-06-14 13:32:00","20767",1,0,1
"13151","C501914","2010-03-22 09:40:00","21784",1,0,1
"13151","C501914","2010-03-22 09:40:00","21309",1,0,1
"13151","C501914","2010-03-22 09:40:00","21277",1,0,1
"15031","C512272","2010-06-14 13:32:00","22035",1,0,1
"13148","C495170","2010-01-21 12:45:00","22341",1,0,1
"13148","C503733","2010-04-07 10:36:00","22220",1,0,1
"15031","C512272","2010-06-14 13:32:00","84378",4,3,1
"15059","C490402","2009-12-06 10:57:00","85159A",1,0,1
"13148","C516952","2010-07-25 15:38:00","22176",1,0,1
"15128","C554339","2011-05-23 17:39:00","22625",1,0,1
"13148","C495170","2010-01-21 12:45:00","21153",1,0,1
"13136","C493869","2010-01-07 17:19:00","85044",1,0,1
"13136","C553024","2011-05-12 19:28:00","23190",1,0,1
"13115","C543757","2011-02-11 15:05:00","22068",1,0,1
"15179","C491614","2009-12-11 13:55:00","21155",1,0,1
"13115","C498196","2010-02-17 13:06:00","21335",1,0,1
"13112","C491005","2009-12-08 17:40:00","79340W",1,0,1
"17867","C489813","2009-12-02 13:02:00","84472",1,0,1
"15218","C495632","2010-01-26 10:47:00","85048",1,0,1
"15254","C489595","2009-12-01 14:20:00","21752",1,0,1
"15298","C504567","2010-04-14 14:15:00","37488A",1,0,1
"15311","C503366","2010-03-31 14:20:00","21014",1,0,1
"15311","C503366","2010-03-31 14:20:00","21381",1,0,1
"15311","C495186","2010-01-21 14:30:00","37451",1,0,1
"13098","C572478","2011-10-24 13:39:00","84879",1,0,1
"17867","C489813","2009-12-02 13:02:00","84622",1,0,1
"15326","C494493","2010-01-14 17:26:00","22187",1,0,1
"15326","C494593","2010-01-15 12:11:00","85063",2,1,1
"15369","C536164","2010-11-30 12:09:00","75013B",1,0,1
"15446","C506835","2010-05-04 13:44:00","79323W",1,0,1
"15461","C489518","2009-12-01 11:35:00","22138",1,0,1
"15461","C489518","2009-12-01 11:35:00","85048",1,0,1
"13098","C542245","2011-01-26 15:06:00","22729",1,0,1
"15502","C527660","2010-10-18 14:23:00","17013D",1,0,1
"13098","C552704","2011-05-10 16:05:00","22729",1,0,1
"15523","C501934","2010-03-22 11:42:00","22061",1,0,1
"15527","C493986","2010-01-10 12:27:00","21843",1,0,1
"15538","C499419","2010-02-26 16:26:00","21627",1,0,1
"15538","C499419","2010-02-26 16:26:00","21628",1,0,1
"15538","C499419","2010-02-26 16:26:00","21630",1,0,1
"15538","C500722","2010-03-09 15:40:00","21634",1,0,1
"15538","C499419","2010-02-26 16:26:00","21685",1,0,1
"15538","C499419","2010-02-26 16:26:00","21760",1,0,1
"15538","C498598","2010-02-21 16:06:00","21769",1,0,1
"15538","C499419","2010-02-26 16:26:00","22088",1,0,1
"15538","C499419","2010-02-26 16:26:00","22120",1,0,1
"15538","C499419","2010-02-26 16:26:00","22303",1,0,1
"15538","C499419","2010-02-26 16:26:00","71477",1,0,1
"15538","C498599","2010-02-21 16:06:00","85067",1,0,1
"15538","C506532","2010-04-30 11:08:00","85232A",1,0,1
"15547","C490498","2009-12-06 13:43:00","37483",1,0,1
"15550","C506908","2010-05-05 10:40:00","79323W",1,0,1
"17886","C491739","2009-12-14 10:51:00","22220",1,0,1
"15580","C518372","2010-08-08 10:40:00","37447",1,0,1
"15580","C518372","2010-08-08 10:40:00","37450",1,0,1
"15580","C497487","2010-02-09 15:59:00","84907",1,0,1
"15581","C514229","2010-07-01 10:33:00","15058C",2,1,1
"15600","C517374","2010-07-28 17:10:00","21232",1,0,1
"15614","C489524","2009-12-01 11:48:00","21258",1,0,1
"15615","C491029","2009-12-08 19:07:00","21843",1,0,1
"15615","C554874","2011-05-27 11:02:00","22767",1,0,1
"15622","C493829","2010-01-07 13:24:00","20695",1,0,1
"15622","C580968","2011-12-06 14:57:00","23534",4,3,1
"15640","C498050","2010-02-16 11:25:00","20712",1,0,1
"15684","C494452","2010-01-14 13:51:00","85047",1,0,1
"15722","C504672","2010-04-15 15:20:00","21259",1,0,1
"15750","C489643","2009-12-01 16:26:00","47594B",1,0,1
"13093","C502061","2010-03-22 14:56:00","51012L",1,0,1
"17931","C500152","2010-03-04 17:49:00","22142",1,0,1
"15768","C492194","2009-12-15 15:57:00","21870",1,0,1
"15768","C492194","2009-12-15 15:57:00","35968",1,0,1
"15782","C492655","2009-12-17 17:50:00","22191",1,0,1
"15791","C506883","2010-05-04 17:10:00","47503K",1,0,1
"17954","C502849","2010-03-28 14:15:00","17165B",1,0,1
"12349","C490283","2009-12-04 12:49:00","20747",1,0,1
"15805","C508227","2010-05-13 16:24:00","22191",1,0,1
"15805","C492658","2009-12-17 17:53:00","22191",1,0,1
"15805","C508227","2010-05-13 16:24:00","35004C",1,0,1
"15807","C510820","2010-06-03 19:48:00","79072",1,0,1
"17954","C502849","2010-03-28 14:15:00","17165D",1,0,1
"15822","C502431","2010-03-24 12:53:00","22182",1,0,1
"15822","C502431","2010-03-24 12:53:00","22183",1,0,1
"15822","C490509","2009-12-06 14:34:00","22184",1,0,1
"13093","C498582","2010-02-21 15:01:00","22111",1,0,1
"12463","C572479","2011-10-24 13:43:00","37449",1,0,1
"13093","C494986","2010-01-20 11:31:00","21477",1,0,1
"15838","C510293","2010-05-28 11:50:00","21843",1,0,1
"15856","C556457","2011-06-10 16:50:00","72760B",1,0,1
"15861","C496087","2010-01-28 19:44:00","22138",1,0,1
"15861","C496087","2010-01-28 19:44:00","82613A",1,0,1
"15861","C496087","2010-01-28 19:44:00","84971S",1,0,1
"15874","C548723","2011-04-04 09:02:00","20830",1,0,1
"15874","C532403","2010-11-11 19:35:00","72351A",1,0,1
"15874","C532403","2010-11-11 19:35:00","84709B",1,0,1
"15874","C570122","2011-10-07 12:58:00","84950",1,0,1
"15898","C494592","2010-01-15 12:08:00","77081",1,0,1
"15898","C494592","2010-01-15 12:08:00","85043",1,0,1
"15898","C494592","2010-01-15 12:08:00","85047",1,0,1
"15916","C510437","2010-05-30 14:10:00","79323LP",2,1,1
"15916","C510437","2010-05-30 14:10:00","79323P",2,1,1
"17954","C491084","2009-12-09 13:24:00","85033G",1,0,1
"13081","C562124","2011-08-02 17:23:00","15058A",1,0,1
"17965","C505455","2010-04-22 11:34:00","21734",1,0,1
"13077","C528365","2010-10-21 16:05:00","21414",1,0,1
"17965","C505455","2010-04-22 11:34:00","22138",1,0,1
"13057","C501655","2010-03-18 13:00:00","20833",1,0,1
"18009","C524390","2010-09-28 18:24:00","22752",1,0,1
"13048","C506124","2010-04-27 14:14:00","21792",1,0,1
"13047","C501429","2010-03-16 12:41:00","21671",1,0,1
"15955","C525946","2010-10-07 17:45:00","21533",1,0,1
"15993","C579945","2011-12-01 10:41:00","22697",1,0,1
"16001","C512326","2010-06-15 09:51:00","21728",1,0,1
"16001","C512326","2010-06-15 09:51:00","22190",1,0,1
"16039","C507185","2010-05-06 16:02:00","79323G",1,0,1
"16048","C566782","2011-09-15 10:12:00","85163B",1,0,1
"13032","C525062","2010-10-03 14:20:00","85048",1,0,1
"16085","C501538","2010-03-17 14:03:00","85042",1,0,1
"16094","C491605","2009-12-11 13:33:00","84750B",1,0,1
"16104","C511815","2010-06-10 16:03:00","79323G",4,3,1
"16104","C514020","2010-06-30 10:34:00","79323G",4,3,1
"16104","C514020","2010-06-30 10:34:00","79323S",4,3,1
"16118","C526461","2010-10-11 16:11:00","85099C",1,0,1
"18070","C490994","2009-12-08 17:15:00","85047",1,0,1
"12997","C504275","2010-04-12 14:23:00","85042",1,0,1
"16143","C495037","2010-01-20 14:21:00","21843",1,0,1
"16148","C492700","2009-12-17 19:07:00","79321",1,0,1
"16148","C492700","2009-12-17 19:07:00","85042",1,0,1
"16148","C492699","2009-12-17 19:06:00","85047",1,0,1
"16167","C508926","2010-05-19 11:17:00","79323B",1,0,1
"16167","C508926","2010-05-19 11:17:00","79323S",5,4,1
"16167","C508926","2010-05-19 11:17:00","79342B",1,0,1
"16168","C492667","2009-12-17 18:06:00","22193",1,0,1
"16168","C515796","2010-07-14 16:11:00","84031A",1,0,1
"16168","C492667","2009-12-17 18:06:00","84032B",1,0,1
"16180","C515790","2010-07-14 15:53:00","79323W",1,0,1
"16191","C493091","2009-12-22 10:54:00","85222",1,0,1
"16206","C491821","2009-12-14 13:50:00","21730",1,0,1
"12986","C530187","2010-11-02 11:01:00","22193",3,2,1
"16229","C495281","2010-01-22 12:27:00","79320",1,0,1
"16229","C495281","2010-01-22 12:27:00","85044",1,0,1
"16240","C569034","2011-09-30 10:42:00","23110",1,0,1
"12986","C528451","2010-10-22 11:23:00","21464",1,0,1
"16283","C514162","2010-06-30 15:32:00","79323B",1,0,1
"16347","C512592","2010-06-16 16:34:00","22456",1,0,1
"16353","C490949","2009-12-08 14:30:00","47503F",1,0,1
"16395","C490469","2009-12-06 12:23:00","21528",1,0,1
"16395","C490469","2009-12-06 12:23:00","84466",1,0,1
"16404","C490666","2009-12-07 12:32:00","21361",1,0,1
"12982","C510828","2010-06-03 20:06:00","84927F",1,0,1
"12943","C543761","2011-02-11 15:13:00","22569",1,0,1
"16428","C567358","2011-09-19 16:31:00","22699",1,0,1
"12943","C532383","2010-11-11 18:25:00","22569",1,0,1
"12940","C569038","2011-09-30 10:46:00","23345",1,0,1
"16441","C524860","2010-09-30 20:11:00","21843",1,0,1
"16520","C499851","2010-03-02 16:40:00","21462",1,0,1
"16523","C490947","2009-12-08 14:29:00","21100",1,0,1
"16541","C490251","2009-12-04 12:29:00","84081",1,0,1
"16549","C490122","2009-12-03 17:59:00","21540",1,0,1
