"stock_code","frequency_completed","frequency_all","cancellation_count"
"23611",16,16,0
"23612",2,2,0
"23613",6,6,0
"23614",11,11,0
"23615",4,4,0
"23616",7,7,0
"23617",1,1,0
"23619",2,2,0
"23620",7,7,0
"23621",4,4,0
"23623",6,6,0
"23624",4,4,0
"23625",4,4,0
"23626",16,16,0
"23627",2,2,0
"23628",1,1,0
"23629",10,10,0
"23630",2,3,1
"23632",10,10,0
"23633",3,3,0
"23634",5,5,0
"23635",3,3,0
"23636",7,7,0
"23637",9,9,0
"23638",2,2,0
"23639",4,4,0
"23640",8,8,0
"23643",1,1,0
"23644",5,5,0
"23645",4,4,0
"23646",5,5,0
"23649",2,2,0
"23650",4,4,0
"23652",1,1,0
"23654",4,4,0
"23660",42,46,4
"23661",33,37,4
"23664",1,1,0
"23681",132,132,0
"23691",38,38,0
"23692",2,2,0
"23694",41,41,0
"23695",57,57,0
"23697",35,35,0
"23702",3,3,0
"30086C",1,1,0
"35001B",6,7,1
"35001G",104,106,2
"35001P",2,3,1
"35001W",192,197,5
"35004B",275,299,24
"35004C",380,411,31
"35004G",76,81,5
"35004P",44,44,0
"35004S",25,32,7
"35015",40,40,0
"35051B",2,2,0
"35071",7,7,0
"35085E",9,9,0
"35095A",166,166,0
"35095B",177,177,0
"35096A",50,50,0
"35096B",25,25,0
"35160",56,56,0
"35233",8,8,0
"35240",39,39,0
"35241",131,137,6
"35265",16,16,0
"35271S",20,20,0
"35400",420,465,45
"35443",10,10,0
"35471A",83,85,2
"35471D",348,350,2
"35537",3,3,0
"35591T",9,9,0
"35594",39,40,1
"35596",4,4,0
"35597A",4,4,0
"35597B",7,7,0
"35597D",7,7,0
"35598A",3,3,0
"35598B",57,57,0
"35598C",3,3,0
"35598D",103,104,1
"35599B",51,51,0
"35599D",103,104,1
"35600A",1,1,0
"35600D",14,14,0
"35603B",2,3,1
"35603C",25,25,0
"35605A",1,1,0
"35607A",31,31,0
"35607B",19,19,0
"35609A",24,24,0
"35610A",13,13,0
"35610B",14,14,0
"35610C",9,9,0
"35611B",5,5,0
"35633B",12,12,0
"35637A",53,54,1
"35637C",19,19,0
"35638A",6,6,0
"35638B",11,11,0
"35644",7,7,0
"35645",34,34,0
"35646",104,104,0
"35647",74,74,0
"35648",143,145,2
"35649",53,53,0
"35650",3,3,0
"35651",63,64,1
"35652",2,2,0
"35653",113,113,0
"35654",5,5,0
"35751C",2,2,0
"35751D",1,1,0
"35793",15,15,0
"35809A",187,187,0
"35809B",33,33,0
"35810A",171,172,1
"35810B",68,70,2
"35811A",84,85,1
"35815B",3,3,0
"35815P",7,7,0
"35816B",4,4,0
"35816P",9,9,0
"35817B",3,3,0
"35817P",12,12,0
"35818B",12,12,0
"35818C",1,1,0
"35818P",25,25,0
"35819B",32,32,0
"35819P",7,7,0
"35821B",4,4,0
"35821P",2,2,0
"35822B",1,1,0
"35822P",1,1,0
"35823P",2,2,0
"35824B",6,6,0
"35824C",9,9,0
"35824P",4,4,0
"35832",188,191,3
"35833G",35,35,0
"35833P",64,64,0
"35837",1,1,0
"35838A",20,20,0
"35838B",23,23,0
"35840",11,12,1
"35909A",5,5,0
"35909B",6,6,0
"35910A",13,13,0
"35910B",8,8,0
"35911A",96,96,0
"35911B",24,24,0
"35912B",30,30,0
"35913B",21,21,0
"35914",56,56,0
"35915A",1,1,0
"35915B",67,67,0
"35915C",83,83,0
"35916A",44,44,0
"35916B",46,46,0
"35916C",42,42,0
"35918B",5,6,1
"35920",24,24,0
"35921",49,50,1
"35922",36,37,1
"35923",112,115,3
"35924",188,199,11
"35930",1,1,0
"35931",15,15,0
"35932",10,10,0
"35933",28,28,0
"35936",9,9,0
"35937",17,17,0
"35945",1,1,0
"35950",1,1,0
"35951",46,46,0
"35953",155,156,1
"35954",112,112,0
"35955",5,5,0
"35957",148,150,2
"35958",82,82,0
"35961",637,638,1
"35962",92,93,1
"35963",12,12,0
"35964",132,132,0
"35965",176,177,1
"35966",26,26,0
"35967",112,113,1
"35968",75,79,4
"35969",76,76,0
"35970",692,699,7
"35971",217,219,2
"35972",87,87,0
"35973",13,13,0
"35974",1,1,0
"35976B",1,2,1
"35978",2,2,0
"35979",27,29,2
"35980B",2,2,0
"35980C",30,31,1
"35981C",67,67,0
"35991",54,54,0
"35995",5,5,0
"35999",1,1,0
"37112",5,5,0
"37326",2,2,0
"37327",92,93,1
"37330",28,31,3
"37333",61,61,0
"37340",205,209,4
"37342",131,134,3
"37343",105,105,0
"37345",9,9,0
"37348",7,9,2
"37351",11,11,0
"37352",8,8,0
"37370",494,510,16
"37379A",16,17,1
"37379B",3,3,0
"37399",6,6,0
"37408",1,1,0
"37409",3,3,0
"37410",34,35,1
"37413",81,81,0
"37422",73,73,0
"37423",70,71,1
"37424",108,109,1
"37432",1,1,0
"37438",1,1,0
"37441",54,55,1
"37444A",43,45,2
"37444B",28,29,1
"37444C",54,55,1
"37446",410,436,26
"37447",364,393,29
"37448",529,555,26
"37449",477,548,71
"37450",391,418,27
"37451",1,3,2
"37461",95,96,1
"37462B",32,33,1
"37462E",28,29,1
"37464",82,82,0
"37467",64,64,0
"37468",14,14,0
"37471",11,12,1
"37474",44,44,0
"37475",72,72,0
"37476",77,77,0
"37477B",8,9,1
"37477C",1,1,0
"37479B",34,34,0
"37479P",37,37,0
"37481",2,2,0
"37482B",10,10,0
"37482P",86,86,0
"37483",10,11,1
"37484",1,1,0
"37485",15,15,0
"37487B",3,3,0
"37488A",6,7,1
"37489A",23,23,0
"37489B",17,17,0
"37489C",12,12,0
"37489D",20,20,0
"37491A",13,13,0
"37491B",8,8,0
"37491C",10,10,0
"37491D",13,13,0
"37492A",11,12,1
"37492B",44,50,6
"37492C",24,25,1
"37492D",26,27,1
"37494A",54,57,3
"37495",330,363,33
"37500",263,272,9
"37501",177,185,8
"37502",171,172,1
"37503",523,534,11
"37506",26,26,0
"37508",46,46,0
"37509",14,15,1
"40001",121,132,11
"40002",1,2,1
"40003",60,67,7
"40005B",13,13,0
"40016",245,245,0
"40018E",81,81,0
"40018F",117,120,3
"40046A",62,62,0
"40046C",3,3,0
"44089A",13,13,0
"44089C",18,18,0
"44091A",6,6,0
"44091C",17,17,0
"44092B",6,6,0
"44092C",10,10,0
"44217M",3,5,2
"44228",3,3,0
"44230",53,57,4
"44234",56,57,1
"44235",22,22,0
"44236",12,12,0
"44241C",8,8,0
"44242A",2,2,0
"44242B",9,9,0
"44265",4,4,0
"45008C",35,35,0
"45013",8,8,0
"45014",1,1,0
"45016",26,27,1
"46000M",367,369,2
"46000P",50,51,1
"46000R",64,64,0
"46000S",393,398,5
"46000U",53,53,0
"46037A",2,2,0
"46115B",22,22,0
"46118",72,72,0
"46126A",48,48,0
"46137D",4,4,0
"46138B",25,27,2
"46138D",1,1,0
"46307",33,33,0
"46775A",32,33,1
"46775B",4,4,0
"46775D",95,99,4
"46775E",51,51,0
"46776A",122,122,0
"46776B",154,154,0
"46776C",96,96,0
"46776D",76,77,1
"46776E",78,78,0
"46776F",158,158,0
"47013A",26,26,0
"47013C",27,28,1
"47016",5,5,0
"47021G",70,70,0
"47310M",172,172,0
"47341A",7,7,0
"47341B",14,14,0
"47343A",23,23,0
"47344B",10,10,0
"47347B",11,11,0
"47348A",16,16,0
"47351B",14,15,1
"47367B",95,96,1
"47369A",25,25,0
"47369B",29,29,0
"47420",31,31,0
"47421",74,75,1
"47422",66,69,3
"47469",29,30,1
"47471",63,63,0
"47480",150,152,2
"47481",44,44,0
"47502",79,86,7
"47503A",195,197,2
"47503E",25,25,0
"47503F",11,12,1
"47503G",35,35,0
"47503H",60,61,1
"47503J",74,77,3
"47503K",42,45,3
"47504E",48,48,0
"47504F",14,14,0
"47504G",57,58,1
"47504H",140,141,1
"47504J",4,6,2
"47504K",312,317,5
"47505",179,185,6
"47518F",43,43,0
"47552A",11,12,1
"47554",1,1,0
"47556",1,1,0
"47556B",454,457,3
"47559B",745,751,6
"47562",41,43,2
"47563A",151,152,1
"47563B",6,6,0
"47566",2676,2699,23
"47566B",879,890,11
"47567B",351,359,8
"47568",410,416,6
"47569",1,2,1
"47570",78,78,0
"47570B",232,233,1
"47574A",129,130,1
"47574B",27,27,0
"47578A",69,69,0
"47579",55,56,1
"47580",344,348,4
"47581B",36,37,1
"47583A",6,8,2
"47583B",6,6,0
"47585A",148,150,2
"47586A",29,29,0
"47587A",27,28,1
"47589",76,82,6
"47590A",690,699,9
"47590B",882,892,10
"47591A",70,71,1
"47591B",285,285,0
"47591C",162,162,0
"47591D",1212,1217,5
"47592A",101,101,0
"47592B",29,29,0
"47593A",98,98,0
"47593B",357,357,0
"47594A",106,117,11
"47594B",122,135,13
"47597",124,124,0
"47598",32,32,0
"47599A",369,372,3
"47599B",286,290,4
"48103",10,10,0
"48111",722,725,3
"48116",497,499,2
"48129",544,548,4
"48138",1666,1679,13
"48173A",1,1,0
"48173C",540,544,4
"48175",2,2,0
"48179",11,11,0
"48184",856,861,5
"48185",984,992,8
"48187",1282,1288,6
"48188",699,705,6
"48189",279,280,1
"48194",1353,1360,7
"48195",87,89,2
"48197",227,227,0
"49031B",1,1,0
"51008",81,86,5
"51012C",27,29,2
"51012L",6,7,1
"51014A",377,381,4
"51014C",267,273,6
"51014L",226,230,4
"51020A",51,52,1
"51020B",61,63,2
"62018",127,127,0
"62043B",10,11,1
"62074B",12,12,0
"62086A",24,24,0
"62094B",67,67,0
"62095B",21,21,0
"62096A",89,89,0
"62096B",82,82,0
"62097A",3,3,0
"62097B",4,4,0
"70006",290,292,2
"70007",205,206,1
"71028B",13,13,0
"71038",144,152,8
"71050",8,8,0
"71053",727,746,19
"71101A",1,1,0
"71101E",47,48,1
"71143",99,100,1
"71215",12,12,0
"71270",81,81,0
"71279",79,87,8
"71403",69,70,1
"71406C",35,35,0
"71434B",2,2,0
"71459",1018,1053,35
"71477",811,878,67
"71495A",20,21,1
"71495B",18,18,0
"71496A",17,17,0
"71496B",6,6,0
"71510",17,17,0
"72008",215,217,2
"72023F",49,49,0
"72024U",11,11,0
"72038B",1,1,0
"72038P",10,11,1
"72045D",6,7,1
"72051S",54,54,0
"72083A",7,7,0
"72084B",1,1,0
"72122",120,120,0
"72127",66,67,1
"72128",88,88,0
"72129",18,18,0
"72130",57,57,0
"72131",56,57,1
"72132",28,28,0
"72133",31,31,0
"72134",29,29,0
"72140E",29,30,1
"72140F",15,15,0
"72225C",38,39,1
"72225D",11,11,0
"72232",119,119,0
"72267",45,45,0
"72349B",399,400,1
"72351A",427,432,5
"72351B",499,506,7
"72369A",14,14,0
"72484",64,64,0
"72487",14,14,0
"72529W",48,49,1
"72586",184,185,1
"72598",158,159,1
"72606A",18,18,0
"72708",5,5,0
"72709",13,13,0
"72715",13,13,0
"72724",10,10,0
"72728",54,54,0
"72732",1,1,0
"72739B",29,29,0
"72739C",24,26,2
"72740A",12,12,0
"72740B",1,1,0
"72741",921,937,16
"72750A",17,18,1
"72750B",39,42,3
"72750C",15,15,0
"72750D",11,11,0
"72751A",1,1,0
"72751B",1,1,0
"72751C",1,1,0
"72752A",1,1,0
"72752B",2,2,0
"72753A",14,14,0
"72753B",14,14,0
"72753C",6,6,0
"72753D",9,11,2
"72754A",6,6,0
"72754B",8,8,0
"72754D",1,1,0
"72755C",14,15,1
"72755D",13,13,0
"72756",129,131,2
"72759",1,1,0
"72760B",494,499,5
"72771B",8,8,0
"72771C",6,6,0
"72772",9,9,0
"72779",15,15,0
"72780",44,45,1
"72781",15,16,1
"72783",9,9,0
"72785A",4,4,0
"72785B",3,3,0
"72789",45,46,1
"72793",10,11,1
"72796A",5,5,0
"72796B",12,12,0
"72796C",1,1,0
"72798C",15,15,0
"72799A",18,18,0
"72799B",16,16,0
"72799C",48,48,0
"72799D",18,18,0
"72799E",178,179,1
"72799F",102,102,0
"72800A",46,46,0
"72800B",91,92,1
"72800C",78,78,0
"72800D",86,87,1
"72800E",286,287,1
"72800F",67,67,0
"72801C",92,93,1
"72801D",122,122,0
"72801E",28,28,0
"72801F",25,25,0
"72801G",67,67,0
"72802A",188,198,10
"72802B",212,221,9
"72802C",271,276,5
"72803A",98,102,4
"72803B",37,39,2
"72805",3,3,0
"72807A",226,236,10
"72807B",247,259,12
"72807C",392,408,16
"72811",22,22,0
"72812",31,31,0
"72814",54,55,1
"72815",70,73,3
"72816",136,137,1
"72817",215,216,1
"72818",127,128,1
"72819",92,92,0
"72821",14,15,1
"75011",15,15,0
"75013B",76,77,1
"75049L",344,397,53
"75131",68,68,0
"75149N",25,25,0
"75172",11,11,0
"75178",25,25,0
"77079",12,12,0
"77081",33,34,1
"77101A",88,88,0
"78026",2,2,0
"78027",5,5,0
"78033",19,21,2
"78034B",9,9,0
"78056",2,4,2
"78124",31,31,0
"79000",439,453,14
"79026B",37,37,0
"79029",343,356,13
"79030A",34,34,0
"79030D",62,63,1
"79030G",123,123,0
"79051A",56,56,0
"79062D",4,4,0
"79063C",14,14,0
"79063D",11,11,0
"79065A",1,2,1
"79066K",256,259,3
"79067",397,405,8
"79070B",1,1,0
"79071B",66,66,0
"79072",107,115,8
"79140",3,3,0
"79144B",91,91,0
"79144C",97,97,0
"79149B",12,12,0
"79151B",2,2,0
"79157B",3,3,0
"79157V",3,3,0
"79160",210,222,12
"79161A",16,16,0
"79163",66,69,3
"79164",92,98,6
"79172D",4,4,0
"79190A",119,122,3
"79190B",136,138,2
"79190D",112,113,1
"79191B",70,75,5
"79191C",157,182,25
"79191D",56,58,2
"79192A",35,36,1
"79301",1,5,4
"79302M",112,113,1
"79303A",1,1,0
"79303B",10,10,0
"79303D",19,21,2
"79308B",2,2,0
"79315W",13,13,0
"79320",151,161,10
"79321",1140,1161,21
"79323B",59,110,51
"79323G",62,87,25
"79323GR",85,122,37
"79323LP",171,230,59
"79323P",266,352,86
"79323S",57,79,22
"79323W",350,474,124
"79328",17,18,1
"79329",7,7,0
"79331",9,9,0
"79336",21,21,0
"79337",21,22,1
"79338",13,13,0
"79341",80,103,23
"79342B",36,40,4
"79403",36,38,2
"79406",21,21,0
"79413",9,9,0
"79532",18,19,1
"79534",16,16,0
"81950B",34,35,1
"81950V",10,10,0
"81952B",20,20,0
"81952V",46,46,0
"81953B",6,6,0
"81953P",6,6,0
"81985A",7,7,0
"82001S",259,264,5
"82011A",34,35,1
"82011B",48,48,0
"82011C",71,71,0
"82011E",2,2,0
"82069",11,11,0
"82072",3,3,0
"82076",19,19,0
"82081",23,23,0
"82093",28,28,0
"82095",48,48,0
"82482",2006,2036,30
"82483",1124,1206,82
"82484",1176,1200,24
"82486",1274,1318,44
"82494L",2061,2098,37
"82545A",11,11,0
"82551",751,755,4
"82552",794,797,3
"82553",42,42,0
"82567",489,490,1
"82578",704,706,2
"82580",1336,1345,9
"82581",913,922,9
"82582",798,806,8
"82583",1179,1192,13
"82585",47,48,1
"82587",40,41,1
"82597",215,217,2
"82599",506,509,3
"82600",1202,1209,7
"82605",125,125,0
"82607A",160,167,7
"82607C",44,44,0
"82607E",25,26,1
"82613A",120,122,2
"82613B",234,236,2
"82613C",199,201,2
"82613D",271,272,1
"82615",90,92,2
"82616A",52,52,0
"82616B",126,128,2
"82616C",142,143,1
"84006",212,214,2
"84007",39,39,0
"84012",179,180,1
"84016",67,72,5
"84029C",49,49,0
"84029D",15,15,0
"84029E",1145,1156,11
"84029G",1009,1018,9
"84030B",4,4,0
"84030C",19,21,2
"84030E",531,535,4
"84031A",314,318,4
"84031B",271,273,2
"84032A",662,667,5
"84032B",601,609,8
"84033",49,51,2
"84050",716,729,13
"84051",60,60,0
"84077",1021,1032,11
"84078A",330,350,20
"84081",20,21,1
"84086B",12,13,1
"84086C",88,88,0
"84192",38,38,0
"84199",69,70,1
"84201B",8,8,0
"84201C",3,3,0
"84205C",1,1,0
"84206A",9,9,0
"84206B",2,2,0
"84206C",4,4,0
"84212",277,278,1
"84218",96,97,1
"84219",28,28,0
"84226",18,18,0
"84227",13,13,0
"84228",47,48,1
"84231",50,50,0
"84247C",22,22,0
"84247E",96,104,8
"84247G",107,107,0
"84247H",20,21,1
"84247J",9,9,0
"84247K",28,29,1
"84247L",110,111,1
"84247N",53,56,3
"84249A",35,35,0
"84249D",64,66,2
"84250M",13,13,0
"84251B",61,62,1
"84251C",53,53,0
"84251F",50,50,0
"84251G",91,91,0
"84251J",17,17,0
"84255A",2,2,0
"84255B",18,18,0
"84270",477,484,7
"84279B",215,224,9
"84279P",299,318,19
"84288B",24,25,1
"84292",14,15,1
"84292B",5,5,0
"84306",31,31,0
"84311",1,1,0
"84313A",19,19,0
"84313B",84,84,0
"84313C",74,74,0
"84327A",123,124,1
"84340",11,11,0
"84341B",121,121,0
"84347",757,763,6
"84352",127,133,6
"84356",134,136,2
"84358",29,29,0
"84360",40,40,0
"84366",3,3,0
"84367",9,9,0
"84371",6,6,0
"84375",797,802,5
"84378",1248,1257,9
"84380",1114,1123,9
"84387A",1,1,0
"84388",22,24,2
"84396",49,49,0
"84402B",4,4,0
"84402D",13,13,0
"84405A",51,52,1
"84406B",845,857,12
"84414B",10,10,0
"84415A",6,6,0
"84415B",7,7,0
"84422",39,41,2
"84424A",10,10,0
"84425A",9,9,0
"84427B",5,5,0
"84429A",42,42,0
"84437A",18,18,0
"84447",19,19,0
"84450A",5,6,1
"84450B",35,35,0
"84452",44,46,2
"84454",18,18,0
"84455",20,20,0
"84456",16,17,1
"84457",64,64,0
"84458",20,20,0
"84459A",201,206,5
"84459B",213,214,1
"84461",40,42,2
"84462",14,14,0
"84464",11,11,0
"84465",23,23,0
"84466",73,81,8
"84467",83,84,1
"84469",44,44,0
"84472",30,33,3
"84482",32,34,2
"84493",5,6,1
"84497",37,37,0
"84499",41,41,0
"84507B",115,119,4
"84507C",71,74,3
"84508A",109,112,3
"84508B",74,75,1
"84508C",43,44,1
"84509A",479,483,4
"84509B",200,201,1
"84509C",140,140,0
"84509E",33,33,0
"84509F",46,46,0
"84509G",161,161,0
"84510A",532,535,3
"84510B",148,149,1
"84510C",135,135,0
"84510E",34,34,0
"84510F",38,39,1
"84519A",203,203,0
"84519B",214,215,1
"84520B",732,733,1
"84520D",94,96,2
"84522",26,26,0
"84526",34,34,0
"84527",22,22,0
"84529A",19,19,0
"84529B",5,5,0
"84529C",37,37,0
"84531A",46,46,0
"84531B",43,43,0
"84532B",31,31,0
"84533B",24,24,0
"84534B",191,194,3
"84535A",64,64,0
"84535B",329,331,2
"84536A",625,627,2
"84536B",404,407,3
"84537B",11,11,0
"84539",11,11,0
"84546",3,3,0
"84548",13,13,0
"84549",16,16,0
"84550",5,5,0
"84551",8,8,0
"84555A",16,16,0
"84558A",218,219,1
"84559A",270,270,0
"84559B",220,221,1
"84559D",32,32,0
"84562A",78,79,1
"84562B",7,7,0
"84563A",63,63,0
"84563B",60,60,0
"84564",11,11,0
"84567",1,1,0
"84568",310,314,4
"84569A",112,113,1
"84569B",76,77,1
"84569C",89,91,2
"84569D",179,180,1
"84570B",2,2,0
"84572",1,1,0
"84575A",13,14,1
"84575B",3,3,0
"84576",33,33,0
"84578",113,113,0
"84580",442,443,1
"84581",234,234,0
"84582",11,11,0
"84584",75,75,0
"84586L",9,9,0
"84592",47,47,0
"84593",7,7,0
"84595B",16,16,0
"84595E",43,44,1
"84596B",733,736,3
"84596E",218,220,2
"84596F",614,615,1
"84596G",351,351,0
"84596I",10,10,0
"84596J",140,141,1
"84596K",93,94,1
"84596L",256,256,0
"84597B",28,29,1
"84597C",44,45,1
"84598",217,219,2
"84599",6,6,0
"84600",52,55,3
"84601A",15,16,1
"84608",4,5,1
"84609",39,40,1
"84611B",5,7,2
"84612B",5,5,0
"84613A",12,13,1
"84613C",12,12,0
"84614A",11,12,1
"84614C",1,1,0
"84615",21,22,1
"84616",25,28,3
"84617",7,7,0
"84619",29,29,0
"84620",50,50,0
"84621",15,15,0
"84622",9,10,1
"84623",14,14,0
"84625A",81,86,5
"84625B",18,19,1
"84625C",71,79,8
"84625D",51,55,4
"84626",1,1,0
"84627",19,20,1
"84629",13,14,1
"84630",1,1,0
"84631",50,52,2
"84632",11,12,1
"84637",114,114,0
"84638",69,69,0
"84641",1,1,0
"84648",1,1,0
"84653",12,12,0
"84656",13,13,0
"84657",20,20,0
"84658",64,64,0
"84659A",224,227,3
"84660A",57,59,2
"84660B",67,67,0
"84660C",113,113,0
"84661A",45,45,0
"84661B",52,52,0
"84661C",27,27,0
"84663A",64,68,4
"84664",51,53,2
"84665",48,53,5
"84666",33,33,0
"84670",182,185,3
"84671B",32,32,0
"84673A",99,100,1
"84673B",133,134,1
"84674",106,109,3
"84675",62,64,2
"84676",110,120,10
"84678",81,85,4
"84679",4,5,1
"84680",18,19,1
"84682",49,52,3
"84683",46,47,1
"84684",40,42,2
"84685",125,128,3
"84686",76,79,3
"84687",73,78,5
"84688",81,89,8
"84689",40,44,4
"84690",14,15,1
"84691",236,239,3
"84692",1129,1137,8
"84705A",7,7,0
"84705B",5,5,0
"84705C",8,8,0
"84705D",14,14,0
"84705F",5,5,0
"84706A",7,7,0
"84706B",9,11,2
"84706C",4,4,0
"84706D",16,17,1
"84706F",17,18,1
"84707A",64,64,0
"84707B",51,52,1
"84708B",53,53,0
"84709A",14,14,0
"84709B",86,87,1
"84711A",24,24,0
"84711B",30,30,0
"84712B",60,60,0
"84715",47,47,0
"84720",3,3,0
"84721",2,2,0
"84723",12,14,2
"84725",29,29,0
"84726",5,5,0
"84731",3,3,0
"84732B",6,6,0
"84732D",6,6,0
"84741C",51,51,0
"84743C",6,6,0
"84744",31,31,0
"84745A",15,15,0
"84745B",17,17,0
"84746",16,16,0
"84748",93,93,0
"84750A",106,114,8
"84750B",78,82,4
"84751B",19,21,2
"84753A",24,24,0
"84754",218,220,2
"84755",1259,1287,28
"84757",4,4,0
"84760L",1,1,0
"84760S",36,36,0
"84761",61,62,1
"84762A",29,32,3
"84762B",48,48,0
"84762C",43,43,0
"84763",171,171,0
"84765",6,7,1
"84766",27,31,4
"84767",6,6,0
"84770",16,23,7
"84773",48,50,2
"84782A",27,33,6
"84782B",7,7,0
"84782C",18,22,4
"84789",124,129,5
"84791",106,107,1
"84792",519,527,8
"84795A",71,71,0
"84795B",113,113,0
"84795C",132,133,1
"84795D",83,84,1
"84795E",5,5,0
"84796A",131,131,0
"84796B",182,182,0
"84797A",61,61,0
"84797B",53,54,1
"84798A",10,11,1
"84798B",10,11,1
"84798C",3,3,0
"84799",31,33,2
"84800L",39,40,1
"84800M",27,28,1
"84800S",19,20,1
"84801A",16,16,0
"84801B",18,18,0
"84802A",24,24,0
"84802B",17,17,0
"84803A",17,18,1
"84803B",11,13,2
"84804A",19,19,0
"84804B",19,20,1
"84805A",9,9,0
"84805B",10,10,0
"84806A",20,20,0
"84806B",32,32,0
"84807",9,9,0
"84809A",21,22,1
"84809B",9,9,0
"84813",99,100,1
"84814A",1,1,0
"84814B",3,3,0
"84815",53,53,0
"84816",21,29,8
"84817",79,86,7
"84818",215,224,9
"84819",95,97,2
"84820",54,56,2
"84821",74,75,1
"84823",29,30,1
"84824",32,33,1
"84826",51,53,2
"84827",29,29,0
"84828",353,355,2
"84830",7,8,1
"84832",634,635,1
"84836",1408,1417,9
"84837",143,143,0
"84838",4,4,0
"84839",394,404,10
"84840",140,142,2
"84842",35,36,1
"84843",110,112,2
"84845A",1,1,0
"84845C",14,15,1
"84845D",11,11,0
"84846A",54,54,0
"84847",49,50,1
"84849A",103,106,3
"84849B",293,295,2
"84849D",260,263,3
"84854",110,111,1
"84855",16,16,0
"84856L",81,81,0
"84856S",33,34,1
"84857A",3,3,0
"84857B",1,2,1
"84857C",17,18,1
"84858A",9,9,0
"84858B",10,10,0
"84858C",30,30,0
"84859A",58,58,0
"84859B",18,18,0
"84859C",40,40,0
"84864A",4,4,0
"84865",49,49,0
"84867A",5,5,0
"84867B",1,1,0
"84868A",2,2,0
"84868B",4,5,1
"84869",27,27,0
"84870B",40,41,1
"84870C",41,41,0
"84872A",150,150,0
"84873A",75,75,0
"84874B",36,36,0
"84875A",12,12,0
"84875B",40,40,0
"84875D",37,37,0
"84876B",40,40,0
"84876C",4,5,1
"84876D",36,38,2
"84877A",17,17,0
"84877B",43,44,1
"84877D",43,43,0
"84879",2810,2829,19
"84880",375,380,5
"84881",24,25,1
"84882",36,36,0
"84884A",347,348,1
"84886",9,9,0
"84891B",6,6,0
"84893",15,15,0
"84898F",52,52,0
"84899E",21,22,1
"84899F",53,53,0
"84901",74,74,0
"84902",53,53,0
"84905",105,105,0
"84906",21,22,1
"84907",36,41,5
"84908A",36,37,1
"84908B",35,35,0
"84909A",30,30,0
"84910A",53,54,1
"84912A",232,232,0
"84912B",260,260,0
"84913A",266,266,0
"84913B",200,201,1
"84914A",5,5,0
"84915",37,37,0
"84916",58,58,0
"84917",53,53,0
"84918",64,65,1
"84919",43,49,6
"84920",88,88,0
"84921",14,14,0
"84922",17,17,0
"84923",150,150,0
"84924A",62,62,0
"84924D",16,16,0
"84924F",10,11,1
"84925A",17,17,0
"84925C",10,10,0
"84925D",27,28,1
"84925E",3,3,0
"84925F",34,34,0
"84926A",51,51,0
"84926B",10,10,0
"84926C",31,32,1
"84926D",47,47,0
"84926E",52,52,0
"84926F",42,43,1
"84927A",33,37,4
"84927D",28,31,3
"84927E",29,31,2
"84927F",62,64,2
"84929",94,98,4
"84931A",82,82,0
"84931B",83,84,1
"84932A",24,24,0
"84932B",17,17,0
"84932C",34,35,1
"84932D",22,22,0
"84933A",6,6,0
"84933B",6,6,0
"84933C",6,6,0
"84934",13,14,1
"84937",126,128,2
"84942",3,3,0
"84944",196,201,5
"84945",654,686,32
"84946",1769,1815,46
"84947",680,692,12
"84948",36,38,2
"84949",693,759,66
"84950",275,284,9
"84951A",135,136,1
"84951B",125,125,0
"84952A",39,39,0
"84952B",44,45,1
"84952C",42,42,0
"84962",2,2,0
"84963A",9,9,0
"84963B",6,6,0
"84964A",2,2,0
"84964B",2,2,0
"84965A",3,3,0
"84965B",4,4,0
"84966A",5,5,0
"84966B",4,4,0
"84966C",3,3,0
"84967A",3,4,1
"84967B",11,13,2
"84967C",4,4,0
"84968A",208,212,4
"84968B",138,139,1
"84968C",191,193,2
"84968D",110,111,1
"84968E",113,114,1
"84968F",133,133,0
"84969",342,347,5
"84970L",1145,1148,3
"84970S",1523,1537,14
"84971L",59,61,2
"84971S",462,464,2
"84972L",46,46,0
"84974",57,58,1
"84975",212,216,4
"84976",56,58,2
"84977",44,44,0
"84978",1426,1477,51
"84984A",17,18,1
"84984B",16,17,1
"84984C",16,16,0
"84984D",21,21,0
"84985A",161,162,1
"84985B",25,25,0
"84986B",80,80,0
"84987",812,818,6
"84988",1019,1022,3
"84989A",193,195,2
"84989B",63,63,0
"84990",193,194,1
"84991",2127,2141,14
"84992",1460,1467,7
"84993A",207,207,0
"84993B",99,99,0
"84997A",670,676,6
"84997B",1104,1111,7
"84997C",1026,1036,10
"84997D",1167,1176,9
"85006",37,46,9
"85007",21,22,1
"85008",99,101,2
"85014A",712,714,2
"85014B",935,947,12
"85014C",72,73,1
"85014D",90,90,0
"85015",254,254,0
"85016",167,169,2
"85017A",175,175,0
"85017B",317,318,1
"85017C",120,121,1
"85018A",10,10,0
"85018B",10,10,0
"85018C",4,4,0
"85018D",80,82,2
"85019A",49,50,1
"85019B",47,48,1
"85019C",26,28,2
"85020",58,58,0
"85023A",10,11,1
"85023B",38,41,3
"85023C",11,12,1
"85024A",1,1,0
"85024B",20,20,0
"85024C",42,43,1
"85025B",95,98,3
"85025C",126,128,2
"85026B",29,30,1
"85027L",40,43,3
"85028L",27,29,2
"85028S",33,35,2
"85030",29,32,3
"85031A",102,102,0
"85031B",85,85,0
"85031C",106,106,0
"85032A",161,161,0
