"customer_id","cancelled_line_items","total_line_items","line_item_return_rate_pct"
"13722",1,190,0.5
"12865",1,196,0.5
"13042",1,185,0.5
"12872",2,396,0.5
"17190",1,189,0.5
"16954",1,207,0.5
"13821",1,205,0.5
"16416",1,187,0.5
"15023",5,960,0.5
"13567",1,202,0.5
"12731",2,394,0.5
"14132",1,201,0.5
"15484",1,241,0.4
"16809",1,260,0.4
"14282",1,240,0.4
"13975",3,740,0.4
"16983",1,232,0.4
"15228",1,235,0.4
"13544",1,239,0.4
"14540",1,265,0.4
"14719",1,236,0.4
"17126",2,446,0.4
"17084",1,282,0.4
"13772",2,569,0.4
"13527",2,445,0.4
"17975",2,467,0.4
"16987",1,261,0.4
"14257",1,241,0.4
"15416",1,229,0.4
"17757",5,1261,0.4
"17596",2,488,0.4
"16320",1,242,0.4
"12540",3,742,0.4
"13931",1,272,0.4
"15574",1,231,0.4
"17287",2,465,0.4
"16775",1,260,0.4
"17508",1,232,0.4
"17338",5,1308,0.4
"16945",2,476,0.4
"14963",2,478,0.4
"16898",1,252,0.4
"14016",2,448,0.4
"18102",4,1044,0.4
"17673",2,509,0.4
"16883",1,268,0.4
"17360",1,230,0.4
"16206",1,240,0.4
"14702",3,681,0.4
"15673",1,269,0.4
"15325",1,225,0.4
"17870",1,273,0.4
"17827",1,282,0.4
"13782",1,239,0.4
"14953",1,245,0.4
"16794",2,503,0.4
"17897",1,260,0.4
"14382",1,280,0.4
"18041",3,835,0.4
"14307",1,263,0.4
"17364",4,907,0.4
"18118",6,1435,0.4
"15353",1,361,0.3
"17019",2,643,0.3
"16745",1,356,0.3
"14532",1,315,0.3
"16271",1,298,0.3
"15003",1,330,0.3
"14514",1,320,0.3
"15058",1,348,0.3
"16335",1,362,0.3
"16767",1,321,0.3
"12577",1,298,0.3
"16258",1,345,0.3
"17449",2,585,0.3
"17961",2,632,0.3
"12757",1,359,0.3
"15051",1,290,0.3
"14088",2,684,0.3
"13426",1,344,0.3
"14587",1,372,0.3
"17858",1,374,0.3
"16466",1,337,0.3
"17068",3,997,0.3
"16686",3,1031,0.3
"13755",1,322,0.3
"17365",2,795,0.3
"12682",3,944,0.3
"16121",1,345,0.3
"16010",1,290,0.3
"14547",1,356,0.3
"15529",2,786,0.3
"14553",1,289,0.3
"17346",3,924,0.3
"15493",2,613,0.3
"16372",1,316,0.3
"15752",1,587,0.2
"16549",5,3098,0.2
"16326",1,467,0.2
"17191",1,498,0.2
"18145",1,403,0.2
"17920",3,1642,0.2
"13334",1,475,0.2
"16200",1,614,0.2
"16960",1,449,0.2
"16005",1,484,0.2
"13451",2,1023,0.2
"17530",1,476,0.2
"16470",1,469,0.2
"15547",2,1331,0.2
"15768",2,1210,0.2
"12490",1,442,0.2
"18069",2,971,0.2
"14461",1,636,0.2
"15150",1,574,0.2
"16938",1,825,0.1
"17059",1,722,0.1
"16710",1,910,0.1
"14044",1,826,0.1
"14085",1,1045,0.1
"16814",1,767,0.1
"13230",1,1251,0.1
"14298",4,2868,0.1
"15559",0,62,0.0
"16760",0,17,0.0
"14801",0,57,0.0
"15509",0,26,0.0
"17016",0,41,0.0
"13432",0,110,0.0
"18239",0,96,0.0
"17072",0,21,0.0
"15086",0,11,0.0
"13675",0,25,0.0
"16223",0,123,0.0
"17869",0,80,0.0
"16621",0,29,0.0
"17297",0,49,0.0
"14139",0,69,0.0
"13535",0,1,0.0
"15944",0,38,0.0
"14187",0,8,0.0
"15320",0,36,0.0
"13613",0,59,0.0
"13071",0,12,0.0
"12496",0,10,0.0
"15516",0,15,0.0
"17637",0,35,0.0
"15028",0,102,0.0
"16224",0,116,0.0
"13957",0,27,0.0
"13531",0,75,0.0
"13670",0,25,0.0
"15163",0,29,0.0
"17503",0,38,0.0
"12669",0,98,0.0
"14782",0,6,0.0
"17282",0,204,0.0
"16941",0,2,0.0
"18049",0,86,0.0
"12390",0,31,0.0
"17607",0,22,0.0
"17864",0,132,0.0
"16345",0,108,0.0
"15453",0,279,0.0
"14858",0,11,0.0
"12833",0,24,0.0
"15661",0,44,0.0
"14518",0,16,0.0
"13970",0,13,0.0
"15868",0,4,0.0
"14605",0,107,0.0
"14602",0,31,0.0
"17177",0,29,0.0
"15510",0,1,0.0
"18208",0,17,0.0
"17487",0,8,0.0
"16342",0,15,0.0
"18077",0,353,0.0
"14184",0,24,0.0
"17250",0,56,0.0
"15405",0,30,0.0
"16003",0,203,0.0
"12564",0,20,0.0
"16314",0,62,0.0
"16765",0,52,0.0
"13546",0,152,0.0
"16845",0,20,0.0
"15964",0,20,0.0
"13220",0,53,0.0
"17689",0,22,0.0
"13833",0,44,0.0
"13167",0,80,0.0
"16454",0,2,0.0
"12617",0,41,0.0
"12860",0,16,0.0
"12962",0,16,0.0
"17167",0,79,0.0
"15917",0,142,0.0
"15520",0,18,0.0
"16300",0,238,0.0
"15168",0,5,0.0
"13596",0,146,0.0
"13569",0,178,0.0
"17878",0,82,0.0
"17803",0,27,0.0
"17620",0,4,0.0
"18011",0,63,0.0
"17517",0,11,0.0
"14778",0,35,0.0
"16165",0,1,0.0
"15560",0,10,0.0
"15869",0,34,0.0
"15862",0,496,0.0
"13296",0,53,0.0
"13723",0,58,0.0
"17111",0,48,0.0
"18036",0,326,0.0
"15945",0,28,0.0
"16193",0,38,0.0
"17267",0,37,0.0
"16370",0,221,0.0
"13189",0,29,0.0
"13489",0,14,0.0
"16958",0,70,0.0
"15860",0,342,0.0
"16125",0,287,0.0
"12358",0,74,0.0
"17911",0,39,0.0
"16248",0,7,0.0
"15958",0,65,0.0
"12735",0,41,0.0
"15933",0,74,0.0
"18119",0,29,0.0
"14663",0,68,0.0
"12890",0,135,0.0
"14539",0,32,0.0
"12875",0,8,0.0
"17060",0,5,0.0
"15475",0,29,0.0
"13064",0,93,0.0
"14003",0,16,0.0
"17711",0,23,0.0
"17537",0,74,0.0
"12756",0,4,0.0
"14249",0,271,0.0
"12780",0,19,0.0
"17786",0,68,0.0
"13195",0,46,0.0
"16152",0,29,0.0
"14955",0,31,0.0
"13940",0,49,0.0
"17151",0,4,0.0
"13356",0,42,0.0
"13753",0,80,0.0
"16348",0,252,0.0
"13904",0,26,0.0
"12698",0,15,0.0
"12461",0,34,0.0
"16982",0,22,0.0
"14130",0,220,0.0
"13016",0,47,0.0
"13442",0,38,0.0
"13339",0,54,0.0
"16596",0,24,0.0
"18131",0,4,0.0
"15336",0,15,0.0
"15440",0,62,0.0
"16068",0,35,0.0
"16800",0,156,0.0
"12783",0,78,0.0
"16171",0,3,0.0
"16337",0,10,0.0
"17205",0,35,0.0
"16589",0,44,0.0
"14465",0,193,0.0
"13783",0,10,0.0
"14767",0,18,0.0
"17843",0,60,0.0
"16834",0,48,0.0
"17401",0,12,0.0
"13603",0,27,0.0
"15753",0,1,0.0
"12739",0,86,0.0
"13601",0,185,0.0
"17494",0,3,0.0
"17309",0,36,0.0
"15850",0,311,0.0
"16226",0,31,0.0
"14097",0,40,0.0
"13061",0,10,0.0
"14207",0,2,0.0
"17674",0,27,0.0
"13480",0,41,0.0
"18027",0,21,0.0
"14436",0,11,0.0
"13223",0,13,0.0
"17717",0,26,0.0
"13774",0,22,0.0
"13063",0,12,0.0
"14877",0,63,0.0
"17927",0,10,0.0
"15324",0,8,0.0
"15211",0,52,0.0
"12691",0,33,0.0
"14385",0,14,0.0
"16100",0,37,0.0
"16243",0,51,0.0
"17358",0,146,0.0
"17619",0,74,0.0
"13708",0,48,0.0
"17901",0,22,0.0
"15540",0,31,0.0
"15072",0,13,0.0
"15129",0,207,0.0
"14772",0,9,0.0
"16456",0,391,0.0
"14988",0,235,0.0
"17023",0,49,0.0
"16741",0,11,0.0
"14563",0,105,0.0
"16192",0,11,0.0
"12803",0,54,0.0
"13160",0,4,0.0
"14750",0,32,0.0
"14054",0,6,0.0
"15631",0,39,0.0
"14990",0,42,0.0
"16537",0,2,0.0
"13649",0,108,0.0
"18216",0,26,0.0
"17985",0,21,0.0
"13792",0,23,0.0
"17605",0,13,0.0
"15725",0,32,0.0
"16574",0,86,0.0
"14848",0,11,0.0
"17669",0,144,0.0
"14862",0,48,0.0
"16420",0,2,0.0
"15036",0,119,0.0
"12623",0,167,0.0
"15450",0,30,0.0
"16545",0,8,0.0
"12459",0,22,0.0
"14383",0,59,0.0
"12692",0,13,0.0
"14666",0,13,0.0
"14707",0,2,0.0
"15813",0,40,0.0
"14613",0,1,0.0
"15716",0,285,0.0
"14757",0,19,0.0
"17775",0,3,0.0
"17945",0,71,0.0
"14381",0,112,0.0
"18205",0,32,0.0
"16927",0,6,0.0
"13795",0,29,0.0
"17580",0,93,0.0
"17413",0,10,0.0
"14942",0,19,0.0
"15089",0,145,0.0
"13193",0,25,0.0
"13469",0,6,0.0
"16603",0,34,0.0
"17461",0,106,0.0
"15277",0,26,0.0
"15567",0,7,0.0
"17840",0,50,0.0
"13493",0,6,0.0
"16426",0,353,0.0
"17831",0,2,0.0
"12882",0,13,0.0
"16738",0,1,0.0
"17258",0,55,0.0
"18186",0,11,0.0
"17833",0,31,0.0
"17822",0,168,0.0
"15020",0,27,0.0
"15986",0,25,0.0
"14995",0,60,0.0
"15024",0,320,0.0
"12713",0,37,0.0
"13233",0,76,0.0
"16727",0,205,0.0
"14429",0,22,0.0
"16733",0,12,0.0
"12794",0,45,0.0
"15937",0,7,0.0
"13218",0,5,0.0
"12926",0,261,0.0
"12913",0,92,0.0
"16110",0,430,0.0
"17782",0,29,0.0
"13326",0,13,0.0
"16635",0,25,0.0
"17701",0,24,0.0
"15085",0,9,0.0
"12855",0,67,0.0
"14093",0,100,0.0
"17106",0,51,0.0
"15654",0,21,0.0
"17030",0,11,0.0
"12996",0,22,0.0
"12574",0,10,0.0
"15865",0,126,0.0
"18047",0,83,0.0
"13125",0,20,0.0
"14751",0,7,0.0
"14799",0,23,0.0
"17821",0,6,0.0
"17601",0,71,0.0
"13318",0,20,0.0
"17262",0,19,0.0
"18045",0,43,0.0
"15500",0,68,0.0
"13573",0,86,0.0
"17871",0,83,0.0
"18133",0,1,0.0
"16990",0,2,0.0
"12646",0,45,0.0
"15774",0,109,0.0
"17835",0,59,0.0
"12859",0,21,0.0
"18105",0,18,0.0
"15915",0,112,0.0
"18101",0,109,0.0
"17712",0,29,0.0
"15683",0,26,0.0
"13247",0,25,0.0
"14026",0,50,0.0
"14682",0,86,0.0
"17940",0,33,0.0
"13241",0,40,0.0
"16079",0,21,0.0
"15909",0,7,0.0
"14377",0,11,0.0
"17414",0,21,0.0
"13124",0,283,0.0
"13062",0,11,0.0
"17224",0,8,0.0
"14162",0,25,0.0
"18129",0,14,0.0
"16989",0,12,0.0
"12582",0,101,0.0
"12614",0,20,0.0
"15912",0,95,0.0
"14993",0,10,0.0
"14348",0,18,0.0
"12811",0,51,0.0
"15604",0,17,0.0
"17559",0,12,0.0
"17273",0,12,0.0
"15552",0,30,0.0
"12420",0,29,0.0
"17983",0,24,0.0
"13804",0,167,0.0
"17891",0,34,0.0
"14815",0,53,0.0
"15995",0,110,0.0
"14086",0,1,0.0
"13034",0,44,0.0
"12685",0,151,0.0
"16753",0,34,0.0
"18153",0,17,0.0
"14658",0,29,0.0
"16792",0,102,0.0
"15428",0,44,0.0
"16813",0,426,0.0
"16123",0,16,0.0
"14466",0,206,0.0
"18147",0,7,0.0
"13361",0,34,0.0
"17993",0,60,0.0
"16866",0,11,0.0
"16487",0,35,0.0
"15852",0,33,0.0
"12974",0,32,0.0
"17425",0,43,0.0
"15153",0,22,0.0
"14163",0,58,0.0
"16435",0,125,0.0
"18029",0,18,0.0
"14969",0,13,0.0
"12522",0,10,0.0
"15361",0,10,0.0
"17514",0,83,0.0
"15715",0,38,0.0
"12808",0,46,0.0
"17794",0,7,0.0
"17459",0,111,0.0
"18014",0,29,0.0
"14393",0,5,0.0
"17265",0,122,0.0
"16959",0,7,0.0
"17839",0,52,0.0
"18134",0,28,0.0
"17066",0,18,0.0
"14387",0,139,0.0
"15983",0,258,0.0
"14677",0,14,0.0
"14614",0,19,0.0
"15824",0,26,0.0
"18090",0,54,0.0
"15875",0,23,0.0
"16270",0,54,0.0
"17824",0,13,0.0
"15787",0,200,0.0
"14183",0,34,0.0
"14106",0,1,0.0
"16509",0,13,0.0
"14131",0,46,0.0
"17523",0,33,0.0
"15112",0,7,0.0
"17522",0,72,0.0
"14063",0,38,0.0
"17356",0,86,0.0
"14633",0,20,0.0
"12543",0,42,0.0
"17795",0,45,0.0
"16199",0,10,0.0
"12751",0,62,0.0
"15216",0,24,0.0
"16890",0,18,0.0
"14924",0,31,0.0
"15783",0,14,0.0
"14704",0,452,0.0
"17370",0,33,0.0
"16492",0,23,0.0
"17887",0,10,0.0
"17223",0,68,0.0
"12778",0,105,0.0
"16669",0,154,0.0
"14517",0,18,0.0
"15537",0,24,0.0
"17982",0,13,0.0
"12355",0,35,0.0
"16679",0,18,0.0
"17333",0,28,0.0
"15762",0,37,0.0
"15178",0,3,0.0
"17275",0,23,0.0
"16137",0,28,0.0
"18283",0,936,0.0
"15177",0,26,0.0
"12849",0,140,0.0
"12485",0,34,0.0
"15080",0,31,0.0
"16216",0,37,0.0
"18025",0,112,0.0
"14710",0,432,0.0
"15562",0,33,0.0
"12464",0,22,0.0
"13869",0,838,0.0
"14600",0,54,0.0
"16323",0,4,0.0
"15389",0,6,0.0
"16197",0,93,0.0
"16272",0,25,0.0
"15575",0,3,0.0
"16645",0,14,0.0
"13578",0,9,0.0
"12498",0,21,0.0
"13811",0,10,0.0
"14224",0,229,0.0
"15629",0,77,0.0
"14340",0,6,0.0
"14280",0,8,0.0
"13498",0,17,0.0
"16723",0,124,0.0
"18040",0,19,0.0
"18175",0,7,0.0
"15686",0,1,0.0
"15481",0,38,0.0
"12704",0,81,0.0
"15829",0,51,0.0
"15456",0,227,0.0
"15925",0,12,0.0
"12990",0,27,0.0
"16698",0,5,0.0
"16386",0,139,0.0
"12946",0,20,0.0
"14972",0,20,0.0
"12684",0,98,0.0
"12535",0,34,0.0
"14917",0,29,0.0
"15820",0,17,0.0
"12687",0,125,0.0
"17790",0,302,0.0
"15386",0,31,0.0
"16910",0,545,0.0
"14242",0,16,0.0
"13242",0,35,0.0
"17056",0,8,0.0
"12848",0,16,0.0
"17625",0,683,0.0
"16591",0,10,0.0
"14774",0,13,0.0
"16448",0,50,0.0
"12469",0,76,0.0
"12842",0,48,0.0
"12823",0,18,0.0
"14722",0,87,0.0
"12745",0,22,0.0
"14791",0,19,0.0
"14881",0,17,0.0
"17065",0,12,0.0
"17932",0,90,0.0
"16962",0,15,0.0
"14002",0,47,0.0
"17957",0,30,0.0
"17237",0,79,0.0
"16231",0,100,0.0
"15592",0,24,0.0
"16288",0,7,0.0
"16486",0,7,0.0
"15313",0,1,0.0
"13079",0,17,0.0
"16505",0,4,0.0
"17261",0,43,0.0
"16144",0,1,0.0
"14004",0,241,0.0
"15280",0,60,0.0
"12587",0,3,0.0
"12715",0,19,0.0
"17387",0,76,0.0
"15910",0,620,0.0
"18127",0,67,0.0
"17192",0,20,0.0
"16783",0,25,0.0
"18098",0,86,0.0
"14459",0,112,0.0
"14272",0,64,0.0
"14118",0,15,0.0
"13712",0,33,0.0
"13265",0,90,0.0
"12638",0,46,0.0
"18048",0,59,0.0
"16708",0,27,0.0
"13726",0,42,0.0
"16594",0,53,0.0
"15949",0,19,0.0
"16028",0,5,0.0
"12363",0,23,0.0
"17427",0,2,0.0
"14889",0,10,0.0
"13129",0,11,0.0
"14826",0,10,0.0
"15666",0,67,0.0
"17003",0,111,0.0
"15934",0,29,0.0
"12356",0,139,0.0
"12988",0,83,0.0
"12799",0,15,0.0
"17447",0,36,0.0
"17304",0,5,0.0
"16074",0,25,0.0
"14843",0,9,0.0
"12728",0,56,0.0
"14879",0,27,0.0
"16274",0,63,0.0
"16668",0,53,0.0
"18210",0,144,0.0
"12912",0,24,0.0
"17529",0,82,0.0
"16991",0,74,0.0
"14494",0,17,0.0
"16238",0,6,0.0
"15863",0,77,0.0
"15991",0,6,0.0
"13858",0,11,0.0
"17327",0,4,0.0
"13325",0,12,0.0
"17067",0,13,0.0
"14556",0,196,0.0
"13315",0,22,0.0
"12506",0,23,0.0
"18237",0,61,0.0
"14190",0,1,0.0
"18235",0,104,0.0
"15022",0,140,0.0
"12351",0,21,0.0
"14331",0,28,0.0
"17498",0,17,0.0
"16478",0,17,0.0
"16464",0,230,0.0
"15149",0,68,0.0
"12812",0,15,0.0
"18138",0,8,0.0
"18281",0,17,0.0
"13263",0,1900,0.0
"13822",0,96,0.0
"12786",0,17,0.0
"15564",0,4,0.0
"17042",0,97,0.0
"16657",0,192,0.0
"13906",0,1,0.0
"12430",0,10,0.0
"15258",0,34,0.0
"17964",0,98,0.0
"16280",0,16,0.0
"14271",0,38,0.0
"12788",0,22,0.0
"16253",0,296,0.0
"17186",0,2,0.0
"13491",0,261,0.0
"16606",0,22,0.0
"14594",0,52,0.0
"12744",0,332,0.0
"14181",0,52,0.0
"17556",0,14,0.0
"15635",0,2,0.0
"15126",0,25,0.0
"14248",0,47,0.0
"15519",0,37,0.0
"15013",0,340,0.0
"14098",0,21,0.0
"15263",0,12,0.0
"12581",0,14,0.0
"15261",0,92,0.0
"17212",0,29,0.0
"16263",0,21,0.0
"16399",0,109,0.0
"13933",0,23,0.0
"15919",0,122,0.0
"15825",0,20,0.0
"15590",0,87,0.0
"17709",0,40,0.0
"16529",0,128,0.0
"14958",0,71,0.0
"13609",0,7,0.0
"14116",0,72,0.0
"14669",0,387,0.0
"14114",0,74,0.0
"17756",0,84,0.0
"14129",0,109,0.0
"12398",0,84,0.0
"14270",0,29,0.0
"13580",0,5,0.0
"16889",0,217,0.0
"13553",0,89,0.0
"15512",0,32,0.0
"17773",0,55,0.0
"14478",0,68,0.0
"12732",0,11,0.0
"13637",0,98,0.0
"12442",0,11,0.0
"14405",0,2,0.0
"17892",0,28,0.0
"12725",0,103,0.0
"17879",0,6,0.0
"13652",0,141,0.0
"12394",0,25,0.0
"16196",0,4,0.0
"16728",0,263,0.0
"14185",0,3,0.0
"18224",0,10,0.0
"17797",0,271,0.0
"17136",0,14,0.0
"15495",0,20,0.0
"15407",0,148,0.0
"18058",0,16,0.0
"12416",0,11,0.0
"15160",0,23,0.0
"15227",0,120,0.0
"12618",0,10,0.0
"16183",0,41,0.0
"15773",0,47,0.0
"16295",0,79,0.0
"17199",0,8,0.0
"14839",0,74,0.0
"17256",0,31,0.0
"17179",0,158,0.0
"17752",0,1,0.0
"13227",0,9,0.0
"18035",0,57,0.0
"17168",0,21,0.0
"17538",0,9,0.0
"16506",0,3,0.0
"17295",0,68,0.0
"12502",0,142,0.0
"17564",0,49,0.0
"14632",0,8,0.0
"17050",0,348,0.0
"12984",0,4,0.0
"17077",0,1,0.0
"12521",0,37,0.0
"13395",0,81,0.0
"14612",0,14,0.0
"14017",0,14,0.0
"13796",0,22,0.0
"13687",0,45,0.0
"17435",0,15,0.0
"16527",0,73,0.0
"14672",0,106,0.0
"13997",0,44,0.0
"14945",0,11,0.0
"16595",0,452,0.0
"12911",0,236,0.0
"13780",0,98,0.0
"14661",0,4,0.0
"17196",0,93,0.0
"14943",0,5,0.0
"16336",0,68,0.0
"17303",0,53,0.0
"16334",0,54,0.0
"14279",0,3,0.0
"16914",0,30,0.0
"16064",0,17,0.0
"16610",0,6,0.0
"13470",0,10,0.0
"13025",0,13,0.0
"16139",0,57,0.0
"16369",0,167,0.0
"16693",0,168,0.0
"18170",0,126,0.0
"12350",0,16,0.0
"13244",0,27,0.0
"12816",0,27,0.0
"18159",0,23,0.0
"14654",0,27,0.0
"14519",0,38,0.0
"15904",0,30,0.0
"15977",0,65,0.0
"16913",0,18,0.0
"12723",0,68,0.0
"12845",0,27,0.0
"14327",0,106,0.0
"12906",0,63,0.0
"14289",0,47,0.0
"17444",0,134,0.0
"12729",0,25,0.0
"14716",0,96,0.0
"18195",0,5,0.0
"15335",0,35,0.0
"13158",0,100,0.0
"15458",0,13,0.0
"16246",0,88,0.0
"17587",0,41,0.0
"16254",0,74,0.0
"12654",0,34,0.0
"16880",0,183,0.0
"16207",0,19,0.0
"16189",0,11,0.0
"16427",0,9,0.0
"16901",0,23,0.0
"15195",0,1,0.0
"12541",0,49,0.0
"14125",0,166,0.0
"14265",0,79,0.0
"16129",0,96,0.0
"17885",0,53,0.0
"17305",0,9,0.0
"14192",0,14,0.0
"13002",0,23,0.0
"17398",0,38,0.0
"14554",0,203,0.0
"16310",0,28,0.0
"14438",0,9,0.0
"17751",0,32,0.0
"12740",0,27,0.0
"12365",0,21,0.0
"14509",0,25,0.0
"14886",0,18,0.0
"14268",0,19,0.0
"16737",0,2,0.0
"13120",0,1,0.0
"18114",0,28,0.0
"14378",0,9,0.0
"13707",0,155,0.0
"14876",0,13,0.0
"17355",0,33,0.0
"15007",0,12,0.0
"17806",0,43,0.0
"14616",0,5,0.0
"16943",0,33,0.0
"13482",0,20,0.0
"16585",0,18,0.0
"17534",0,92,0.0
"15130",0,22,0.0
"17549",0,6,0.0
"15886",0,62,0.0
"17852",0,108,0.0
"12759",0,294,0.0
"18249",0,8,0.0
"17076",0,50,0.0
"15463",0,7,0.0
"13207",0,13,0.0
"13537",0,42,0.0
"16726",0,262,0.0
"12991",0,45,0.0
"13532",0,66,0.0
"17608",0,159,0.0
"14986",0,98,0.0
"16528",0,17,0.0
"16349",0,9,0.0
"17432",0,274,0.0
"12571",0,34,0.0
"14630",0,21,0.0
"12367",0,10,0.0
"17241",0,170,0.0
"16685",0,62,0.0
"15242",0,4,0.0
"18081",0,17,0.0
"14759",0,102,0.0
"16948",0,43,0.0
"17308",0,7,0.0
"13273",0,16,0.0
"15075",0,27,0.0
"15060",0,114,0.0
"15246",0,51,0.0
"15835",0,50,0.0
"12387",0,9,0.0
"17575",0,5,0.0
"17926",0,44,0.0
"14476",0,17,0.0
"15439",0,57,0.0
"12887",0,13,0.0
"14576",0,1,0.0
"16969",0,42,0.0
"14343",0,234,0.0
"15319",0,16,0.0
"13595",0,143,0.0
"16891",0,418,0.0
"17277",0,69,0.0
"18078",0,73,0.0
"18203",0,58,0.0
"15131",0,7,0.0
"16318",0,19,0.0
"16682",0,30,0.0
"13076",0,9,0.0
"17947",0,9,0.0
"17501",0,18,0.0
"13690",0,9,0.0
"17468",0,8,0.0
"14148",0,17,0.0
"15979",0,22,0.0
"16346",0,15,0.0
"12372",0,49,0.0
"14391",0,14,0.0
"14238",0,13,0.0
"14523",0,12,0.0
"15480",0,213,0.0
"13228",0,2,0.0
"17264",0,74,0.0
"12591",0,65,0.0
"17124",0,31,0.0
"18259",0,85,0.0
"17928",0,26,0.0
"17536",0,16,0.0
"18144",0,84,0.0
"17232",0,35,0.0
"16114",0,8,0.0
"15019",0,66,0.0
"12977",0,58,0.0
"17143",0,112,0.0
"14656",0,207,0.0
"13923",0,20,0.0
"13298",0,2,0.0
"15619",0,3,0.0
"17762",0,17,0.0
"13307",0,15,0.0
"13739",0,6,0.0
"12374",0,81,0.0
"12844",0,103,0.0
"13444",0,57,0.0
"14604",0,22,0.0
"14138",0,46,0.0
"14375",0,205,0.0
"14809",0,18,0.0
"13548",0,184,0.0
"12433",0,559,0.0
"16706",0,123,0.0
"14250",0,111,0.0
"12815",0,45,0.0
"15929",0,1,0.0
"14411",0,14,0.0
"18096",0,389,0.0
"18083",0,40,0.0
"18264",0,36,0.0
"13234",0,61,0.0
"17118",0,10,0.0
"15364",0,29,0.0
"16647",0,33,0.0
"13103",0,33,0.0
"17108",0,9,0.0
"12357",0,295,0.0
"15859",0,22,0.0
"15501",0,69,0.0
"18275",0,19,0.0
"14457",0,4,0.0
"16008",0,253,0.0
"14490",0,80,0.0
"16178",0,25,0.0
"15784",0,43,0.0
"13036",0,6,0.0
"16049",0,485,0.0
"14668",0,12,0.0
"17863",0,255,0.0
"17184",0,14,0.0
"14096",0,5095,0.0
"13713",0,80,0.0
"14481",0,150,0.0
"15001",0,45,0.0
"17483",0,28,0.0
"17271",0,48,0.0
"17860",0,162,0.0
"15052",0,28,0.0
"17479",0,18,0.0
"14439",0,129,0.0
"16091",0,18,0.0
"14596",0,53,0.0
"15376",0,116,0.0
"12900",0,13,0.0
"14347",0,6,0.0
"14765",0,39,0.0
"17785",0,51,0.0
"16665",0,9,0.0
"13088",0,20,0.0
"14715",0,136,0.0
"14253",0,12,0.0
"16786",0,1,0.0
"15718",0,18,0.0
"17409",0,104,0.0
"13702",0,5,0.0
"17974",0,361,0.0
"12401",0,4,0.0
"14653",0,380,0.0
"13533",0,75,0.0
"14274",0,15,0.0
"14851",0,42,0.0
"14736",0,88,0.0
"14591",0,176,0.0
"14358",0,25,0.0
"15499",0,41,0.0
"14394",0,6,0.0
"15843",0,8,0.0
"12795",0,13,0.0
"13153",0,15,0.0
"13790",0,45,0.0
"15278",0,29,0.0
"15243",0,61,0.0
"13392",0,8,0.0
"17956",0,1,0.0
"17898",0,50,0.0
"15267",0,11,0.0
"15723",0,123,0.0
"15234",0,14,0.0
"14203",0,16,0.0
"14469",0,145,0.0
"18031",0,63,0.0
"17220",0,671,0.0
"17750",0,182,0.0
"12899",0,17,0.0
"15792",0,57,0.0
"16319",0,3,0.0
"13243",0,205,0.0
"12353",0,24,0.0
"14779",0,41,0.0
"17630",0,26,0.0
"14512",0,79,0.0
"18166",0,10,0.0
"12561",0,16,0.0
"15025",0,138,0.0
"15349",0,71,0.0
"15340",0,7,0.0
"13040",0,43,0.0
"17043",0,199,0.0
"12741",0,15,0.0
"13550",0,42,0.0
"16870",0,28,0.0
"15219",0,26,0.0
"16368",0,90,0.0
"16562",0,34,0.0
"16043",0,73,0.0
"15855",0,95,0.0
"16712",0,520,0.0
"17101",0,73,0.0
"15010",0,20,0.0
"14559",0,2,0.0
"14220",0,38,0.0
"14167",0,115,0.0
"16649",0,20,0.0
"16194",0,8,0.0
"18085",0,62,0.0
"17836",0,23,0.0
"15931",0,14,0.0
"13667",0,83,0.0
"18169",0,9,0.0
"14919",0,13,0.0
"16808",0,23,0.0
"13349",0,15,0.0
"15040",0,1,0.0
"12354",0,58,0.0
"16915",0,74,0.0
"13892",0,36,0.0
"14413",0,95,0.0
"14134",0,180,0.0
"14520",0,4,0.0
"15014",0,33,0.0
"18057",0,131,0.0
"13385",0,35,0.0
"14964",0,13,0.0
"14536",0,18,0.0
"12958",0,49,0.0
"15488",0,11,0.0
"15627",0,24,0.0
"16751",0,25,0.0
"12764",0,45,0.0
"14845",0,1,0.0
"15454",0,39,0.0
"16307",0,75,0.0
"16385",0,114,0.0
"16692",0,4,0.0
"12377",0,150,0.0
"15352",0,34,0.0
"13312",0,5,0.0
"13165",0,49,0.0
"12714",0,684,0.0
"16352",0,28,0.0
"12754",0,63,0.0
"16715",0,28,0.0
"17922",0,8,0.0
"13321",0,11,0.0
"14144",0,1,0.0
"16030",0,29,0.0
"18253",0,7,0.0
"14463",0,8,0.0
"16328",0,16,0.0
"15196",0,42,0.0
"17279",0,9,0.0
"15976",0,376,0.0
"13423",0,12,0.0
"15200",0,30,0.0
"13960",0,12,0.0
"15139",0,13,0.0
"12385",0,64,0.0
"13099",0,1,0.0
"16826",0,22,0.0
"15847",0,48,0.0
"15099",0,23,0.0
"13685",0,39,0.0
"14424",0,1,0.0
"16479",0,35,0.0
"14718",0,11,0.0
"16052",0,34,0.0
"13483",0,10,0.0
"18089",0,10,0.0
"14599",0,79,0.0
"16495",0,88,0.0
"14498",0,369,0.0
"17129",0,2,0.0
"16304",0,25,0.0
"12923",0,59,0.0
"16872",0,18,0.0
"17872",0,15,0.0
"14346",0,146,0.0
"18112",0,62,0.0
"13333",0,55,0.0
"17960",0,37,0.0
"18211",0,42,0.0
"17914",0,75,0.0
